Outlet Name,Tab,Source,Item Code,Item Name,Category Name,Super Category Name,Rate,Item Qty,Constituent Qty,Total Qty,Amount,Discount,Net Amount,Total Tax,Gross Amount,% Contribution,
"Coffee Island GK II","DELIVERY","MagicPin-Ordering","294","Global Blend Ethiopia (Beans)","Beans","Beans & Powder",184.75,1.00,0.00,1.00,184.75,120.00,64.75,11.66,76.41,0.00,
"Coffee Island GK II","DELIVERY","MagicPin-Ordering","295","Global Blend Kenya (Beans)","Beans","Beans & Powder",184.75,1.00,0.00,1.00,184.75,120.00,64.75,11.66,76.41,0.00,
"Coffee Island GK II","DELIVERY","MagicPin-Ordering","280","Coffee Almond Shots","Trail Mix","Snacks",100.85,1.00,0.00,1.00,100.85,0.00,100.85,18.15,119.00,0.01,
"Coffee Island GK II","DELIVERY","MagicPin-Ordering","279","The Ultimate Trail Mix","Trail Mix","Snacks",156.25,1.00,0.00,1.00,156.25,120.00,36.25,4.35,40.60,0.00,
"Coffee Island GK II","DELIVERY","POS","284","500 Ml Water Bottle","Cold Brew","Ready To Drink",38.10,1.00,0.00,1.00,38.10,0.00,38.10,1.91,40.01,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","183","Sriracha Chicken & Avocado Wrap","Wholesome Wrap","Main Course",350.00,1.00,0.00,1.00,350.00,125.00,225.00,11.25,236.25,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","342","Regular - Milk -200g Default","Choice of Milk","ADDON",0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","213","Sea Salt Caramel Brookie","Croissant Cookie & Muffin","Quick Bites",210.00,5.00,0.00,5.00,1050.00,536.08,513.92,25.69,539.61,0.04,
"Coffee Island GK II","DELIVERY","Swiggy","185","Cold Brew Tiramisu","Desserts","Desserts",350.00,1.00,0.00,1.00,350.00,125.00,225.00,11.25,236.25,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","366","Java Chip Killer-Large","Island Special-Cold","Cold Beverages",350.00,1.00,0.00,1.00,350.00,125.00,225.00,11.25,236.25,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","115","Signature Belgian Dark Hot Chocolate-reg","Hot Chocolate","Hot Beverages",250.00,2.00,0.00,2.00,500.00,189.06,310.94,15.55,326.49,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","336","Regular - Milk -130g Default","Choice of Milk","ADDON",0.00,39.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","389","Bobastic Coconut Matcha","Cold Brews","Cold Beverages",290.00,1.00,0.00,1.00,290.00,100.00,190.00,9.50,199.50,0.01,
