Outlet Name,Tab,Source,Item Code,Item Name,Category Name,Super Category Name,Rate,Item Qty,Constituent Qty,Total Qty,Amount,Discount,Net Amount,Total Tax,Gross Amount,% Contribution,
"Coffee Island GK II","DELIVERY","MagicPin-Ordering","295","Global Blend Kenya (Beans)","Beans","Beans & Powder",184.75,1.00,0.00,1.00,184.75,0.00,184.75,33.25,218.00,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","188","Cinnamon & Jaggery Tea Cake","Desserts","Desserts",230.00,1.00,0.00,1.00,230.00,0.00,230.00,11.50,241.50,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","217","Korean Garlic Mushroom Puff","Puff & Toastie","Quick Bites",190.00,3.00,0.00,3.00,570.00,97.14,472.86,23.64,496.50,0.05,
"Coffee Island GK II","DELIVERY","Swiggy","376","Hazelnut Hour Chocolate","Chocolate","Desserts",217.16,2.00,0.00,2.00,434.32,165.78,268.54,48.34,316.88,0.03,
"Coffee Island GK II","DELIVERY","Swiggy","50","Iced Vietneamese Shakerato","Island Special-Cold","Cold Beverages",310.00,13.00,0.00,13.00,4030.00,1344.41,2685.59,134.28,2819.87,0.26,
"Coffee Island GK II","DELIVERY","Swiggy","190","Pecan & Date Tea Cake","Desserts","Desserts",290.00,4.00,0.00,4.00,1160.00,223.69,936.31,46.82,983.13,0.09,
"Coffee Island GK II","DELIVERY","Swiggy","67","Bobastic Raw Mango Refresh Tea-Med","Refresh","Cold Beverages",270.00,1.00,0.00,1.00,270.00,0.00,270.00,13.50,283.50,0.03,
"Coffee Island GK II","DELIVERY","Swiggy","351","Volcano Blend 20g@0","Choice of Beans","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","175","Cottage Cheese Fajita With Broccomole","Rice Bowl","Main Course",350.00,1.00,0.00,1.00,350.00,39.77,310.23,15.51,325.74,0.03,
"Coffee Island GK II","DELIVERY","Swiggy","285","Cinnamon Cold Brew Coffee","Cold Brew","Ready To Drink",144.07,1.00,0.00,1.00,144.07,46.56,97.51,17.55,115.06,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","32","Guilt-Free Iced Chocolate-Lrg","Iced Chocolate","Cold Beverages",290.00,1.00,0.00,1.00,290.00,83.65,206.35,10.32,216.67,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","189","New York Cheesecake","Desserts","Desserts",350.00,1.00,0.00,1.00,350.00,111.77,238.23,11.91,250.14,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","14","Iced Americano-Lrg","Cold Brews","Cold Beverages",250.00,1.00,0.00,1.00,250.00,100.00,150.00,7.50,157.50,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","179","Roasted Chicken Mac & Cheese","Pasta","Main Course",390.00,3.00,0.00,3.00,1170.00,277.22,892.78,44.64,937.42,0.09,
"Coffee Island GK II","DELIVERY","Swiggy","6","Bobastic Coffeeccino-Med","Cold Brews","Cold Beverages",270.00,2.00,0.00,2.00,540.00,154.62,385.38,19.27,404.65,0.04,
"Coffee Island GK II","DELIVERY","Swiggy","137","Volcano Blend@0","Choice of Beans","ADDON",0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","150","Almond Milk @50","Choice of Milk","ADDON",51.18,17.00,0.00,17.00,870.00,274.93,595.07,29.75,624.82,0.06,
"Coffee Island GK II","DELIVERY","Swiggy","218","Herb Infused Roasted Chicken Toastie","Puff & Toastie","Quick Bites",270.00,1.00,0.00,1.00,270.00,126.31,143.69,7.18,150.87,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","166","Hazelnut Syrup @50","Choice of Syrup","ADDON",52.50,3.00,0.00,3.00,157.50,57.14,100.36,5.02,105.38,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","211","Double Choco Chunk Cookie","Croissant Cookie & Muffin","Quick Bites",190.00,2.00,0.00,2.00,380.00,140.10,239.90,11.99,251.89,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","365","Java Chip Killer-Medium","Island Special-Cold","Cold Beverages",330.00,3.00,0.00,3.00,990.00,141.11,848.89,42.44,891.33,0.08,
"Coffee Island GK II","DELIVERY","Swiggy","235","Volcano Blend - (Default)","Choice of Beans","ADDON",0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","340","Regular - Milk -170g Default","Choice of Milk","ADDON",0.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","286","Whiskey Barrel Cold Brew Coffee","Cold Brew","Ready To Drink",165.25,1.00,0.00,1.00,165.25,54.44,110.81,19.95,130.76,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","187","Nolen Gur Banofee Jar","Desserts","Desserts",310.00,1.00,0.00,1.00,310.00,120.00,190.00,9.50,199.50,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","215","Rocky Road & Pecan Muffin","Croissant Cookie & Muffin","Quick Bites",290.00,2.00,0.00,2.00,580.00,75.00,505.00,25.25,530.25,0.05,
"Coffee Island GK II","DELIVERY","Swiggy","335","Regular - Milk -120g Default","Choice of Milk","ADDON",0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","142","Ethiopia Single Estate @50","Choice of Beans","ADDON",52.50,4.00,0.00,4.00,210.00,75.23,134.77,6.74,141.51,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","125","Hazelnut Indulgent Hot Chocolate-Med","Hot Chocolate","Hot Beverages",270.00,1.00,0.00,1.00,270.00,120.00,150.00,7.50,157.50,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","167","Salted Caramel Syrup @50","Choice of Syrup","ADDON",52.50,1.00,0.00,1.00,52.50,16.94,35.56,1.78,37.34,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","165","Irish Syrup @50","Choice of Syrup","ADDON",51.25,4.00,0.00,4.00,205.00,74.95,130.05,6.50,136.55,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","282","Hazelnut Chocolate Shots","Trail Mix","Snacks",100.85,1.00,0.00,1.00,100.85,22.02,78.83,14.19,93.02,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","33","Guilt-Free Iced Chocolate-Med","Iced Chocolate","Cold Beverages",270.00,5.00,0.00,5.00,1350.00,428.44,921.56,46.09,967.65,0.09,
"Coffee Island GK II","DELIVERY","Swiggy","293","Lavender Ice Tea","Iced Tea","Ready To Drink",131.36,1.00,0.00,1.00,131.36,26.94,104.42,18.80,123.22,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","45","Mocha Espressione Cold-Med","Island Special-Cold","Cold Beverages",270.00,2.00,0.00,2.00,540.00,130.40,409.60,20.48,430.08,0.04,
"Coffee Island GK II","DELIVERY","Swiggy","344","Regular - Milk -220g Default","Choice of Milk","ADDON",0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","301","Instant Coffee – Classic (30 sachet box)","Instant Coffee","Beans & Powder",300.00,1.00,0.00,1.00,300.00,57.42,242.58,43.66,286.24,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","300","Instant Coffee - Flavored (30 sachet box)","Instant Coffee","Beans & Powder",300.00,1.00,0.00,1.00,300.00,57.42,242.58,43.66,286.24,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","152","Skimmed Milk @50","Choice of Milk","ADDON",52.50,2.00,0.00,2.00,105.00,34.56,70.44,3.52,73.96,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","44","Mocha Espressione Cold-Lrg","Island Special-Cold","Cold Beverages",290.00,1.00,0.00,1.00,290.00,100.00,190.00,9.50,199.50,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","186","Belgian Chocolate Fudge Brownie","Desserts","Desserts",190.00,3.00,0.00,3.00,570.00,219.82,350.18,17.51,367.69,0.03,
"Coffee Island GK II","DELIVERY","Swiggy","141","Kenya Single Estate @50","Choice of Beans","ADDON",52.50,9.00,0.00,9.00,472.50,173.46,299.04,14.95,313.99,0.03,
"Coffee Island GK II","DELIVERY","Swiggy","297","Single Estate Ethiopia (Beans)","Beans","Beans & Powder",375.42,1.00,0.00,1.00,375.42,125.00,250.42,45.08,295.50,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","71","Iced Classic Lemon Tea-Lrg","Refresh","Cold Beverages",270.00,1.00,0.00,1.00,270.00,120.50,149.50,7.48,156.98,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","378","Roasted Almond Chocolate","Chocolate","Desserts",233.05,1.00,0.00,1.00,233.05,44.60,188.45,33.92,222.37,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","94","Flat White","Hot Brews","Hot Beverages",210.00,33.00,0.00,33.00,6930.00,2633.18,4296.82,214.84,4511.66,0.41,
"Coffee Island GK II","DELIVERY","Swiggy","36","Classic Strawberry Iced Chocolate-Med","Iced Chocolate","Cold Beverages",270.00,1.00,0.00,1.00,270.00,50.00,220.00,11.00,231.00,0.02,
