Outlet Name,Tab,Source,Item Code,Item Name,Category Name,Super Category Name,Rate,Item Qty,Constituent Qty,Total Qty,Amount,Discount,Net Amount,Total Tax,Gross Amount,% Contribution,
"MSFT Hyd","DINE IN","POS","344","Regular - Milk -220g Default","Choice of Milk","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","354","Master Blend","Food Sampling for Microsoft/Compass","Cold Beverages",0.00,21.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","212","French Butter Croissant","Croissant Cookie & Muffin","Quick Bites",180.95,1.00,9.00,10.00,180.95,0.00,180.95,9.05,190.00,0.03,
"MSFT Hyd","DINE IN","POS","234","Master Blend - (Default)","Choice of Beans","ADDON",0.00,1.00,12.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","336","Regular - Milk -130g Default","Choice of Milk","ADDON",0.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","355","Volcano Blend@54g","Food Sampling for Microsoft/Compass","Cold Beverages",0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","3","Iced Latte Signature-Lrg","Cold Brews","Cold Beverages",150.00,3.00,0.00,3.00,450.00,0.00,450.00,22.50,472.50,0.06,
"MSFT Hyd","DINE IN","POS","337","Regular - Milk -140g Default","Choice of Milk","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","353","Emp Meal","Emp Meal","Emp Meal",0.00,74.00,0.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","8","Gelato Affagato","Cold Brews","Cold Beverages",276.19,1.00,2.00,3.00,276.19,0.00,276.19,13.81,290.00,0.04,
"MSFT Hyd","DINE IN","POS","125","Hazelnut Indulgent Hot Chocolate-Med","Hot Chocolate","Hot Beverages",257.14,1.00,0.00,1.00,257.14,0.00,257.14,12.86,270.00,0.04,
"MSFT Hyd","DINE IN","POS","196","Belgian Chocolate Singal Scoop","Gelato","Desserts",99.00,1.00,0.00,1.00,99.00,0.00,99.00,4.95,103.95,0.01,
"MSFT Hyd","DINE IN","POS","342","Regular - Milk -200g Default","Choice of Milk","ADDON",0.00,2.00,22.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","50","Iced Vietneamese Shakerato","Island Special-Cold","Cold Beverages",220.00,1.00,5.00,6.00,220.00,0.00,220.00,11.00,231.00,0.03,
"MSFT Hyd","DINE IN","POS","106","Cappuccino-reg","Hot Brews","Hot Beverages",160.00,1.00,0.00,1.00,160.00,0.00,160.00,8.00,168.00,0.02,
"MSFT Hyd","DINE IN","POS","116","Signature Belgian Dark Hot Chocolate-Med","Hot Chocolate","Hot Beverages",190.48,1.00,0.00,1.00,190.48,0.00,190.48,9.52,200.00,0.03,
"MSFT Hyd","DINE IN","POS","12","Fizzy Espressione (Gingerale)","Cold Brews","Cold Beverages",210.00,1.00,0.00,1.00,210.00,0.00,210.00,10.50,220.50,0.03,
"MSFT Hyd","DINE IN","POS","356","Regular Milk @160ML","Food Sampling for Microsoft/Compass","Cold Beverages",0.00,18.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","135","Mocha Espressione Hot-reg","Island Special-Hot","Hot Beverages",190.00,1.00,0.00,1.00,190.00,0.00,190.00,9.50,199.50,0.03,
"MSFT Hyd","DINE IN","POS","235","Volcano Blend - (Default)","Choice of Beans","ADDON",0.00,7.00,57.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","182","Classic Creamy Mac & Cheese","Pasta","Main Course",306.67,2.00,0.00,2.00,613.33,0.00,613.33,30.67,644.00,0.09,
"MSFT Hyd","DINE IN","POS","218","Herb Infused Roasted Chicken Toastie","Puff & Toastie","Quick Bites",200.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","210","Parker House Cream Pie Croissant","Croissant Cookie & Muffin","Quick Bites",147.62,0.00,23.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,
