Outlet Name,Tab,Source,Item Code,Item Name,Category Name,Super Category Name,Rate,Item Qty,Constituent Qty,Total Qty,Amount,Discount,Net Amount,Total Tax,Gross Amount,% Contribution,
"MSFT Hyd","DINE IN","POS","353","Emp Meal","Emp Meal","Emp Meal",0.00,37.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","210","Parker House Cream Pie Croissant","Croissant Cookie & Muffin","Quick Bites",200.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","340","Regular - Milk -170g Default","Choice of Milk","ADDON",0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","188","Cinnamon & Jaggery Tea Cake","Desserts","Desserts",219.05,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","49","Freddo Cappuccino-Med","Island Special-Cold","Cold Beverages",257.14,0.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","234","Master Blend - (Default)","Choice of Beans","ADDON",0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","235","Volcano Blend (Default)","Choice of Beans","ADDON",0.00,0.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","167","Salted Caramel Syrup @50","Choice of Syrup","ADDON",50.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","151","Oat Milk @50","Choice of Milk","ADDON",50.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","23","Slushed Peach Paradise Granita-Med","Granita","Cold Beverages",219.05,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","187","Nolen Gur Banoffee Jar","Desserts","Desserts",295.24,0.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","221","Chipotle Paneer Bhurji & Broccomole Toastie","Puff & Toastie","Quick Bites",314.29,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","100","Americano-Med","Hot Brews","Hot Beverages",219.05,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","212","French Butter Croissant","Croissant Cookie & Muffin","Quick Bites",180.95,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","218","Herb Infused Roasted Chicken Toastie","Puff & Toastie","Quick Bites",257.14,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,
