Outlet Name,Tab,Source,Item Code,Item Name,Category Name,Super Category Name,Rate,Item Qty,Constituent Qty,Total Qty,Amount,Discount,Net Amount,Total Tax,Gross Amount,% Contribution,
"Coffee Island HQ-27","COUNTER","POS","147","Regular Milk @0","Choose of Milk","Cold Beverages",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","COUNTER","POS","154","Coffee Popping Boba - 50","Choose of Boba","Cold Beverages",50.00,4.00,0.00,4.00,200.00,7.50,192.50,9.63,202.13,1.13,
"Coffee Island HQ-27","COUNTER","POS","281","Chocolate Cashew","Trail Mix","Snacks",114.41,2.00,0.00,2.00,228.82,34.32,194.50,35.01,229.51,1.15,
"Coffee Island HQ-27","COUNTER","POS","171","Roasted Turkey Tomato & Cheese Croissant","Hand Made Sandwiches","Main Course",371.43,1.00,0.00,1.00,371.43,0.00,371.43,18.57,390.00,2.19,
"Coffee Island HQ-27","COUNTER","POS","136","Spanish Bombon (Small)","Island Special-Hot","Hot Beverages",295.24,1.00,0.00,1.00,295.24,0.00,295.24,14.76,310.00,1.74,
"Coffee Island HQ-27","COUNTER","POS","50","Iced Vietneamese Shakerato","Island Special-Cold","Cold Beverages",295.24,1.00,0.00,1.00,295.24,0.00,295.24,14.76,310.00,1.74,
"Coffee Island HQ-27","COUNTER","POS","164","Chocolate Sauce @50","Choose of Sauce","Cold Beverages",50.00,7.00,0.00,7.00,350.00,7.50,342.50,17.13,359.63,2.02,
"Coffee Island HQ-27","COUNTER","POS","17","Slushed Pineapple Mango Sunshine Granita-Med","Granita","Cold Beverages",219.05,1.00,0.00,1.00,219.05,0.00,219.05,10.95,230.00,1.29,
"Coffee Island HQ-27","COUNTER","POS","132","Morning Breakfast Tea","Hot Tea","Hot Beverages",200.00,1.00,0.00,1.00,200.00,0.00,200.00,10.00,210.00,1.18,
"Coffee Island HQ-27","COUNTER","POS","167","Salted Caramel Syrup @50","Choose of Syrup","Cold Beverages",50.00,1.00,0.00,1.00,50.00,0.00,50.00,2.50,52.50,0.29,
"Coffee Island HQ-27","COUNTER","POS","244","Extra Shot - Ethiopia Single Estate","Choose of Extra Shot - 50","Cold Beverages",50.00,1.00,0.00,1.00,50.00,0.00,50.00,2.50,52.50,0.29,
"Coffee Island HQ-27","COUNTER","POS","23","Slushed Peach Paradise Granita-Med","Granita","Cold Beverages",219.05,1.00,0.00,1.00,219.05,0.00,219.05,10.95,230.00,1.29,
"Coffee Island HQ-27","COUNTER","POS","202","White Chocolate Baileys Singal Scoop","Gelato","Desserts",104.76,1.00,0.00,1.00,104.76,0.00,104.76,5.24,110.00,0.62,
"Coffee Island HQ-27","COUNTER","POS","205","French Vanilla Single Scoop","Gelato","Desserts",104.76,1.00,0.00,1.00,104.76,0.00,104.76,5.24,110.00,0.62,
"Coffee Island HQ-27","COUNTER","POS","239","Extra Shot - Master Blend","Choose of Extra Shot - 50","Cold Beverages",50.00,1.00,0.00,1.00,50.00,0.00,50.00,2.50,52.50,0.29,
"Coffee Island HQ-27","COUNTER","POS","10","Islander Cold Coffee-Lrg","Cold Brews","Beverages",257.14,1.00,0.00,1.00,257.14,0.00,257.14,12.86,270.00,1.52,
"Coffee Island HQ-27","COUNTER","POS","90","Cortardo (Small)","Hot Brews","Hot Beverages",200.00,3.00,0.00,3.00,600.00,0.00,600.00,30.00,630.00,3.54,
"Coffee Island HQ-27","COUNTER","POS","193","Espresso Single Scoop","Gelato","Desserts",104.76,1.00,0.00,1.00,104.76,0.00,104.76,5.24,110.00,0.62,
"Coffee Island HQ-27","COUNTER","POS","41","Freddo Espresso Ristretto-Lrg","Island Special-Cold","Cold Beverages",257.14,1.00,0.00,1.00,257.14,0.00,257.14,12.86,270.00,1.52,
"Coffee Island HQ-27","COUNTER","POS","208","Dark Chocolate SSC Double Scoop","Gelato","Desserts",180.95,1.00,0.00,1.00,180.95,0.00,180.95,9.05,190.00,1.07,
"Coffee Island HQ-27","COUNTER","POS","150","Almond Milk @50","Choose of Milk","Cold Beverages",50.00,1.00,0.00,1.00,50.00,0.00,50.00,2.50,52.50,0.29,
"Coffee Island HQ-27","COUNTER","POS","199","Mango Sorbet Double Scoop","Gelato","Desserts",180.95,1.00,0.00,1.00,180.95,0.00,180.95,9.05,190.00,1.07,
"Coffee Island HQ-27","COUNTER","POS","197","Belgian Chocolate Double Scoop","Gelato","Desserts",180.95,1.00,0.00,1.00,180.95,0.00,180.95,9.05,190.00,1.07,
"Coffee Island HQ-27","COUNTER","POS","137","Volcano Blend @0","Choose of Beans","Beverages",0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","COUNTER","POS","138","Master Blend @0","Choose of Beans","Cold Beverages",0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","COUNTER","POS","181","Rich Meatball Spaghetti","Pasta","Main Course",371.43,1.00,0.00,1.00,371.43,0.00,371.43,18.57,390.00,2.19,
"Coffee Island HQ-27","COUNTER","POS","229","Espresso + The Ultimate Trail Mix","Veg Combo","Combos",380.00,1.00,0.00,1.00,380.00,0.00,380.00,19.00,399.00,2.24,
"Coffee Island HQ-27","COUNTER","POS","177","Chipotle Chicken Mozzarella Pide","Pizza","Main Course",314.29,1.00,0.00,1.00,314.29,0.00,314.29,15.71,330.00,1.85,
"Coffee Island HQ-27","COUNTER","POS","209","Dark Chocolate SSC Singal Scoop","Gelato","Desserts",104.76,1.00,0.00,1.00,104.76,0.00,104.76,5.24,110.00,0.62,
"Coffee Island HQ-27","COUNTER","POS","20","Slushed Strawberry Granita-Lrg","Granita","Cold Beverages",238.10,1.00,0.00,1.00,238.10,0.00,238.10,11.90,250.00,1.40,
"Coffee Island HQ-27","COUNTER","POS","186","Belgian Chocolate Fudge Brownie","Desserts","Desserts",180.95,1.00,0.00,1.00,180.95,0.00,180.95,9.05,190.00,1.07,
"Coffee Island HQ-27","COUNTER","POS","233","Parker Hosue Cream Pie Croissant With Hot Cappucino","Veg Combo","Combos",376.19,1.00,0.00,1.00,376.19,0.00,376.19,18.81,395.00,2.22,
"Coffee Island HQ-27","COUNTER","POS","231","Cookie And Cream + The Ultimate Trail Mix","Veg Combo","Combos",380.00,2.00,0.00,2.00,760.00,0.00,760.00,38.00,798.00,4.48,
"Coffee Island HQ-27","COUNTER","POS","21","Slushed Strawberry Granita-Med","Granita","Cold Beverages",219.05,2.00,0.00,2.00,438.10,0.00,438.10,21.90,460.00,2.58,
"Coffee Island HQ-27","COUNTER","POS","140","Ethiopia Blend @25","Choose of Beans","Cold Beverages",25.00,1.00,0.00,1.00,25.00,0.00,25.00,1.25,26.25,0.15,
"Coffee Island HQ-27","COUNTER","POS","243","Extra Shot - Kenya Single Estate","Choose of Extra Shot - 50","Cold Beverages",50.00,1.00,0.00,1.00,50.00,0.00,50.00,2.50,52.50,0.29,
