Outlet Name,Tab,Source,Item Code,Item Name,Category Name,Super Category Name,Rate,Item Qty,Constituent Qty,Total Qty,Amount,Discount,Net Amount,Total Tax,Gross Amount,% Contribution,
"MSFT Hyd","DINE IN","POS","353","Emp Meal","Emp Meal","Emp Meal",0.00,83.00,0.00,83.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","354","Master Blend","Food Sampling for Microsoft/Compass","Cold Beverages",0.00,22.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","355","Volcano Blend@54g","Food Sampling for Microsoft/Compass","Cold Beverages",0.00,22.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","356","Regular Milk @160ML","Food Sampling for Microsoft/Compass","Cold Beverages",0.00,22.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","186","Belgian Chocolate Fudge Brownie","Desserts","Desserts",180.95,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","8","Gelato Affagato","Cold Brews","Cold Beverages",276.19,0.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","336","Regular - Milk -130g Default","Choice of Milk","ADDON",0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","210","Parker House Cream Pie Croissant","Croissant Cookie & Muffin","Quick Bites",147.34,0.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","99","Americano-reg","Hot Brews","Hot Beverages",140.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","342","Regular - Milk -200g Default","Choice of Milk","ADDON",0.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","100","Americano-Med","Hot Brews","Hot Beverages",219.05,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","188","Cinnamon & Jaggery Tea Cake","Desserts","Desserts",219.05,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","217","Korean Garlic Mushroom Puff","Puff & Toastie","Quick Bites",104.46,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,
