Outlet Name,Tab,Source,Item Code,Item Name,Category Name,Super Category Name,Rate,Item Qty,Constituent Qty,Total Qty,Amount,Discount,Net Amount,Total Tax,Gross Amount,% Contribution,
"Coffee Island GK II","DINE IN","POS","106","Cappuccino-reg","Hot Brews","Hot Beverages",219.05,1.00,0.00,1.00,219.05,65.72,153.33,7.67,161.00,12.76,
"Coffee Island GK II","DINE IN","POS","343","Regular - Milk -210g Default","Choice of Milk","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DINE IN","POS","172","Cheesy Meatball Melt","Hand Made Sandwiches","Main Course",352.38,1.00,0.00,1.00,352.38,105.71,246.67,12.33,259.00,20.52,
"Coffee Island GK II","DINE IN","POS","146","Ethiopia Single Estate 20g@Default","Choice of Beans","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DINE IN","POS","235","Volcano Blend - (Default)","Choice of Beans","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DINE IN","POS","176","Chipotle Chicken With Broccomole","Rice Bowl","Main Course",352.38,1.00,0.00,1.00,352.38,105.71,246.67,12.33,259.00,20.52,
"Coffee Island GK II","DINE IN","POS","171","Roasted Turkey Tomato & Cheese Croissant","Hand Made Sandwiches","Main Course",371.43,1.00,0.00,1.00,371.43,111.43,260.00,13.00,273.00,21.63,
"Coffee Island GK II","DINE IN","POS","88","Aero Press","Alternative Brews","Hot Beverages",295.24,1.00,0.00,1.00,295.24,0.00,295.24,14.76,310.00,24.56,
"Coffee Island HQ-27","DELIVERY","MagicPin-Ordering","284","500 Ml Water Bottle","Cold Brew","Ready To Drink",40.00,1.00,0.00,1.00,40.00,0.00,40.00,2.00,42.00,0.01,
"Coffee Island HQ-27","DELIVERY","POS","283","Masala Almond","Trail Mix","Snacks",117.00,1.00,0.00,1.00,117.00,17.00,100.00,25.00,125.00,0.01,
"Coffee Island HQ-27","DELIVERY","POS","278","Masala Cashew","Trail Mix","Snacks",117.00,1.00,0.00,1.00,117.00,0.00,117.00,5.85,122.85,0.02,
"Coffee Island HQ-27","DELIVERY","POS","221","Chipotle Paneer Bhurji & Broccomole Toastie","Puff & Toastie","Quick Bites",330.00,1.00,0.00,1.00,330.00,0.00,330.00,16.50,346.50,0.04,
"Coffee Island HQ-27","DELIVERY","POS","10","Islander Cold Coffee-Lrg","Cold Brews","Cold Beverages",270.00,1.00,0.00,1.00,270.00,0.00,270.00,13.50,283.50,0.04,
"Coffee Island HQ-27","DELIVERY","POS","284","500 Ml Water Bottle","Cold Brew","Ready To Drink",40.00,1.00,0.00,1.00,40.00,0.00,40.00,2.00,42.00,0.01,
"Coffee Island HQ-27","DELIVERY","POS","281","Chocolate Cashew","Trail Mix","Snacks",120.00,1.00,0.00,1.00,120.00,0.00,120.00,6.00,126.00,0.02,
"Coffee Island HQ-27","DELIVERY","POS","61","Overnite Espresso Vietnamese Brew","Overnight Brew","Cold Beverages",310.00,1.00,0.00,1.00,310.00,130.00,180.00,29.00,209.00,0.02,
"Coffee Island HQ-27","DELIVERY","POS","50","Iced Vietneamese Shakerato","Island Special-Cold","Cold Beverages",310.00,1.00,0.00,1.00,310.00,0.00,310.00,15.50,325.50,0.04,
"Coffee Island HQ-27","DELIVERY","POS","2","Iced Latte Signature-Med","Cold Brews","Cold Beverages",270.00,1.00,0.00,1.00,270.00,0.00,270.00,13.50,283.50,0.04,
"Coffee Island HQ-27","DELIVERY","POS","217","Korean Garlic Mushroom Puff","Puff & Toastie","Quick Bites",190.00,1.00,0.00,1.00,190.00,0.00,190.00,9.50,199.50,0.03,
"Coffee Island HQ-27","DELIVERY","POS","235","Volcano Blend - (Default)","Choice of Beans","ADDON",0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","296","Single Estate Kenya (Beans)","Beans","Beans & Powder",375.42,1.00,0.00,1.00,375.42,41.07,334.35,16.72,351.07,0.05,
"Coffee Island HQ-27","DELIVERY","Swiggy","341","Regular - Milk -180g Default","Choice of Milk","ADDON",0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","2","Iced Latte Signature-Med","Cold Brews","Cold Beverages",270.00,13.00,0.00,13.00,3510.00,403.85,3106.15,155.31,3261.46,0.42,
"Coffee Island HQ-27","DELIVERY","Swiggy","333","Regular - Milk -100g Default","Choice of Milk","ADDON",0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","108","Lungo Small","Hot Brews","Hot Beverages",190.00,1.00,0.00,1.00,190.00,15.20,174.80,8.74,183.54,0.02,
"Coffee Island HQ-27","DELIVERY","Swiggy","94","Flat White","Hot Brews","Hot Beverages",210.00,5.00,0.00,5.00,1050.00,96.83,953.17,47.66,1000.83,0.13,
"Coffee Island HQ-27","DELIVERY","Swiggy","165","Irish Syrup @50","Choice of Syrup","ADDON",50.00,1.00,0.00,1.00,50.00,7.65,42.35,2.12,44.47,0.01,
"Coffee Island HQ-27","DELIVERY","Swiggy","216","White Chocolate & Pistachio Flat Croissant","Croissant Cookie & Muffin","Quick Bites",230.00,1.00,0.00,1.00,230.00,108.59,121.41,6.07,127.48,0.02,
"Coffee Island HQ-27","DELIVERY","Swiggy","139","Kenya Blend @25","Choice of Beans","ADDON",25.00,5.00,0.00,5.00,125.00,14.10,110.90,5.55,116.44,0.01,
"Coffee Island HQ-27","DELIVERY","Swiggy","234","Master Blend - (Default)","Choice of Beans","ADDON",0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","45","Mocha Espressione Cold-Med","Island Special-Cold","Cold Beverages",270.00,5.00,0.00,5.00,1350.00,169.52,1180.48,59.02,1239.50,0.16,
"Coffee Island HQ-27","DELIVERY","Swiggy","210","Parker House Cream Pie Croissant","Croissant Cookie & Muffin","Quick Bites",210.00,4.00,0.00,4.00,840.00,183.15,656.85,32.84,689.69,0.09,
"Coffee Island HQ-27","DELIVERY","Swiggy","185","Cold Brew Tiramisu","Desserts","Desserts",350.00,2.00,0.00,2.00,700.00,190.01,509.99,25.50,535.49,0.07,
"Coffee Island HQ-27","DELIVERY","Swiggy","3","Iced Latte Signature-Lrg","Cold Brews","Cold Beverages",290.00,4.00,0.00,4.00,1160.00,549.00,611.00,30.55,641.55,0.08,
"Coffee Island HQ-27","DELIVERY","Swiggy","295","Global Blend Kenya (Beans)","Beans","Beans & Powder",184.75,1.00,0.00,1.00,184.75,65.46,119.29,5.96,125.25,0.02,
"Coffee Island HQ-27","DELIVERY","Swiggy","167","Salted Caramel Syrup @50","Choice of Syrup","ADDON",50.00,2.00,0.00,2.00,100.00,10.42,89.58,4.48,94.06,0.01,
"Coffee Island HQ-27","DELIVERY","Swiggy","184","Smoked Cottage Cheese Wrap","Wholesome Wrap","Main Course",330.00,1.00,0.00,1.00,330.00,153.58,176.42,8.82,185.24,0.02,
"Coffee Island HQ-27","DELIVERY","Swiggy","152","Skimmed Milk @50","Choice of Milk","ADDON",50.00,1.00,0.00,1.00,50.00,5.47,44.53,2.23,46.76,0.01,
"Coffee Island HQ-27","DELIVERY","Swiggy","36","Classic Strawberry Iced Chocolate-Med","Iced Chocolate","Cold Beverages",270.00,2.00,0.00,2.00,540.00,35.77,504.23,25.22,529.45,0.07,
"Coffee Island HQ-27","DELIVERY","Swiggy","137","Volcano Blend@0","Choice of Beans","ADDON",0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","336","Regular - Milk -130g Default","Choose of Milk","ADDON",0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","166","Hazelnut Syrup @50","Choice of Syrup","ADDON",50.00,2.00,0.00,2.00,100.00,32.90,67.10,3.36,70.46,0.01,
"Coffee Island HQ-27","DELIVERY","Swiggy","218","Herb Infused Roasted Chicken Toastie","Puff & Toastie","Quick Bites",270.00,4.00,0.00,4.00,1080.00,173.96,906.04,45.30,951.34,0.12,
"Coffee Island HQ-27","DELIVERY","Swiggy","172","Cheesy Meatball Melt","Hand Made Sandwiches","Main Course",370.00,2.00,0.00,2.00,740.00,65.11,674.89,33.74,708.63,0.09,
"Coffee Island HQ-27","DELIVERY","Swiggy","189","New York Cheesecake","Desserts","Desserts",350.00,1.00,0.00,1.00,350.00,165.25,184.75,9.24,193.99,0.02,
"Coffee Island HQ-27","DELIVERY","Swiggy","339","Regular - Milk -160g Default","Choice of Milk","ADDON",0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","44","Mocha Espressione Cold-Lrg","Island Special-Cold","Cold Beverages",290.00,1.00,0.00,1.00,290.00,31.90,258.10,12.91,271.01,0.03,
"Coffee Island HQ-27","DELIVERY","Swiggy","15","Iced Americano-Med","Cold Brews","Cold Beverages",230.00,1.00,0.00,1.00,230.00,23.00,207.00,10.35,217.35,0.03,
"Coffee Island HQ-27","DELIVERY","Swiggy","141","Kenya Single Estate @50","Choice of Beans","ADDON",50.00,3.00,0.00,3.00,150.00,27.76,122.24,6.11,128.35,0.02,
"Coffee Island HQ-27","DELIVERY","Swiggy","70","Iced Classic Lemon Tea-Med","Refresh","Cold Beverages",250.00,1.00,0.00,1.00,250.00,25.00,225.00,11.25,236.25,0.03,
"Coffee Island HQ-27","DELIVERY","Swiggy","301","Pack Of 30 Sachets Of Instant Coffee","Instant Coffee","Beans & Powder",300.00,1.00,0.00,1.00,300.00,50.00,250.00,12.50,262.50,0.03,
"Coffee Island HQ-27","DELIVERY","Swiggy","219","Peri Peri Cheese Toastie","Puff & Toastie","Quick Bites",250.00,2.00,0.00,2.00,500.00,45.50,454.50,22.73,477.23,0.06,
"Coffee Island HQ-27","DELIVERY","Swiggy","151","Oat Milk @50","Choice of Milk","ADDON",50.00,3.00,0.00,3.00,150.00,19.19,130.81,6.54,137.35,0.02,
"Coffee Island HQ-27","DELIVERY","Swiggy","215","Rocky Road & Pecan Muffin","Croissant Cookie & Muffin","Quick Bites",290.00,3.00,0.00,3.00,870.00,52.19,817.81,40.89,858.70,0.11,
"Coffee Island HQ-27","DELIVERY","Swiggy","150","Almond Milk @50","Choice of Milk","ADDON",50.00,1.00,0.00,1.00,50.00,15.61,34.39,1.72,36.11,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","344","Regular - Milk -220g Default","Choice of Milk","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","212","French Butter Croissant","Croissant Cookie & Muffin","Quick Bites",190.00,2.00,0.00,2.00,380.00,82.92,297.08,14.86,311.94,0.04,
"Coffee Island HQ-27","DELIVERY","Swiggy","235","Volcano Blend - (Default)","Choice of Beans","ADDON",0.00,45.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","42","Freddo Espresso Ristretto-Med","Island Special-Cold","Cold Beverages",250.00,2.00,0.00,2.00,500.00,75.48,424.52,21.23,445.75,0.06,
"Coffee Island HQ-27","DELIVERY","Swiggy","50","Iced Vietneamese Shakerato","Island Special-Cold","Cold Beverages",310.00,21.00,0.00,21.00,6510.00,711.28,5798.72,289.94,6088.66,0.78,
"Coffee Island HQ-27","DELIVERY","Swiggy","340","Regular - Milk -170g Default","Choose of Milk","ADDON",0.00,12.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","181","Rich Meatball Spaghetti","Pasta","Main Course",390.00,1.00,0.00,1.00,390.00,50.00,340.00,17.00,357.00,0.05,
"Coffee Island HQ-27","DELIVERY","Swiggy","183","Sriracha Chicken & Avocado Wrap","Wholesome Wrap","Main Course",350.00,1.00,0.00,1.00,350.00,130.95,219.05,10.95,230.00,0.03,
"Coffee Island HQ-27","DELIVERY","Swiggy","285","Cinnamon Cold Brew Coffee","Cold Brew","Ready To Drink",151.00,1.00,0.00,1.00,151.00,0.00,151.00,7.55,158.55,0.02,
"Coffee Island HQ-27","DELIVERY","Swiggy","26","Salted Caramel Iced Chocolate-Lrg","Iced Chocolate","Cold Beverages",290.00,1.00,0.00,1.00,290.00,50.00,240.00,12.00,252.00,0.03,
"Coffee Island HQ-27","DELIVERY","Swiggy","342","Regular - Milk -200g Default","Choice of Milk","ADDON",0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island HQ-27","DELIVERY","Swiggy","33","Guilt-Free Iced Chocolate-Med","Iced Chocolate","Cold Beverages",270.00,2.00,0.00,2.00,540.00,66.00,474.00,23.70,497.70,0.06,
"Coffee Island HQ-27","DELIVERY","Swiggy","217","Korean Garlic Mushroom Puff","Puff & Toastie","Quick Bites",190.00,3.00,0.00,3.00,570.00,117.50,452.50,22.63,475.13,0.06,
"Coffee Island HQ-27","DELIVERY","Swiggy","338","Regular - Milk -150g Default","Choice of Milk","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
