Outlet Name,Tab,Source,Item Code,Item Name,Category Name,Super Category Name,Rate,Item Qty,Constituent Qty,Total Qty,Amount,Discount,Net Amount,Total Tax,Gross Amount,% Contribution,
"Coffee Island GK II","DELIVERY","Swiggy","217","Korean Garlic Mushroom Puff","Puff & Toastie","Quick Bites",210.00,1.00,0.00,1.00,210.00,37.50,172.50,8.63,181.13,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","50","Iced Vietneamese Shakerato","Island Special-Cold","Cold Beverages",340.00,4.00,0.00,4.00,1360.00,381.66,978.34,48.92,1027.26,0.10,
"Coffee Island GK II","DELIVERY","Swiggy","175","Cottage Cheese Fajita Broccomole Rice Bowl","Rice Bowl","Main Course",390.00,1.00,0.00,1.00,390.00,100.00,290.00,14.50,304.50,0.03,
"Coffee Island GK II","DELIVERY","Swiggy","6","Bobastic Coffeeccino","Cold Brews","Cold Beverages",320.00,4.00,0.00,4.00,1280.00,580.00,700.00,35.00,735.00,0.07,
"Coffee Island GK II","DELIVERY","Swiggy","187","Nolen Gur Banoffee Jar","Desserts","Desserts",340.00,3.00,0.00,3.00,1020.00,223.72,796.28,39.81,836.09,0.08,
"Coffee Island GK II","DELIVERY","Swiggy","335","Regular - Milk -120g Default","Choice of Milk","ADDON",0.00,1.00,9.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Coffee Island GK II","DELIVERY","Swiggy","282","Hazelnut Chocolate Shots","Trail Mix","Snacks",100.85,2.00,0.00,2.00,201.70,58.76,142.94,7.15,150.09,0.01,
"Coffee Island GK II","DELIVERY","Swiggy","476","Overnite Espresso Brew (Tonic Water)","Overnight Brew","Cold Beverages",310.00,3.00,0.00,3.00,930.00,230.69,699.31,34.96,734.27,0.07,
"Coffee Island GK II","DELIVERY","Swiggy","45","Mocha Espressione Cold","Island Special-Cold","Cold Beverages",320.00,1.00,0.00,1.00,320.00,160.00,160.00,8.00,168.00,0.02,
"Coffee Island GK II","DELIVERY","Swiggy","33","Guilt-Free Iced Chocolate","Iced Chocolate","Cold Beverages",300.00,3.00,0.00,3.00,900.00,189.93,710.07,35.50,745.57,0.07,
"Coffee Island GK II","DELIVERY","Swiggy","297","Single Estate Ethiopia (Beans)","Beans","Beans & Powder",375.42,1.00,0.00,1.00,375.42,78.45,296.97,14.85,311.82,0.03,
"Coffee Island GK II","DELIVERY","Swiggy","424","Korean Bun","Puff & Toastie","Quick Bites",350.00,2.00,0.00,2.00,700.00,83.52,616.48,30.82,647.30,0.06,
"Coffee Island GK II","DELIVERY","Swiggy","184","Smoked Cottage Cheese Wrap","Wholesome Wrap","Main Course",360.00,1.00,0.00,1.00,360.00,83.38,276.62,13.83,290.45,0.03,
"Coffee Island GK II","DELIVERY","Swiggy","30","Classic Iced Chocolate","Iced Chocolate","Cold Beverages",300.00,1.00,0.00,1.00,300.00,82.19,217.81,10.89,228.70,0.02,
