Outlet Name,Tab,Source,Item Code,Item Name,Category Name,Super Category Name,Rate,Item Qty,Constituent Qty,Total Qty,Amount,Discount,Net Amount,Total Tax,Gross Amount,% Contribution,
"MSFT Hyd","DINE IN","POS","122","Guilt-Free Hot Chocolate-Reg","Hot Chocolate","Hot Beverages",170.00,1.00,0.00,1.00,170.00,0.00,170.00,8.50,178.50,0.02,
"MSFT Hyd","DINE IN","POS","10","Islander Cold Coffee-Lrg","Cold Brews","Cold Beverages",190.00,9.00,0.00,9.00,1710.00,0.00,1710.00,85.50,1795.50,0.20,
"MSFT Hyd","DINE IN","POS","115","Signature Belgian Dark Hot Chocolate-reg","Hot Chocolate","Hot Beverages",166.19,2.00,0.00,2.00,332.38,0.00,332.38,16.62,349.00,0.04,
"MSFT Hyd","DINE IN","POS","217","Korean Garlic Mushroom Puff","Puff & Toastie","Quick Bites",104.00,1.00,5.00,6.00,104.00,0.00,104.00,5.20,109.20,0.01,
"MSFT Hyd","DINE IN","POS","11","Islander Cold Coffee-Med","Cold Brews","Cold Beverages",180.00,3.00,0.00,3.00,540.00,0.00,540.00,27.00,567.00,0.06,
"MSFT Hyd","DINE IN","POS","29","Classic Iced Chocolate-Lrg","Iced Chocolate","Cold Beverages",170.00,4.00,0.00,4.00,680.00,0.00,680.00,34.00,714.00,0.08,
"MSFT Hyd","DINE IN","POS","108","Lungo Small","Hot Brews","Hot Beverages",150.00,1.00,0.00,1.00,150.00,0.00,150.00,7.50,157.50,0.02,
"MSFT Hyd","DINE IN","POS","182","Classic Creamy Mac & Cheese","Pasta","Main Course",306.00,1.00,0.00,1.00,306.00,0.00,306.00,15.30,321.30,0.04,
"MSFT Hyd","DINE IN","POS","332","Regular - Milk -90g Default","Choice of Milk","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","150","Almond Milk @50","Choice of Milk","ADDON",50.00,1.00,0.00,1.00,50.00,0.00,50.00,2.50,52.50,0.01,
"MSFT Hyd","DINE IN","POS","17","Slushed Pineapple Mango Sunshine Granita-Med","Granita","Cold Beverages",170.00,2.00,4.00,6.00,340.00,0.00,340.00,17.00,357.00,0.04,
"MSFT Hyd","DINE IN","POS","30","Classic Iced Chocolate-Med","Iced Chocolate","Cold Beverages",190.00,1.00,0.00,1.00,190.00,0.00,190.00,9.50,199.50,0.02,
"MSFT Hyd","DINE IN","POS","340","Regular - Milk -170g Default","Choice of Milk","ADDON",0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","333","Regular - Milk -100g Default","Choice of Milk","ADDON",0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","196","Belgian Chocolate Singal Scoop","Gelato","Desserts",99.00,1.00,0.00,1.00,99.00,0.00,99.00,4.95,103.95,0.01,
"MSFT Hyd","DINE IN","POS","103","Coffeeccino-reg","Hot Brews","Hot Beverages",170.00,2.00,4.00,6.00,340.00,0.00,340.00,17.00,357.00,0.04,
"MSFT Hyd","DINE IN","POS","215","Rocky Road & Pecan Muffin","Croissant Cookie & Muffin","Quick Bites",200.00,1.00,0.00,1.00,200.00,0.00,200.00,10.00,210.00,0.02,
"MSFT Hyd","DINE IN","POS","166","Hazelnut Syrup @50","Choice of Syrup","ADDON",25.00,1.00,0.00,1.00,25.00,0.00,25.00,1.25,26.25,0.00,
"MSFT Hyd","DINE IN","POS","42","Freddo Espresso Ristretto-Med","Island Special-Cold","Cold Beverages",190.00,2.00,0.00,2.00,380.00,0.00,380.00,19.00,399.00,0.04,
"MSFT Hyd","DINE IN","POS","35","Classic Strawberry Iced Chocolate-Lrg","Iced Chocolate","Cold Beverages",190.00,1.00,0.00,1.00,190.00,0.00,190.00,9.50,199.50,0.02,
"MSFT Hyd","DINE IN","POS","218","Herb Infused Roasted Chicken Toastie","Puff & Toastie","Quick Bites",200.00,1.00,4.00,5.00,200.00,0.00,200.00,10.00,210.00,0.02,
"MSFT Hyd","DINE IN","POS","112","Mocha Cappuccino-reg","Hot Brews","Hot Beverages",180.00,2.00,0.00,2.00,360.00,0.00,360.00,18.00,378.00,0.04,
"MSFT Hyd","DINE IN","POS","137","Volcano Blend@0","Choice of Beans","ADDON",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","6","Bobastic Coffeeccino-Med","Cold Brews","Cold Beverages",190.00,1.00,0.00,1.00,190.00,0.00,190.00,9.50,199.50,0.02,
"MSFT Hyd","DINE IN","POS","353","Emp Meal","Emp Meal","Emp Meal",0.00,56.00,0.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,
"MSFT Hyd","DINE IN","POS","213","Sea Salt Caramel Brookie","Croissant Cookie & Muffin","Quick Bites",147.00,1.00,3.00,4.00,147.00,0.00,147.00,7.35,154.35,0.02,
"MSFT Hyd","DINE IN","POS","3","Iced Latte Signature-Lrg","Cold Brews","Cold Beverages",150.00,1.00,0.00,1.00,150.00,0.00,150.00,7.50,157.50,0.02,
