Deployment Name,Coffee Island - Tribeca Pune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Date,01-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,30-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generation Date&Time,29-12-2025, 05:12:00 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier ,Receiver ,Receiver Kitchen ,Date,Expected Delivery,Indent Number ,Status ,Item Code ,HSN Code ,Item Name ,Category Code ,Category Name ,Super Category Code ,Super Category Name ,Unit ,UnitPrice,Margin Percentage,IndentPrice,Requested Qty ,Tax ,SubTotal ,Amount ,Comment ,Supplied Date ,Supplied Qty ,Tax ,SubTotal ,Amount ,Comment ,Dispatch Number ,Received Date ,Received Qty ,Tax ,SubTotal ,Amount ,Comment ,Directly Issued ,From Store/Kitchen,To Store/Kitchen,Suspicious Qty ,Suspicious Amount ,Reuse Qty ,Reuse Amount ,Wastage Qty ,Wastage Amount ,Item Status 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warehouse NCR,Coffee Island - Tribeca Pune,-,01-11-2025,03-11-2025,IN15,Received,RAW0000025,,Chocolate Powder - Hot,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,785,-,785,10,392.5,7850,8242.5,-,03-11-2025,10,392.5,7850,8242.5,-,192,06-11-2025,10,392.5,7850,8242.5,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,01-11-2025,03-11-2025,IN15,Received,RAW0000145,,J1 Matcha Powder,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,PCS(20GM),126.07,-,126.07,15,94.55,1891.04,1985.59,-,03-11-2025,15,94.55,1891.036696,1985.59,-,192,06-11-2025,15,94.55,1891.04,1985.59,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,01-11-2025,03-11-2025,IN15,Received,UNI0000016,,Polo T-Shirt With Ci Logo - XL,CT_82,UNIFORM - SHIRT/T SHIRT,-,UNIFORM,PCS,340,-,340,2,34,680,714,-,03-11-2025,2,34,680,714,-,192,06-11-2025,2,34,680,714,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,01-11-2025,03-11-2025,IN15,Received,UNI0000017,,Polo T-Shirt With Ci Logo - XXL,CT_82,UNIFORM - SHIRT/T SHIRT,-,UNIFORM,PCS,340,-,340,1,17,340,357,-,03-11-2025,0,-,0,0,-,,06-11-2025,0,-,0,0,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,01-11-2025,03-11-2025,IN15,Received,CNC0000034,,Saucer for Spanish Bom Bom Cup,CT_17,GLASSWARE,-,CROCKERY & CUTLERY,PCS,60.6,-,60.6,6,65.45,363.6,429.05,-,03-11-2025,6,65.45,363.6,429.05,-,192,06-11-2025,6,65.45,363.6,429.05,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,01-11-2025,03-11-2025,IN15,Received,RAW0000050,,Syrup - Brown Butter,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(700ML/910GM),560,-,560,2,56,1120,1176,-,03-11-2025,2,56,1120,1176,-,192,06-11-2025,2,56,1120,1176,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,01-11-2025,03-11-2025,IN15,Received,PKG0000033,,Tray Mat CI DJS,CT_32,DISPOSABLE PACKAGING - TRAY MATS,-,DISPOSABLE TAKE AWAY PACKAGING,SHT,1.35,-,1.35,2000,135,2700,2835,-,03-11-2025,2000,135,2700,2835,-,192,06-11-2025,2000,135,2700,2835,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,14-11-2025,18-11-2025,IN16,Received,RAW0000001,,Beans - Master Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,798.33,-,798.33,6,239.5,4789.98,5029.48,-,18-11-2025,6,239.5,4789.98,5029.48,-,210,23-11-2025,6,239.5,4789.98,5029.48,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,14-11-2025,18-11-2025,IN16,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,768.33,-,768.33,15,576.25,11524.95,12101.2,-,18-11-2025,15,576.25,11524.95,12101.2,-,210,23-11-2025,15,576.25,11524.95,12101.2,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,14-11-2025,18-11-2025,IN16,Received,PKG0000012,,Disposable - Paper Cup 08Oz,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.7,-,4.7,200,169.2,940,1109.2,-,18-11-2025,200,169.2,940,1109.2,-,210,23-11-2025,200,169.2,940,1109.2,-,No,-,-,0,0,0,0,0,0,Received
