Deployment Name,Coffee Island AIPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Date,01-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,30-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generation Date&Time,29-12-2025, 05:15:34 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier ,Receiver ,Receiver Kitchen ,Date,Expected Delivery,Indent Number ,Status ,Item Code ,HSN Code ,Item Name ,Category Code ,Category Name ,Super Category Code ,Super Category Name ,Unit ,UnitPrice,Margin Percentage,IndentPrice,Requested Qty ,Tax ,SubTotal ,Amount ,Comment ,Supplied Date ,Supplied Qty ,Tax ,SubTotal ,Amount ,Comment ,Dispatch Number ,Received Date ,Received Qty ,Tax ,SubTotal ,Amount ,Comment ,Directly Issued ,From Store/Kitchen,To Store/Kitchen,Suspicious Qty ,Suspicious Amount ,Reuse Qty ,Reuse Amount ,Wastage Qty ,Wastage Amount ,Item Status 
Coffee Island HQ-27,Coffee Island AIPL,-,16-11-2025,-,DD23,Received,RET0000060,,Hoodie - M,CT_70,WINTER GARMENTS,-,RETAIL,PCS..,675,-,675,0,-,0,0,-,16-11-2025,3,101.25,2025,2126.25,-,23,16-11-2025,3,101.25,2025,2126.25,-,No,-,-,0,0,0,0,0,0,Received
Coffee Island HQ-27,Coffee Island AIPL,-,16-11-2025,-,DD23,Received,RET0000062,,Hoodie - Xl,CT_70,WINTER GARMENTS,-,RETAIL,PCS..,675,-,675,0,-,0,0,-,16-11-2025,3,101.25,2025,2126.25,-,23,16-11-2025,3,101.25,2025,2126.25,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,18-11-2025,19-11-2025,IN25,Received,PKG0000011,,Disposable - Sealing Foil,CT_24,DISPOSABLE PACKAGING - BEVERAGES - CUP SEALING FOIL,-,DISPOSABLE TAKE AWAY PACKAGING,PCS..,1.1,-,1.1,500,99,550,649,-,18-11-2025,0,-,0,0,-,213,18-12-2025,0,-,0,0,not received,No,-,-,0,0,0,550,0,0,Suspicious Resolved By Supplier
Coffee Island Beyond GK II,Coffee Island AIPL,-,19-11-2025,-,DD8,Received,PKG0000013,,Disposable - Paper Cup 12Oz,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.97,-,4.97,0,-,0,0,-,19-11-2025,75,67.1,372.75,439.85,-,8,21-11-2025,75,67.1,372.75,439.85,short received,No,-,-,0,0,0,124.25,0,0,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,768.33,-,768.33,5,192.08,3841.65,4033.73,-,21-11-2025,5,192.08,3841.65,4033.73,-,216,21-11-2025,5,192.08,3841.65,4033.73,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,RAW0000025,,Chocolate Powder - Hot,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,785,-,785,2,78.5,1570,1648.5,-,21-11-2025,2,78.5,1570,1648.5,-,216,21-11-2025,2,78.5,1570,1648.5,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,,,Degreaser,CT_71,CLEANING CHEMICALS - LIQUID,-,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,PCS,740,-,740,1,133.2,740,873.2,-,21-11-2025,0,-,0,0,-,,21-11-2025,0,-,0,0,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,PKG0000021,,Disposable - Straw - 12Mm,CT_26,DISPOSABLE PACKAGING - BEVERAGES - STRAW,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.65,-,1.65,100,29.7,165,194.7,-,21-11-2025,100,29.7,165,194.7,-,216,21-11-2025,100,29.7,165,194.7,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,,,Ecolab Quik Care N70 E,CT_72,CLEANING CHEMICALS - POWDERS,-,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,PCS,120,-,120,31,669.6,3720,4389.6,-,21-11-2025,1,21.6,120,141.6,-,216,21-11-2025,1,21.6,120,141.6,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,,,Kay 5 Sanitiser/ Cleaner,CT_72,CLEANING CHEMICALS - POWDERS,-,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,PCS,17.25,-,17.25,33,102.47,569.25,671.72,-,21-11-2025,33,102.47,569.25,671.72,-,216,21-11-2025,33,102.47,569.25,671.72,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,,,Kay AMH Handwash Plus,CT_71,CLEANING CHEMICALS - LIQUID,-,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,PCS,725,-,725,2,261,1450,1711,-,21-11-2025,2,261,1450,1711,-,216,21-11-2025,2,261,1450,1711,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,,,Kay Bio Shield Drain Treatment,CT_72,CLEANING CHEMICALS - POWDERS,-,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,PCS,350,-,350,1,63,350,413,-,21-11-2025,1,63,350,413,-,216,21-11-2025,1,63,350,413,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,,,KAY Delimer,CT_71,CLEANING CHEMICALS - LIQUID,-,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,PCS,47.71,-,47.71,4,34.35,190.84,225.19,-,21-11-2025,0,-,0,0,-,,21-11-2025,0,-,0,0,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,20-11-2025,21-11-2025,IN26,Received,,,Kay QSR Heavy Duty Multipurpose Sink Detergent,CT_71,CLEANING CHEMICALS - LIQUID,-,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,PCS,15.47,-,15.47,45,125.31,696.15,821.46,-,21-11-2025,45,125.31,696.15,821.46,-,216,21-11-2025,45,125.31,696.15,821.46,-,No,-,-,0,0,0,0,0,0,Received
Coffee Island HQ-27,Coffee Island AIPL,-,22-11-2025,-,DD25,Received,RAW0000154,,Choco Fudge Delight,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,47.76,-,47.76,0,-,0,0,-,22-11-2025,2,17.19,95.52,112.71,-,25,22-11-2025,2,17.19,95.52,112.71,-,No,-,-,0,0,0,0,0,0,Received
Coffee Island HQ-27,Coffee Island AIPL,-,22-11-2025,-,DD25,Received,PKG0000013,,Disposable - Paper Cup 12Oz,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.95,-,4.95,0,-,0,0,-,22-11-2025,250,222.91,1238.36858,1461.28,-,25,22-11-2025,250,222.91,1238.37,1461.28,-,No,-,-,0,0,0,0,0,0,Received
Coffee Island HQ-27,Coffee Island AIPL,-,23-11-2025,-,DD26,Received,RAW0000151,,Basil & Oven Dried Tomato Pinwheel,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,41.45,-,41.45,0,-,0,0,-,23-11-2025,2,14.92,82.9,97.82,-,26,23-11-2025,2,14.92,82.9,97.82,-,No,-,-,0,0,0,0,0,0,Received
Coffee Island HQ-27,Coffee Island AIPL,-,23-11-2025,-,DD26,Received,RAW0000084,,Butter Croissant,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS..,20.2,-,20.2,0,-,0,0,-,23-11-2025,1,3.64,20.2,23.84,-,26,23-11-2025,1,3.64,20.2,23.84,-,No,-,-,0,0,0,0,0,0,Received
Coffee Island HQ-27,Coffee Island AIPL,-,23-11-2025,-,DD26,Received,RAW0000090,,Pecan & Date Tea Cake,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,86.83,-,86.83,0,-,0,0,-,23-11-2025,1,15.63,86.82860789,102.46,-,26,23-11-2025,1,15.63,86.83,102.46,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,25-11-2025,26-11-2025,IN27,Received,RAW0000169,,Bird Eye Chilli Syrup,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(500ML/560GM),360,-,360,1,18,360,378,-,25-11-2025,1,18,360,378,-,228,07-12-2025,1,18,360,378,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,25-11-2025,26-11-2025,IN27,Received,RAW0000168,,Orange syrup,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(500ML/560GM),360,-,360,4,72,1440,1512,-,25-11-2025,4,72,1440,1512,-,228,07-12-2025,4,72,1440,1512,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island AIPL,-,27-11-2025,28-11-2025,IN28,Received,RAW0000170,,Strawberry Syrup 750 Ml,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(750ML/983GM),407.55,-,407.55,1,20.38,407.55,427.93,-,27-11-2025,1,20.38,407.55,427.93,-,233,07-12-2025,1,20.38,407.55,427.93,-,No,-,-,0,0,0,0,0,0,Received
Coffee Island HQ-27,Coffee Island AIPL,-,28-11-2025,-,DD29,Received,RAW0000123,,Bocconcini Cheese,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,GM,2.29,-,2.29,0,-,0,0,-,28-11-2025,200,82.61,458.959375,541.57,-,29,17-12-2025,200,82.61,458.96,541.57,-,No,-,-,0,0,0,0,0,0,Received
,,,,,,,,,,,,,,,,,,Grand Total,4231.74,39736.92,43968.66,,,,3003.79,35972.15,38975.94,,,,,3003.79,35972.15,38975.94,,,,,,0,,0,,0,
