Deployment Name,Coffee Island Beyond GK II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Date,01-07-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,31-07-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generation Date&Time,29-12-2025, 05:17:33 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier ,Receiver ,Receiver Kitchen ,Date,Expected Delivery,Indent Number ,Status ,Item Code ,HSN Code ,Item Name ,Category Code ,Category Name ,Super Category Code ,Super Category Name ,Unit ,UnitPrice,Margin Percentage,IndentPrice,Requested Qty ,Tax ,SubTotal ,Amount ,Comment ,Supplied Date ,Supplied Qty ,Tax ,SubTotal ,Amount ,Comment ,Dispatch Number ,Received Date ,Received Qty ,Tax ,SubTotal ,Amount ,Comment ,Directly Issued ,From Store/Kitchen,To Store/Kitchen,Suspicious Qty ,Suspicious Amount ,Reuse Qty ,Reuse Amount ,Wastage Qty ,Wastage Amount ,Item Status 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warehouse NCR,Coffee Island Beyond GK II,-,02-07-2025,02-07-2025,IN10,Received,RET0000043,,Chocolate Almond - 40 Gms,CT_68,RTE - SNACKS,-,RETAIL,NOS,50.34,-,50.34,33,299.02,1661.22,1960.24,-,02-07-2025,33,299.02,1661.22,1960.24,-,58,10-07-2025,33,299.02,1661.22,1960.24,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-07-2025,02-07-2025,IN10,Received,RET0000044,,Chocolate Cashew - 40 Gms,CT_68,RTE - SNACKS,-,RETAIL,NOS,50.34,-,50.34,64,579.92,3221.76,3801.68,-,02-07-2025,64,579.92,3221.76,3801.68,-,58,10-07-2025,64,579.92,3221.76,3801.68,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-07-2025,02-07-2025,IN10,Received,RET0000046,,Coffee Almond Shots - 40 Gms,CT_68,RTE - SNACKS,-,RETAIL,NOS,40.17,-,40.17,10,72.31,401.7,474.01,-,02-07-2025,10,72.31,401.7,474.01,-,58,10-07-2025,10,72.31,401.7,474.01,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-07-2025,02-07-2025,IN10,Received,RET0000024,,Cold Coffee Can - Irish,CT_64,RTD COLD COFFEE - BOTTLE/CAN,-,RETAIL,CAN,55,-,55,58,382.8,3190,3572.8,-,02-07-2025,58,382.8,3190,3572.8,-,58,10-07-2025,58,382.8,3190,3572.8,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-07-2025,02-07-2025,IN10,Received,RET0000023,,Cold Coffee Can - Vietnamese,CT_64,RTD COLD COFFEE - BOTTLE/CAN,-,RETAIL,CAN,55,-,55,60,396,3300,3696,-,02-07-2025,60,396,3300,3696,-,58,10-07-2025,60,396,3300,3696,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-07-2025,02-07-2025,IN10,Received,RET0000041,,The Ultimate Trail Mix - 70 Gms,CT_68,RTE - SNACKS,-,RETAIL,NOS,69.11,-,69.11,2,16.59,138.22,154.81,-,02-07-2025,2,16.59,138.216,154.81,-,58,10-07-2025,2,16.59,138.22,154.81,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,03-07-2025,04-07-2025,IN11,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,768.33,-,768.33,25,960.41,19208.25,20168.66,-,03-07-2025,25,960.41,19208.25,20168.66,-,61,08-07-2025,25,960.41,19208.25,20168.66,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,03-07-2025,04-07-2025,IN11,Received,PKG0000005,,Disposable - Paper Sos Bag,CT_21,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.27,-,4.27,200,153.72,854,1007.72,-,03-07-2025,200,153.72,854,1007.72,-,61,08-07-2025,200,153.72,854,1007.72,-,No,-,-,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,03-07-2025,04-07-2025,IN11,Received,PKG0000007,,Yellow Carry Bag Medium - Ci,CT_21,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,8.61,-,8.61,200,309.96,1722,2031.96,-,03-07-2025,200,309.96,1722,2031.96,-,61,08-07-2025,200,309.96,1722,2031.96,-,No,-,-,0,0,0,0,0,0,Received
