Deployment Name,Coffee Island Eros Churchgate - Mumbai
Start Date,01-12-2025
End Date,30-12-2025
Report Generation Date&Time,31/12/2025, 01:03:06 pm

Supplier ,Receiver ,Receiver Kitchen ,Date,Expected Delivery,Indent Number ,Status ,Item Code ,HSN Code ,Item Name ,Category Code ,Category Name ,Super Category Code ,Super Category Name ,Unit ,UnitPrice,Margin Percentage,IndentPrice,Requested Qty ,Tax ,SubTotal ,Amount ,Comment ,Supplied Date ,Supplied Qty ,Tax ,SubTotal ,Amount ,Comment ,Dispatch Number ,Received Date ,Received Qty ,Tax ,SubTotal ,Amount ,Comment ,Directly Issued ,From Store/Kitchen,To Store/Kitchen,Suspicious Qty ,Suspicious Amount ,Reuse Qty ,Reuse Amount ,Wastage Qty ,Wastage Amount ,Item Status ,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,03-12-2025,04-12-2025,IN15,Received,PKG0000004,,Disposable - Wooden Spoon,CT_20,DISPOSABLE CUTLERY - WOODEN SPOON,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.65,-,0.65,500,39,325,364,-,04-12-2025,500,39,325,364,-,8,08-12-2025,500,39,325,364,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,03-12-2025,04-12-2025,IN15,Received,RAW0000045,,Sauce - Chocolate,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(1L/1300GM),170,-,170,3,25.5,510,535.5,-,04-12-2025,3,25.5,510,535.5,-,8,08-12-2025,3,25.5,510,535.5,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,03-12-2025,04-12-2025,IN15,Received,RAW0000170,,Strawberry Syrup 750 Ml,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(750ML/983GM),407.55,-,407.55,1,20.38,407.55,427.93,-,04-12-2025,1,20.38,407.55,427.93,-,8,08-12-2025,1,20.38,407.55,427.93,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,04-12-2025,-,DD4,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,GM,0.77,-,0.77,0,-,0,0,-,04-12-2025,4000,153.67,3073.3199999999997,3226.99,-,4,06-12-2025,4000,153.67,3073.32,3226.99,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,04-12-2025,-,DD4,Received,RAW0000025,,Chocolate Powder - Hot,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,GM,0.79,-,0.79,0,-,0,0,-,04-12-2025,2000,78.5,1570,1648.5,-,4,06-12-2025,2000,78.5,1570,1648.5,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,04-12-2025,-,DD4,Received,TKT-145361,,Cream Charger,CT_33,COOKING ACCESSORIES,-,KITCHEN ACCESSORIES,PCS,32,-,32,0,-,0,0,-,04-12-2025,10,57.6,320,377.6,-,4,06-12-2025,10,57.6,320,377.6,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,04-12-2025,-,DD4,Received,RAW0000028,,Milkshake Powder - Chocolate,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,GM,0.49,-,0.49,0,-,0,0,-,04-12-2025,2000,48.6,972,1020.6,-,4,06-12-2025,2000,48.6,972,1020.6,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,05-12-2025,06-12-2025,IN16,Received,RET0000043,,Chocolate Almond - 40 Gms,CT_68,RTE - SNACKS,-,RETAIL,PCS..,50.34,-,50.34,5,45.31,251.7,297.01,-,06-12-2025,5,45.31,251.7,297.01,-,11,10-12-2025,5,45.31,251.7,297.01,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,05-12-2025,06-12-2025,IN16,Received,RET0000044,,Chocolate Cashew - 40 Gms,CT_68,RTE - SNACKS,-,RETAIL,PCS..,50.34,-,50.34,5,45.31,251.7,297.01,-,06-12-2025,5,45.31,251.7,297.01,-,11,10-12-2025,5,45.31,251.7,297.01,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,05-12-2025,06-12-2025,IN16,Received,RET0000045,,Hazelnut Chocolate Shots - 40 Gms,CT_68,RTE - SNACKS,-,RETAIL,PCS..,45.25,-,45.25,5,40.73,226.25,266.98,-,06-12-2025,5,40.73,226.25,266.98,-,11,10-12-2025,5,40.73,226.25,266.98,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,05-12-2025,06-12-2025,IN16,Received,RET0000047,,Masala Almond - 40 Gms,CT_68,RTE - SNACKS,-,RETAIL,PCS,53.04,-,53.04,5,31.82,265.2,297.02,-,06-12-2025,5,31.82,265.2,297.02,-,11,10-12-2025,5,31.82,265.2,297.02,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,05-12-2025,06-12-2025,IN16,Received,RET0000048,,Masala Cashew - 40 Gms,CT_68,RTE - SNACKS,-,RETAIL,PCS..,53.04,-,53.04,5,31.82,265.2,297.02,-,06-12-2025,5,31.82,265.2,297.02,-,11,10-12-2025,5,31.82,265.2,297.02,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,05-12-2025,06-12-2025,IN16,Received,RET0000042,,The Ultimate Sweet Crunchy Nut Mix - 70 Gms,CT_68,RTE - SNACKS,-,RETAIL,PCS..,58.39,-,58.39,5,35.03,291.95,326.98,-,06-12-2025,5,35.03,291.95,326.98,-,11,10-12-2025,5,35.03,291.95,326.98,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,07-12-2025,-,DD6,Received,RAW0000151,,Basil & Oven Dried Tomato Pinwheel,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,41.45,-,41.45,0,-,0,0,-,07-12-2025,1,7.46,41.45,48.91,-,6,07-12-2025,1,7.46,41.45,48.91,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,07-12-2025,-,DD6,Received,RAW0000084,,Butter Croissant,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS..,20.2,-,20.2,0,-,0,0,-,07-12-2025,3,10.91,60.599999999999994,71.51,-,6,07-12-2025,3,10.91,60.6,71.51,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,07-12-2025,-,DD6,Received,RAW0000155,,Korean Bun Filled,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,76.47,-,76.47,0,-,0,0,-,07-12-2025,1,13.76,76.46653846153846,90.23,-,6,07-12-2025,1,13.76,76.47,90.23,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,07-12-2025,-,DD6,Received,RAW0000087,,Peri Peri Cheese Toastie,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,65.21,-,65.21,0,-,0,0,-,07-12-2025,2,23.47,130.41266798774996,153.88,-,6,07-12-2025,2,23.47,130.41,153.88,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,07-12-2025,-,DD6,Received,RAW0000100,,Roasted Tomato & Bocconcini Croissant,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS..,153.5,-,153.5,0,-,0,0,-,07-12-2025,3,82.89,460.51309090909086,543.4,-,6,07-12-2025,3,82.89,460.51,543.4,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,07-12-2025,-,DD6,Received,RAW0000076,,Roasted Turkey Tomato & Cheese Croissant,CT_54,RM FOOD - NON VEG INGREDIENTS,-,RAW MATERIAL,PCS..,163.45,-,163.45,0,-,0,0,-,07-12-2025,1,29.42,163.44639999999998,192.87,-,6,07-12-2025,1,29.42,163.45,192.87,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,07-12-2025,-,DD6,Received,RAW0000092,,Sriracha Chicken & Avocado Wrap,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,114.96,-,114.96,0,-,0,0,-,07-12-2025,4,82.77,459.83157894736837,542.6,-,6,07-12-2025,4,82.77,459.83,542.6,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,08-12-2025,09-12-2025,IN17,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,768.33,-,768.33,20,768.33,15366.6,16134.93,1 Pkt - 500 gm,09-12-2025,20,768.33,15366.599999999999,16134.93,-,12,10-12-2025,20,768.33,15366.6,16134.93,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,08-12-2025,09-12-2025,IN17,Received,RAW0000025,,Chocolate Powder - Hot,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,785,-,785,12.5,490.63,9812.5,10303.13,1 Pkt - 500 gm,09-12-2025,12.5,490.63,9812.5,10303.13,-,12,10-12-2025,12.5,490.63,9812.5,10303.13,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,08-12-2025,-,DD7,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,GM,0.77,-,0.77,0,-,0,0,-,08-12-2025,1000,38.42,768.3299999999999,806.75,-,7,09-12-2025,1000,38.42,768.33,806.75,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,08-12-2025,-,DD7,Received,RAW0000025,,Chocolate Powder - Hot,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,GM,0.79,-,0.79,0,-,0,0,-,08-12-2025,500,19.63,392.5,412.13,-,7,09-12-2025,500,19.63,392.5,412.13,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,12-12-2025,-,DD8,Received,PKG0000012,,Disposable - Paper Cup 08Oz,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.7,-,4.7,0,-,0,0,-,12-12-2025,125,105.75,587.5,693.25,-,8,17-12-2025,125,105.75,587.5,693.25,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000151,,Basil & Oven Dried Tomato Pinwheel,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,41.45,-,41.45,0,-,0,0,-,14-12-2025,2,14.92,82.9,97.82,-,9,14-12-2025,2,14.92,82.9,97.82,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000116,,Fajita Cottage Cheese,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,GM,0.47,-,0.47,0,-,0,0,-,14-12-2025,100,8.55,47.4889247311828,56.04,-,9,14-12-2025,100,8.55,47.49,56.04,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000086,,Garlic Mushroom & Caramelized Onion Melt,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,93.02,-,93.02,0,-,0,0,-,14-12-2025,2,33.49,186.04823529411766,219.54,-,9,14-12-2025,2,33.49,186.05,219.54,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000075,,Herb Chicken Open Puff Base,CT_54,RM FOOD - NON VEG INGREDIENTS,-,RAW MATERIAL,PCS,39.34,-,39.34,0,-,0,0,-,14-12-2025,2,14.16,78.68821428571428,92.85,-,9,14-12-2025,2,14.16,78.69,92.85,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000093,,Korean Chilli Garlic Mushroom Puff Base,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,40.74,-,40.74,0,-,0,0,-,14-12-2025,2,14.67,81.47372549019607,96.14,-,9,14-12-2025,2,14.67,81.47,96.14,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000136,,Mexican Rice Mix,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,GM,0.17,-,0.17,0,-,0,0,-,14-12-2025,597,17.89,99.36324719999999,117.25,-,9,14-12-2025,597,17.89,99.36,117.25,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000158,,Potato Shot (Frozen),CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,GM,0.29,-,0.29,0,-,0,0,-,14-12-2025,1357,70.93,394.0728,465,-,9,14-12-2025,1357,70.93,394.07,465,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000076,,Roasted Turkey Tomato & Cheese Croissant,CT_54,RM FOOD - NON VEG INGREDIENTS,-,RAW MATERIAL,PCS..,163.31,-,163.31,0,-,0,0,-,14-12-2025,2,58.79,326.6107142857143,385.4,-,9,14-12-2025,2,58.79,326.61,385.4,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000115,,Sour Cream,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,GM,0.29,-,0.29,0,-,0,0,-,14-12-2025,90,4.63,25.714557692307693,30.34,-,9,14-12-2025,90,4.63,25.71,30.34,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Eros Churchgate - Mumbai,-,14-12-2025,-,DD9,Received,RAW0000114,,Tomato Salsa,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,GM,0.14,-,0.14,0,-,0,0,-,14-12-2025,100,2.57,14.258840579710144,16.83,-,9,14-12-2025,100,2.57,14.26,16.83,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,UNI0000004,,Apron With Ci Logo,CT_80,UNIFORM - APRON,-,UNIFORM,PCS..,300,-,300,5,75,1500,1575,-,16-12-2025,5,75,1500,1575,-,18,17-12-2025,5,75,1500,1575,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,RAW0000001,,Beans - Master Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,798.33,-,798.33,10,399.17,7983.3,8382.47,1 Pkt - 500 Gm,16-12-2025,10,399.17,7983.300000000001,8382.47,-,18,17-12-2025,10,399.17,7983.3,8382.47,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,812.4,-,812.4,20,812.4,16248,17060.4,1 Pkt - 500 Gm,16-12-2025,20,812.4,16248,17060.4,-,18,17-12-2025,20,812.4,16248,17060.4,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,PKG0000013,,Disposable - Paper Cup 12Oz,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.65,-,4.65,1000,837,4650,5487,-,16-12-2025,1000,837,4650,5487,-,18,17-12-2025,1000,837,4650,5487,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,PKG0000026,,Disposable - Square Box,CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,7.3,-,7.3,200,175.2,1459.99,1635.19,-,16-12-2025,200,175.2,1459.9913709963962,1635.19,-,18,17-12-2025,200,175.2,1459.99,1635.19,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,PKG0000023,,Disposable - Stirrer,CT_27,DISPOSABLE PACKAGING - BEVERAGES - WOODEN STIRRER,-,DISPOSABLE TAKE AWAY PACKAGING,PCS..,0.11,-,0.11,1000,19.8,110,129.8,1 PKt- 500 Pcs,16-12-2025,1000,19.8,109.99999999999999,129.8,-,18,17-12-2025,1000,19.8,110,129.8,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,PKG0000020,,Disposable - Straw - 08Mm,CT_26,DISPOSABLE PACKAGING - BEVERAGES - STRAW,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.65,-,0.65,1200,139.63,775.74,915.37,-,16-12-2025,1200,139.63,775.7364263353727,915.37,-,18,17-12-2025,1200,139.63,775.74,915.37,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,PKG0000032,,Disposable - Tissue Paper,CT_31,DISPOSABLE PACKAGING - TISSUE PAPER,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.39,-,0.39,6000,421.2,2340,2761.2,1 Pkt- 100 Pcs,16-12-2025,6000,421.2,2340,2761.2,-,18,17-12-2025,6000,421.2,2340,2761.2,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,PKG0000002,,Disposable - Wooden Fork,CT_19,DISPOSABLE CUTLERY - WOODEN FORK,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.65,-,0.65,500,39,325,364,1 Pkt- 100 Pcs,16-12-2025,500,39,325,364,-,18,17-12-2025,500,39,325,364,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,PKG0000004,,Disposable - Wooden Spoon,CT_20,DISPOSABLE CUTLERY - WOODEN SPOON,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.65,-,0.65,1000,78,650,728,1 Pkt- 100 Pcs,16-12-2025,1000,78,650,728,-,18,17-12-2025,1000,78,650,728,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,UNI0000015,,Polo T-Shirt With Ci Logo - Large,CT_82,UNIFORM - SHIRT/T SHIRT,-,UNIFORM,PCS,340,-,340,2,34,680,714,-,16-12-2025,2,34,680,714,-,18,17-12-2025,2,34,680,714,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,UNI0000007,,Polo T-Shirt With Ci Logo - Medium,CT_82,UNIFORM - SHIRT/T SHIRT,-,UNIFORM,PCS..,340,-,340,2,34,680,714,-,16-12-2025,2,34,680,714,-,18,17-12-2025,2,34,680,714,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,UNI0000017,,Polo T-Shirt With Ci Logo - XXL,CT_82,UNIFORM - SHIRT/T SHIRT,-,UNIFORM,PCS,340,-,340,2,34,680,714,-,16-12-2025,2,34,680,714,-,18,17-12-2025,2,34,680,714,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse Mumbai,Coffee Island Eros Churchgate - Mumbai,-,16-12-2025,18-12-2025,IN18,Received,UNI0000005,,Team Member Ci Cap - Blue,CT_81,UNIFORM - CAP/HEAD GEARS,-,UNIFORM,PCS..,200,-,200,4,40,800,840,-,16-12-2025,4,40,800,840,-,18,17-12-2025,4,40,800,840,-,No,-,-,0,0.00,0,0,0,0,Received,
