Deployment Name,Coffee Island HQ-27
Start Date,01-09-2025
End Date,30-09-2025
Report Generation Date&Time,31/12/2025, 01:05:35 pm

Supplier ,Receiver ,Receiver Kitchen ,Date,Expected Delivery,Indent Number ,Status ,Item Code ,HSN Code ,Item Name ,Category Code ,Category Name ,Super Category Code ,Super Category Name ,Unit ,UnitPrice,Margin Percentage,IndentPrice,Requested Qty ,Tax ,SubTotal ,Amount ,Comment ,Supplied Date ,Supplied Qty ,Tax ,SubTotal ,Amount ,Comment ,Dispatch Number ,Received Date ,Received Qty ,Tax ,SubTotal ,Amount ,Comment ,Directly Issued ,From Store/Kitchen,To Store/Kitchen,Suspicious Qty ,Suspicious Amount ,Reuse Qty ,Reuse Amount ,Wastage Qty ,Wastage Amount ,Item Status ,

Coffee Island AIPL,Coffee Island HQ-27,-,02-09-2025,-,DD7,Received,RAW0000084,,Butter Croissant,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,27.44,-,27.44,0,-,0,0,-,02-09-2025,3,14.82,82.32,97.14,-,8,02-09-2025,3,14.82,82.32,97.14,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island AIPL,Coffee Island HQ-27,-,02-09-2025,-,DD7,Received,RAW0000086,,Garlic Mushroom & Caramelized Onion Melt,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,98.84,-,98.84,0,-,0,0,-,02-09-2025,2,35.58,197.67999999999998,233.26,-,8,02-09-2025,2,35.58,197.68,233.26,-,No,-,-,0,0.00,0,0,0,0,Received,
Coffee Island AIPL,Coffee Island HQ-27,-,02-09-2025,-,DD7,Received,RAW0000087,,Peri Peri Cheese Toastie,CT_55,RM FOOD - VEG INGREDIENTS,-,RAW MATERIAL,PCS,65.24,-,65.24,0,-,0,0,-,02-09-2025,6,70.46,391.43999999999994,461.9,-,8,02-09-2025,6,70.46,391.44,461.9,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse NCR,Coffee Island HQ-27,-,02-09-2025,05-09-2025,IN24,Received,UNI0000004,,Apron With Ci Logo,CT_80,UNIFORM - APRON,-,UNIFORM,PCS..,300,-,300,2,30,600,630,-,05-09-2025,2,30,600,630,-,114,07-09-2025,2,30,600,630,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse NCR,Coffee Island HQ-27,-,02-09-2025,05-09-2025,IN24,Received,RAW0000005,,Beans - Ethiopian Single Estate,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,3013.33,-,3013.33,5,753.33,15066.65,15819.98,-,05-09-2025,0,-,0,0,-,,07-09-2025,0,-,0,0,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse NCR,Coffee Island HQ-27,-,02-09-2025,05-09-2025,IN24,Received,RAW0000006,,Beans - Kenya Single Estate,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,3463.33,-,3463.33,5,865.83,17316.65,18182.48,-,05-09-2025,5,865.83,17316.65,18182.48,-,114,07-09-2025,5,865.83,17316.65,18182.48,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse NCR,Coffee Island HQ-27,-,02-09-2025,05-09-2025,IN24,Received,RAW0000001,,Beans - Master Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,798.33,-,798.33,20,798.33,15966.6,16764.93,-,05-09-2025,20,798.33,15966.6,16764.93,-,114,07-09-2025,20,798.33,15966.6,16764.93,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse NCR,Coffee Island HQ-27,-,02-09-2025,05-09-2025,IN24,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,768.33,-,768.33,15,576.25,11524.95,12101.2,-,05-09-2025,15,576.25,11524.949999999999,12101.2,-,114,07-09-2025,15,576.25,11524.95,12101.2,-,No,-,-,0,0.00,0,0,0,0,Received,
Warehouse NCR,Coffee Island HQ-27,-,02-09-2025,05-09-2025,IN24,Received,RAW0000034,,Chocolate Powder - 0% Sugar,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,1039,-,1039,2,374.04,2078,2452.04,-,05-09-2025,2,374.04,2078,2452.04,-,114,07-09-2025,2,374.04,2078,2452.04,-,No,-,-,0,0.00,0,0,0,0,Received,
