Warehouse,Store/Kitchen Name ,User Name ,Vendor Name ,Date,Transaction Number ,Invoice Number ,Batch Number ,PR Number ,PO Number ,Invoice Date , Item Code ,Item Name ,Category Name ,Super Category Name ,Comment ,Quantity ,Unit ,MRP ,Unit Price ,Charges Name ,Amount ,Discount ,GST/IGST Rate ,GST/IGST Value ,CESS Rate ,CESS Value ,Other Taxes Rate ,Other Taxes Value ,Total Tax , Item Charges Amount ,Total ,Source 
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,05-12-2025,SE-93,VXNG/25-26/DL008,-,-,PO-96,05-12-2025,CAP0000324,Stainless Steel Exhaust Hood with Buffle Filter & LED Light,BOH FOOD EQUIPMENT,CAPEX,-,1,PCS..,0,18000,-,18000,0,18,3240,-,-,-,-,3240,0,21240,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,05-12-2025,SE-93,VXNG/25-26/DL008,-,-,PO-96,05-12-2025,CAP0000318,Stainless Steel Storage Rack with 5 Shelves,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,1,PCS..,0,10500,-,10500,0,18,1890,-,-,-,-,1890,0,12390,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,05-12-2025,SE-93,VXNG/25-26/DL008,-,-,PO-96,05-12-2025,CAP0000320,Stainless Steel Work Table with 2 Under Shelf,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,1,PCS..,0,14700,-,14700,0,18,2646,-,-,-,-,2646,0,17346,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,05-12-2025,SE-93,VXNG/25-26/DL008,-,-,PO-96,05-12-2025,CAP0000316,Stainless Steel Work Table with 2 Under Shelf & 2 Overhead Shelf,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,1,PCS..,0,18500,-,18500,0,18,3330,-,-,-,-,3330,0,21830,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,05-12-2025,SE-93,VXNG/25-26/DL008,-,-,PO-96,05-12-2025,CAP0000006,Gimme Mo Custom Unit - Gn Cold Bain Marie,BOH FOOD EQUIPMENT,CAPEX,-,1,PCS..,0,64799.98,-,64799.98,0,18,11664,-,-,-,-,11664,0,76463.98,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,05-12-2025,SE-93,VXNG/25-26/DL008,-,-,PO-96,05-12-2025,CAP0000150,Brass Sink Waste,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,1,PCS..,0,400,-,400,0,18,72,-,-,-,-,72,0,472,
Warehouse NCR,Central Store,Ashutosh Kumar,Beeta Machines Pvt Ltd,04-12-2025,SE-92,BMPL2626/2043,-,-,PO-93,04-12-2025,PKG0000024,Food Wrapping Paper - Ci,DISPOSABLE PACKAGING - BUTTER WRAPPING SHEETS,DISPOSABLE TAKE AWAY PACKAGING,-,250,PKT(100PC),0,110,-,27500,0,18,4950,-,-,-,-,4950,0,32450,
Warehouse NCR,Central Store,Ashutosh Kumar,Beeta Machines Pvt Ltd,04-12-2025,SE-92,BMPL2626/2043,-,-,PO-93,04-12-2025,PKG0000031,Kitchen Roll 1 Kg,DISPOSABLE PACKAGING - KITCHEN ROLL,DISPOSABLE TAKE AWAY PACKAGING,-,230,PCS..,0,115,-,26450,0,18,4761,-,-,-,-,4761,0,31211,
Warehouse NCR,Central Store,Ashutosh Kumar,Nutaste Food And Drink Labs Pvt Ltd,04-12-2025,SE-91,NUFDL/2526/7933,-,-,PO-91,03-12-2025,RAW0000025,Chocolate Powder - Hot,RM BEVERAGES - POWDERS,RAW MATERIAL,-,100,PKT(500GM),0,392.5,-,39250,0,5,1962.5,-,-,-,-,1962.5,0,41212.5,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000411,Fire Extinguisher,FIRE FIGHTING SYSTEM,CAPEX,-,1,PCS..,0,6000,-,6000,0,18,1080,-,-,-,-,1080,0,7080,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000199,Under Counter Refrigerator 1350*700*860+150,BOH OTHER EQUIPMENT,CAPEX,-,1,PCS..,0,62500,-,62500,0,18,11250,-,-,-,-,11250,0,73750,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000491,SS TABLE TOP DEEP FAT FRYER 6L,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,2,PCS,0,7100,-,14200,0,18,2556,-,-,-,-,2556,0,16756,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000004,Commercial Induction Cook Top,BOH FOOD EQUIPMENT,CAPEX,-,1,PCS..,0,12000,-,12000,0,18,2160,-,-,-,-,2160,0,14160,
