Warehouse,Store/Kitchen Name ,User Name ,Vendor Name ,Date,Transaction Number ,Invoice Number ,Batch Number ,PR Number ,PO Number ,Invoice Date , Item Code ,Item Name ,Category Name ,Super Category Name ,Comment ,Quantity ,Unit ,MRP ,Unit Price ,Charges Name ,Amount ,Discount ,GST/IGST Rate ,GST/IGST Value ,CESS Rate ,CESS Value ,Other Taxes Rate ,Other Taxes Value ,Total Tax , Item Charges Amount ,Total ,Source 
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000148,Ss Double Over Head Shelf-1350*300*650,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,1,PCS..,0,12500,-,12500,0,18,2250,-,-,-,-,2250,0,14750,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000149,Ss Work Table - Single Sink Unit (Lhs) With Garbage Chute & Dust Bin 800*700*860+150,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,1,PCS..,0,19800,-,19800,0,18,3564,-,-,-,-,3564,0,23364,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000150,Brass Sink Waste,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,1,PCS..,0,400,-,400,0,18,72,-,-,-,-,72,0,472,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000154,Ss Double Over Head Shelf - Perforated 800*300*650,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,1,PCS..,0,9800,-,9800,0,18,1764,-,-,-,-,1764,0,11564,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000200,Vertical Two Door Freezer 700*700*2100,BOH OTHER EQUIPMENT,CAPEX,-,1,PCS..,0,98000,-,98000,0,18,17640,-,-,-,-,17640,0,115640,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000006,Gimme Mo Custom Unit - Gn Cold Bain Marie,BOH FOOD EQUIPMENT,CAPEX,-,1,PCS..,0,116000,-,116000,0,18,20880,-,-,-,-,20880,0,136880,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000156,Ss Gn Pans 1/9 Wt Lid,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,9,PCS..,0,800,-,7200,0,18,1296,-,-,-,-,1296,0,8496,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000157,Ss Gn Pans 1/3 Wt Lid,BOH DEAD FABRICATION EQUIPMENT,CAPEX,-,6,PCS..,0,1150,-,6900,0,18,1242,-,-,-,-,1242,0,8142,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000005,Glass Body Momo Steamer,BOH FOOD EQUIPMENT,CAPEX,-,2,PCS..,0,28000,-,56000,0,18,10080,-,-,-,-,10080,0,66080,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,CAP0000440,Furniture,Indoor Furniture,CAPEX,-,16,PCS..,0,47388,-,758208,0,18,136477.44,-,-,-,-,136477.44,0,894685.44,
Warehouse NCR,Central Store,Ashutosh Kumar,Vita Nova Gourmet Private Limited,01-12-2025,SE-90,VXNG/25-26/HR010,-,-,PO-95,01-12-2025,EEW0000001,Cabelling - CCTV,CCTV Camera,Electronic & IT Equipment,-,2,PCS..,0,30000,-,60000,0,18,10800,-,-,-,-,10800,0,70800,
Warehouse NCR,Central Store,Ashutosh Kumar,Conscious Packaging,28-11-2025,SE-89,CP/25-26/0823,-,-,PO-94,28-11-2025,PKG0000002,Disposable - Wooden Fork,DISPOSABLE CUTLERY - WOODEN FORK,DISPOSABLE TAKE AWAY PACKAGING,-,20000,PCS,0,0.65,-,13000,0,5,650,-,-,-,-,650,0,13650,
Warehouse NCR,Central Store,Ashutosh Kumar,Conscious Packaging,28-11-2025,SE-89,CP/25-26/0823,-,-,PO-94,28-11-2025,PKG0000004,Disposable - Wooden Spoon,DISPOSABLE CUTLERY - WOODEN SPOON,DISPOSABLE TAKE AWAY PACKAGING,-,20000,PCS,0,0.65,-,13000,0,5,650,-,-,-,-,650,0,13650,
Warehouse NCR,Central Store,Ashutosh Kumar,Conscious Packaging,28-11-2025,SE-89,CP/25-26/0823,-,-,PO-94,28-11-2025,PKG0000023,Disposable - Stirrer,DISPOSABLE PACKAGING - BEVERAGES - WOODEN STIRRER,DISPOSABLE TAKE AWAY PACKAGING,-,50000,PCS,0,0.11,-,5500,0,5,275,-,-,-,-,275,0,5775,
Warehouse NCR,Central Store,Ashutosh Kumar,PASSION FOODS MARKETING SERVICES,26-11-2025,SE-88,3066/2526,-,-,PO-92,26-11-2025,RAW0000170,Strawberry Syrup 750 Ml,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,12,BTL(750ML/983GM),0,407.55,-,4890.6,0,5,244.53,-,-,-,-,244.53,0,5135.13,
Warehouse NCR,Central Store,Ashutosh Kumar,Moon And Light Hyperlocal,25-11-2025,SE-87,INVGST204202526,-,-,PO-83,25-11-2025,PKG0000013,Disposable - Paper Cup 12Oz,DISPOSABLE PACKAGING - BEVERAGES - CUPS,DISPOSABLE TAKE AWAY PACKAGING,-,30150,PCS,0,4.65,-,140197.5,0,18,25235.55,-,-,-,-,25235.55,0,165433.05,
