Warehouse,Store/Kitchen Name ,User Name ,Vendor Name ,Date,Transaction Number ,Invoice Number ,Batch Number ,PR Number ,PO Number ,Invoice Date , Item Code ,Item Name ,Category Name ,Super Category Name ,Comment ,Quantity ,Unit ,MRP ,Unit Price ,Charges Name ,Amount ,Discount ,GST/IGST Rate ,GST/IGST Value ,CESS Rate ,CESS Value ,Other Taxes Rate ,Other Taxes Value ,Total Tax , Item Charges Amount ,Total ,Source 
Warehouse NCR,Central Store,Ashutosh Kumar,DIAMOND CRYSTAL PVT.LTD,23-07-2025,SE-37,DCPL/2025-26011,-,-,PO-32,23-07-2025,CNC0000032,CI Branded Hand Cut 16OZ Glass,GLASSWARE,CROCKERY & CUTLERY,-,114,PCS,0,248,-,28272,0,18,5088.96,-,-,-,-,5088.96,0,33360.96,
Warehouse NCR,Central Store,Ashutosh Kumar,DIAMOND CRYSTAL PVT.LTD,23-07-2025,SE-37,DCPL/2025-26011,-,-,PO-32,23-07-2025,CNC0000031,Ci Branded Hand Cut 12OZ Glass,GLASSWARE,CROCKERY & CUTLERY,-,138,PCS,0,234,-,32292,0,18,5812.56,-,-,-,-,5812.56,0,38104.56,
Warehouse NCR,Central Store,Ashutosh Kumar,FAIRDEAL DISTRIBUTORS,22-07-2025,SE-36,I-25-26/948,-,-,PO-37,22-07-2025,-,GM Kala Khatta Syrup 750ML,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,12,BTL(750ML,0,407.55,-,4890.6,0,18,880.31,-,-,-,-,880.31,0,5770.91,
Warehouse NCR,Central Store,Ashutosh Kumar,FAIRDEAL DISTRIBUTORS,22-07-2025,SE-36,I-25-26/948,-,-,PO-37,22-07-2025,-,GM Peach Garden Syrup 750ML,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,12,BTL(750ML,0,407.55,-,4890.6,0,18,880.31,-,-,-,-,880.31,0,5770.91,
Warehouse NCR,Central Store,Ashutosh Kumar,Conscious Packaging,22-07-2025,SE-35,CP/25-26/0425,-,-,PO-43,22-07-2025,PKG0000002,Disposable - Wooden Fork,DISPOSABLE CUTLERY - WOODEN FORK,DISPOSABLE TAKE AWAY PACKAGING,-,10000,PCS,0,0.65,-,6500,0,12,780,-,-,-,-,780,0,7280,
Warehouse NCR,Central Store,Ashutosh Kumar,Conscious Packaging,22-07-2025,SE-35,CP/25-26/0425,-,-,PO-43,22-07-2025,PKG0000004,Disposable - Wooden Spoon,DISPOSABLE CUTLERY - WOODEN SPOON,DISPOSABLE TAKE AWAY PACKAGING,-,10000,PCS,0,0.65,-,6500,0,12,780,-,-,-,-,780,0,7280,
Warehouse NCR,Central Store,Ashutosh Kumar,Conscious Packaging,22-07-2025,SE-35,CP/25-26/0425,-,-,PO-43,22-07-2025,-,-,-,-,-,-,-,0,0,Fright Charges,550,0,-,-,-,-,-,-,66,0,616,
Warehouse NCR,Central Store,Ashutosh Kumar,Oozie Nutri Food,18-07-2025,SE-34,15,-,-,PO-29,15-07-2025,RAW0000023,Protein Powder - Espresso,RM BEVERAGES - POWDERS,RAW MATERIAL,-,20,KG,0,1450,-,29000,0,18,5220,-,-,-,-,5220,0,34220,
Warehouse NCR,Central Store,Ashutosh Kumar,Oozie Nutri Food,18-07-2025,SE-34,15,-,-,PO-29,15-07-2025,RAW0000022,Protein Powder - Caramel,RM BEVERAGES - POWDERS,RAW MATERIAL,-,20,KG,0,1470,-,29400,0,18,5292,-,-,-,-,5292,0,34692,
Warehouse NCR,Central Store,Ashutosh Kumar,Oozie Nutri Food,18-07-2025,SE-34,15,-,-,PO-29,15-07-2025,-,-,-,-,-,-,-,0,0,Fright Charges,2500,0,-,-,-,-,-,-,450,0,2950,
Warehouse NCR,Central Store,Ashutosh Kumar,Nutaste Food And Drink Labs Pvt Ltd,18-07-2025,SE-33,NUFDL/2526/3688,-,-,PO-38,12-07-2025,-,GM Masala Lemonade Syrup 1000ML,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,12,BTL(1LTR),0,465,-,5580,0,18,1004.4,-,-,-,-,1004.4,0,6584.4,
Warehouse NCR,Central Store,Ashutosh Kumar,Cothas Coffee Co,14-07-2025,SE-32,KA/25-26/004270,-,-,PO-35,14-07-2025,RAW0000002,Beans - Volcano Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,60,KG,0,768.33,-,46099.8,0,5,2304.99,-,-,-,-,2304.99,0,48404.79,
Warehouse NCR,Central Store,Ashutosh Kumar,Cothas Coffee Co,14-07-2025,SE-32,KA/25-26/004270,-,-,PO-35,14-07-2025,RAW0000001,Beans - Master Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,60,KG,0,798.33,-,47899.8,0,5,2394.99,-,-,-,-,2394.99,0,50294.79,
Warehouse NCR,Central Store,Ashutosh Kumar,Cothas Coffee Co,14-07-2025,SE-32,KA/25-26/004270,-,-,PO-35,14-07-2025,RAW0000006,Beans - Kenya Single Estate,RM BEVERAGES - BEANS,RAW MATERIAL,-,5,KG,0,3463.33,-,17316.65,0,5,865.83,-,-,-,-,865.83,0,18182.48,
