Deployment Name,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Date,01-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,31-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generation Date&Time,23-12-2025, 05:34:01 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier ,Receiver ,Receiver Kitchen ,Date,Expected Delivery,Indent Number ,Status ,Item Code ,HSN Code ,Item Name ,Category Code ,Category Name ,Super Category Code ,Super Category Name ,Unit ,UnitPrice,Margin Percentage,IndentPrice,Requested Qty ,Tax ,SubTotal ,Amount ,Comment ,Supplied Date ,Supplied Qty ,Tax ,SubTotal ,Amount ,Comment ,Dispatch Number ,Received Date ,Received Qty ,Tax ,SubTotal ,Amount ,Comment ,Directly Issued ,Suspicious Qty ,Suspicious Amount ,Reuse Qty ,Reuse Amount ,Wastage Qty ,Wastage Amount ,Item Status 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warehouse NCR,Gimme Mo! CP,-,01-08-2025,04-08-2025,IN40,Received,CNC0000016,,Dinner Fork,CT_16,CUTLERY,-,CROCKERY & CUTLERY,PCS..,38.75,-,38.75,40,279,1550,1829,-,02-08-2025,40,279,1550,1829,-,81,02-08-2025,40,279,1550,1829,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo! CP,-,01-08-2025,04-08-2025,IN40,Received,CNC0000015,,Dinner Spoon,CT_16,CUTLERY,-,CROCKERY & CUTLERY,PCS..,38.75,-,38.75,40,279,1550,1829,-,02-08-2025,40,279,1550,1829,-,81,02-08-2025,40,279,1550,1829,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo! CP,-,01-08-2025,04-08-2025,IN40,Received,CNC0000029,,GM Dip Bowl - Black,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS,42,-,42,40,302.4,1680,1982.4,-,02-08-2025,40,302.4,1680,1982.4,-,81,02-08-2025,40,302.4,1680,1982.4,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo! CP,-,01-08-2025,04-08-2025,IN40,Received,,,GM Momo Box Tray With Silver Foiling & Dip Tray 230GSM,CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,10.75,-,10.75,300,387,3225,3612,-,02-08-2025,300,387,3225.000254,3612,-,81,02-08-2025,300,387,3225,3612,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo! CP,-,01-08-2025,04-08-2025,IN40,Received,CNC0000026,,GM Momo Serving Plate - Black,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS,350,-,350,40,2520,14000,16520,-,02-08-2025,40,2520,14000,16520,-,81,02-08-2025,40,2520,14000,16520,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo! CP,-,01-08-2025,04-08-2025,IN40,Received,CNC0000027,,GM Serving Bowl - Black,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS,270,-,270,30,1458,8100,9558,-,02-08-2025,30,1458,8100,9558,-,81,02-08-2025,30,1458,8100,9558,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo! CP,-,01-08-2025,04-08-2025,IN40,Received,,,GM Wooden Chopstick,CT_20,DISPOSABLE CUTLERY - WOODEN SPOON,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.35,-,1.35,200,32.4,270,302.4,-,02-08-2025,200,32.4,270,302.4,-,81,02-08-2025,200,32.4,270,302.4,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo! CP,-,01-08-2025,04-08-2025,IN40,Received,,,Kay QSR Heavy Duty Multipurpose Sink Detergent,CT_71,CLEANING CHEMICALS - LIQUID,-,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,PCS,15.47,-,15.47,30,83.54,464.1,547.64,-,02-08-2025,30,83.54,464.1,547.64,-,81,02-08-2025,30,83.54,464.1,547.64,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island HQ-27,-,02-08-2025,05-08-2025,IN15,Received,PKG0000009,,Disposable - Cup Holder,CT_22,DISPOSABLE PACKAGING - ACCESSORIES - CUP HOLDER,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,2.25,-,2.25,1000,405,2250,2655,-,04-08-2025,0,-,0,0,-,,05-08-2025,0,-,0,0,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island HQ-27,-,02-08-2025,05-08-2025,IN15,Received,PKG0000011,,Disposable - Sealing Foil,CT_24,DISPOSABLE PACKAGING - BEVERAGES - CUP SEALING FOIL,-,DISPOSABLE TAKE AWAY PACKAGING,PCS..,1,-,1,1000,180,1000,1180,-,04-08-2025,1000,180,1000,1180,-,83,05-08-2025,1000,180,1000,1180,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island HQ-27,-,02-08-2025,05-08-2025,IN15,Received,PKG0000032,,Disposable - Tissue Paper,CT_31,DISPOSABLE PACKAGING - TISSUE PAPER,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.39,-,0.39,3000,210.6,1170,1380.6,-,04-08-2025,3000,210.6,1170,1380.6,-,83,05-08-2025,3000,210.6,1170,1380.6,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island HQ-27,-,02-08-2025,05-08-2025,IN15,Received,UNI0000016,,Polo T-Shirt With Ci Logo - XL,CT_82,UNIFORM - SHIRT/T SHIRT,-,UNIFORM,PCS,340,-,340,1,17,340,357,-,04-08-2025,1,17,340,357,-,83,05-08-2025,1,17,340,357,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island HQ-27,-,02-08-2025,05-08-2025,IN15,Received,UNI0000017,,Polo T-Shirt With Ci Logo - XXL,CT_82,UNIFORM - SHIRT/T SHIRT,-,UNIFORM,PCS,340,-,340,2,34,680,714,-,04-08-2025,2,34,680,714,-,83,05-08-2025,2,34,680,714,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island HQ-27,-,02-08-2025,05-08-2025,IN15,Received,RAW0000022,,Protein Powder - Caramel,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,1470,-,1470,1,264.6,1470,1734.6,-,04-08-2025,1,264.6,1470,1734.6,-,83,05-08-2025,1,264.6,1470,1734.6,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island HQ-27,-,02-08-2025,05-08-2025,IN15,Received,RAW0000024,,Protein Powder - Cookie & Cream,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,1450,-,1450,1,261,1450,1711,-,04-08-2025,1,261,1450,1711,-,83,05-08-2025,1,261,1450,1711,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island HQ-27,-,02-08-2025,05-08-2025,IN15,Received,RAW0000023,,Protein Powder - Espresso,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,1450,-,1450,1,261,1450,1711,-,04-08-2025,1,261,1450,1711,-,83,05-08-2025,1,261,1450,1711,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000009,,Disposable - Cup Holder,CT_22,DISPOSABLE PACKAGING - ACCESSORIES - CUP HOLDER,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,2.25,-,2.25,500,202.5,1125,1327.5,-,06-08-2025,0,-,0,0,-,,06-08-2025,0,-,0,0,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000001,,Disposable - Cutlery Sleeve,CT_18,DISPOSABLE CUTLERY - CUTLERY POUCH,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.1,-,1.1,500,99,550,649,-,06-08-2025,0,-,0,0,-,87,06-08-2025,0,-,0,0,Received with wrong branding,No,0,0,0,550,0,0,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000018,,Disposable - Lid (Hot) 08Oz,CT_23,DISPOSABLE PACKAGING - BEVERAGES - LIDS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,2.3,-,2.3,500,207,1150,1357,-,06-08-2025,500,207,1150,1357,-,87,06-08-2025,500,207,1150,1357,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000020,,Disposable - Straw - 08Mm,CT_26,DISPOSABLE PACKAGING - BEVERAGES - STRAW,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.6,-,0.6,2500,270,1500,1770,-,06-08-2025,2400,259.2,1440,1699.2,-,87,06-08-2025,2400,259.2,1440,1699.2,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000021,,Disposable - Straw - 12Mm,CT_26,DISPOSABLE PACKAGING - BEVERAGES - STRAW,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.3,-,1.3,1500,351,1950,2301,-,06-08-2025,1500,351,1950,2301,-,87,06-08-2025,1500,351,1950,2301,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000032,,Disposable - Tissue Paper,CT_31,DISPOSABLE PACKAGING - TISSUE PAPER,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.39,-,0.39,5000,351,1950,2301,-,06-08-2025,5000,351,1950,2301,-,87,06-08-2025,5000,351,1950,2301,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000002,,Disposable - Wooden Fork,CT_19,DISPOSABLE CUTLERY - WOODEN FORK,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.65,-,0.65,200,15.6,130,145.6,-,06-08-2025,200,15.6,130,145.6,-,87,06-08-2025,200,15.6,130,145.6,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000004,,Disposable - Wooden Spoon,CT_20,DISPOSABLE CUTLERY - WOODEN SPOON,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.65,-,0.65,500,39,325,364,-,06-08-2025,500,39,325,364,-,87,06-08-2025,500,39,325,364,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000008,,Yellow Carry Bag Large - Ci,CT_21,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,10.2,-,10.2,400,734.4,4080,4814.4,-,06-08-2025,400,734.4,4080,4814.4,-,87,06-08-2025,400,734.4,4080,4814.4,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-08-2025,03-08-2025,IN17,Received,PKG0000006,,Yellow Carry Bag Small - Ci,CT_21,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,7.5,-,7.5,200,270,1500,1770,-,06-08-2025,200,270,1500,1770,-,87,06-08-2025,200,270,1500,1770,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,Apron With Gimme Mo Logo,CT_80,UNIFORM - APRON,-,UNIFORM,PCS..,300,-,300,4,60,1200,1260,-,04-08-2025,4,60,1200,1260,-,82,05-08-2025,4,60,1200,1260,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,CNC0000016,,Dinner Fork,CT_16,CUTLERY,-,CROCKERY & CUTLERY,PCS..,38.75,-,38.75,20,139.5,775,914.5,-,04-08-2025,20,139.5,775,914.5,-,82,05-08-2025,20,139.5,775,914.5,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,CNC0000015,,Dinner Spoon,CT_16,CUTLERY,-,CROCKERY & CUTLERY,PCS..,38.75,-,38.75,20,139.5,775,914.5,-,04-08-2025,20,139.5,775,914.5,-,82,05-08-2025,20,139.5,775,914.5,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Blue Curacao Syrup 1000ML,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(1LTR),411,-,411,1,73.98,411,484.98,-,04-08-2025,1,73.98,411,484.98,-,82,05-08-2025,1,73.98,411,484.98,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Brown Paper Napkin with GM Logo,CT_31,DISPOSABLE PACKAGING - TISSUE PAPER,-,DISPOSABLE TAKE AWAY PACKAGING,PKT(100PC),39,-,39,20,140.4,780,920.4,-,04-08-2025,20,140.4,780,920.4,-,82,05-08-2025,20,140.4,780,920.4,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,CNC0000029,,GM Dip Bowl - Black,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS,42,-,42,20,151.2,840,991.2,-,04-08-2025,20,151.2,840,991.2,-,82,05-08-2025,20,151.2,840,991.2,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Kala Khatta Syrup 750ML,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(750ML,407.55,-,407.55,1,73.36,407.55,480.91,-,04-08-2025,1,73.36,407.55,480.91,-,82,05-08-2025,1,73.36,407.55,480.91,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Masala Lemonade Syrup 1000ML,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(1LTR),465,-,465,1,83.7,465,548.7,-,04-08-2025,1,83.7,465,548.7,-,82,05-08-2025,1,83.7,465,548.7,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Momo Box Sleeve - 230GSM,CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,7.7,-,7.7,200,184.8,1540,1724.8,-,04-08-2025,200,184.8,1540,1724.8,-,82,05-08-2025,200,184.8,1540,1724.8,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Momo Box Tray With Silver Foiling & Dip Tray 230GSM,CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,10.75,-,10.75,300,387,3225,3612,-,04-08-2025,300,387,3225.000254,3612,-,82,05-08-2025,300,387,3225,3612,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,CNC0000026,,GM Momo Serving Plate - Black,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS,350,-,350,25,1575,8750,10325,-,04-08-2025,25,1575,8750,10325,-,82,05-08-2025,25,1575,8750,10325,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Nimbu Masala Syrup 750ML,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(750ML,380,-,380,1,68.4,380,448.4,-,04-08-2025,1,68.4,380,448.4,-,82,05-08-2025,1,68.4,380,448.4,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Orange Crush 1000ML,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(1LTR),245,-,245,1,29.4,245,274.4,-,04-08-2025,1,29.4,245,274.4,-,82,05-08-2025,1,29.4,245,274.4,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Paper Pouch For Cutlery And Tissue with Logo,CT_18,DISPOSABLE CUTLERY - CUTLERY POUCH,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.72,-,0.72,100,12.96,72,84.96,-,04-08-2025,100,12.96,72,84.96,-,82,05-08-2025,100,12.96,72,84.96,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Peach Garden Syrup 750ML,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(750ML,407.55,-,407.55,1,73.36,407.55,480.91,-,04-08-2025,1,73.36,407.55,480.91,-,82,05-08-2025,1,73.36,407.55,480.91,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Gimme Mo ! Global Foyer,-,04-08-2025,04-08-2025,IN7,Received,,,GM Plastic Glass 350ml With Pink Lid,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,7.3,-,7.3,100,131.4,730,861.4,-,04-08-2025,100,131.4,730,861.4,-,82,05-08-2025,100,131.4,730,861.4,-,No,0,0,0,0,0,0,Received
