Deployment Name,Warehouse NCR
Start Date,01-02-2026
End Date,15-02-2026
Report Generation Date&Time,17/02/2026, 04:59:42 pm

Supplier ,Receiver ,Receiver Kitchen ,Date,Expected Delivery,Indent Number ,Status ,Item Code ,HSN Code ,Item Name ,Category Code ,Category Name ,Super Category Code ,Super Category Name ,Unit ,UnitPrice,Margin Percentage,IndentPrice,Requested Qty ,Tax ,SubTotal ,Amount ,Comment ,Supplied Date ,Supplied Qty ,Tax ,SubTotal ,Amount ,Comment ,Dispatch Number ,Received Date ,Received Qty ,Tax ,SubTotal ,Amount ,Comment ,Directly Issued ,Suspicious Qty ,Suspicious Amount ,Reuse Qty ,Reuse Amount ,Wastage Qty ,Wastage Amount ,Item Status ,
Warehouse NCR,MSFT Hyd,Coffee Island - Microsoft Campus Main Store,05-02-2026,16-02-2026,IN28,Suspicious,PKG0000020,39269099,Disposable - Straw - 08Mm,CT_26,DISPOSABLE PACKAGING - BEVERAGES - STRAW,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.63,-,0.63,1000,113.4,630,743.4,paper straws with cover,10-02-2026,1000,113.4,630,743.4,-,323,15-02-2026,980,111.13,617.4,728.53,damage received,No,20,12.6,0,0,0,0,Suspicious,
Warehouse NCR,MSFT Hyd,Coffee Island - Microsoft Campus Main Store,05-02-2026,16-02-2026,IN28,Suspicious,PKG0000024,,Food Wrapping Paper - Ci,CT_28,DISPOSABLE PACKAGING - BUTTER WRAPPING SHEETS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.1,-,1.1,1000,198,1100,1298,-,10-02-2026,1000,198,1100,1298,-,323,15-02-2026,1000,198,1100,1298,-,No,0,0.00,0,0,0,0,Received,
Warehouse NCR,MSFT Hyd,Coffee Island - Microsoft Campus Main Store,05-02-2026,16-02-2026,IN28,Suspicious,RAW0000145,,J1 Matcha Powder,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,PCS(20GM),126,-,126,10,63,1260,1323,-,10-02-2026,10,63,1260,1323,-,323,15-02-2026,10,63,1260,1323,-,No,0,0.00,0,0,0,0,Received,
Warehouse NCR,MSFT Hyd,Coffee Island - Microsoft Campus Main Store,05-02-2026,16-02-2026,IN28,Suspicious,UNI0000017,,Polo T-Shirt With Ci Logo - XXL,CT_82,UNIFORM - SHIRT/T SHIRT,-,UNIFORM,PCS,340,-,340,1,17,340,357,-,10-02-2026,0,-,0,0,-,,15-02-2026,0,-,0,0,-,No,0,0.00,0,0,0,0,Partial Received,
Warehouse NCR,MSFT Hyd,Coffee Island - Microsoft Campus Main Store,05-02-2026,16-02-2026,IN28,Suspicious,RAW0000024,,Protein Powder - Cookie & Cream,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,1460,-,1460,1,262.8,1460,1722.8,-,10-02-2026,0.5,131.4,730,861.4,-,323,15-02-2026,0.5,131.4,730,861.4,-,No,0,0.00,0,0,0,0,Partial Received,
Warehouse NCR,MSFT Hyd,Coffee Island - Microsoft Campus Main Store,05-02-2026,16-02-2026,IN28,Suspicious,RAW0000023,,Protein Powder - Espresso,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,1450,-,1450,3,783,4350,5133,-,10-02-2026,3,783,4350,5133,-,323,15-02-2026,3,783,4350,5133,-,No,0,0.00,0,0,0,0,Received,
Warehouse NCR,MSFT Hyd,Coffee Island - Microsoft Campus Main Store,05-02-2026,16-02-2026,IN28,Suspicious,RAW0000170,,Strawberry Syrup 750 Ml,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(750ML/983GM),407.55,-,407.55,2,40.76,815.1,855.86,-,10-02-2026,2,40.76,815.1,855.86,-,323,15-02-2026,2,40.76,815.1,855.86,-,No,0,0.00,0,0,0,0,Received,
Warehouse NCR,MSFT Hyd,Coffee Island - Microsoft Campus Main Store,05-02-2026,16-02-2026,IN28,Suspicious,RAW0000050,,Syrup - Brown Butter,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(700ML/910GM),560,-,560,2,56,1120,1176,-,10-02-2026,2,56,1120,1176,-,323,15-02-2026,2,56,1120,1176,-,No,0,0.00,0,0,0,0,Received,
Warehouse NCR,MSFT Hyd,Coffee Island - Microsoft Campus Main Store,05-02-2026,16-02-2026,IN28,Suspicious,RAW0000047,,Syrup- Roasted Hazelnut,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(1L/1300GM),640,-,640,1,32,640,672,-,10-02-2026,1,32,640,672,-,323,15-02-2026,0,-,0,0,near to  expiry received,No,1,640,0,0,0,0,Suspicious,
Warehouse NCR,Coffee Island HQ-27,Coffee Island HQ-27 Main Store,09-02-2026,10-02-2026,IN59,Received,UNI0000036,,Blue Cap (Female),CT_81,UNIFORM - CAP/HEAD GEARS,-,UNIFORM,PCS.,250,-,250,1,12.5,250,262.5,-,09-02-2026,1,12.5,250,262.5,-,319,09-02-2026,1,12.5,250,262.5,-,No,0,0.00,0,0,0,0,Received,
