Customer Name,Created Date,Rating,Comment,Outlet Name,Restaurant ID
,13-03-2026 00:00:00,5,,Coffee Island HQ-27,1024381
,13-03-2026 00:00:00,5,,Coffee Island - Amanora Mall,1197987
,13-03-2026 17:48:00,5,,Coffee Island Eros Churchgate - Mumbai,1215724
,13-03-2026 20:52:00,5,,Coffee Island Eros Churchgate - Mumbai,1215724
