All the values shown here are in INR.

Outlet Name,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
"Coffee Island Beyond GK II",2025-10-16,23,"DINE IN",1900.00,0.00,1900.00,0.00,95.00,1995.00,2,
"Coffee Island Beyond GK II",2025-10-16,23,"TAKEAWAY",228.10,0.00,228.10,0.00,11.41,239.51,1,
"Coffee Island Beyond GK II",2025-10-17,0,"TAKEAWAY",1128.10,259.00,869.10,0.00,43.45,912.55,3,
"Coffee Island Beyond GK II",2025-10-17,0,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,2,
"Coffee Island Beyond GK II",2025-10-17,8,"DELIVERY",1585.00,792.50,792.50,60.00,42.63,895.13,2,
"Coffee Island Beyond GK II",2025-10-17,8,"DINE IN",149.00,0.00,149.00,0.00,7.45,156.45,1,
"Coffee Island Beyond GK II",2025-10-17,9,"DINE IN",859.53,0.00,859.53,0.00,108.97,968.50,2,
"Coffee Island Beyond GK II",2025-10-17,10,"DELIVERY",570.00,165.00,405.00,30.00,21.75,456.75,1,
"Coffee Island Beyond GK II",2025-10-17,12,"DELIVERY",335.00,75.00,260.00,30.00,14.50,304.50,1,
"Coffee Island Beyond GK II",2025-10-17,12,"DINE IN",560.00,270.00,290.00,0.00,14.50,304.50,2,
"Coffee Island Beyond GK II",2025-10-17,14,"DINE IN",469.75,0.00,469.75,0.00,23.49,493.24,3,
"Coffee Island Beyond GK II",2025-10-17,15,"DINE IN",2190.00,0.00,2190.00,0.00,109.50,2299.50,3,
"Coffee Island Beyond GK II",2025-10-17,15,"DELIVERY",550.00,79.99,470.01,30.00,25.00,525.01,1,
"Coffee Island Beyond GK II",2025-10-17,16,"TAKEAWAY",1095.00,100.00,995.00,5.00,50.65,1050.65,1,
"Coffee Island Beyond GK II",2025-10-17,16,"DINE IN",1310.00,41.00,1269.00,0.00,63.45,1332.45,2,
"Coffee Island Beyond GK II",2025-10-17,17,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"Coffee Island Beyond GK II",2025-10-17,18,"DELIVERY",570.00,250.00,320.00,30.00,17.50,367.50,1,
"Coffee Island Beyond GK II",2025-10-17,19,"DINE IN",5066.49,1026.00,4040.49,0.00,202.02,4242.51,2,
"Coffee Island Beyond GK II",2025-10-17,20,"DINE IN",745.00,223.50,521.50,0.00,26.08,547.58,2,
"Coffee Island Beyond GK II",2025-10-17,21,"TAKEAWAY",230.00,0.00,230.00,0.00,11.50,241.50,1,
"Coffee Island Beyond GK II",2025-10-17,21,"DINE IN",2370.00,0.00,2370.00,0.00,118.50,2488.50,3,
"Coffee Island Beyond GK II",2025-10-17,22,"DINE IN",520.00,0.00,520.00,0.00,26.00,546.00,1,
"Coffee Island Beyond GK II",2025-10-17,22,"TAKEAWAY",930.00,0.00,930.00,0.00,46.50,976.50,2,
"Coffee Island Beyond GK II",2025-10-17,23,"DINE IN",1275.00,42.50,1232.50,0.00,61.63,1294.13,2,
"Coffee Island Beyond GK II",2025-10-17,23,"TAKEAWAY",1480.00,0.00,1480.00,0.00,74.00,1554.00,1,
"Coffee Island Beyond GK II",2025-10-18,0,"DINE IN",4770.00,130.00,4640.00,0.00,232.00,4872.00,6,
"Coffee Island Beyond GK II",2025-10-18,0,"TAKEAWAY",940.00,0.00,940.00,0.00,33.50,973.50,5,
"Coffee Island Beyond GK II",2025-10-18,1,"TAKEAWAY",3578.10,0.00,3578.10,0.00,178.91,3757.01,5,
"Coffee Island Beyond GK II",2025-10-18,1,"DINE IN",2114.41,0.00,2114.41,0.00,105.72,2220.13,1,
"Coffee Island Beyond GK II",2025-10-18,2,"TAKEAWAY",1320.00,0.00,1320.00,0.00,66.00,1386.00,2,
"Coffee Island Beyond GK II",2025-10-18,3,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,1,
"Coffee Island Beyond GK II",2025-10-18,4,"DINE IN",480.00,0.00,480.00,0.00,24.00,504.00,1,
"Coffee Island Beyond GK II",2025-10-18,8,"DINE IN",778.00,0.00,778.00,0.00,38.90,816.90,2,
"Coffee Island Beyond GK II",2025-10-18,8,"TAKEAWAY",1510.00,0.00,1510.00,0.00,75.50,1585.50,1,
"Coffee Island Beyond GK II",2025-10-18,9,"DELIVERY",1129.50,199.98,929.52,30.00,47.97,1007.49,1,
"Coffee Island Beyond GK II",2025-10-18,11,"TAKEAWAY",910.00,0.00,910.00,0.00,45.50,955.50,2,
"Coffee Island Beyond GK II",2025-10-18,12,"DELIVERY",630.00,100.00,530.00,30.00,28.00,588.00,1,
"Coffee Island Beyond GK II",2025-10-18,13,"DINE IN",1905.46,239.32,1666.14,0.00,176.86,1843.00,2,
"Coffee Island Beyond GK II",2025-10-18,13,"TAKEAWAY",1125.00,161.00,964.00,0.00,48.20,1012.20,3,
"Coffee Island Beyond GK II",2025-10-18,14,"TAKEAWAY",1095.00,0.00,1095.00,0.00,54.75,1149.75,3,
"Coffee Island Beyond GK II",2025-10-18,14,"DINE IN",0.00,0.00,0.00,0.00,0.00,0.00,3,
"Coffee Island Beyond GK II",2025-10-18,15,"TAKEAWAY",1270.00,0.00,1270.00,0.00,63.50,1333.50,2,
"Coffee Island Beyond GK II",2025-10-18,15,"DINE IN",975.00,129.50,845.50,0.00,42.28,887.78,2,
"Coffee Island Beyond GK II",2025-10-18,16,"DINE IN",1790.00,0.00,1790.00,0.00,89.50,1879.50,3,
"Coffee Island Beyond GK II",2025-10-18,16,"TAKEAWAY",420.00,0.00,420.00,0.00,21.00,441.00,1,
"Coffee Island Beyond GK II",2025-10-18,16,"DELIVERY",350.00,75.00,275.00,30.00,15.25,320.25,1,
"Coffee Island Beyond GK II",2025-10-18,17,"DELIVERY",1870.00,200.00,1670.00,60.00,86.50,1816.50,2,
"Coffee Island Beyond GK II",2025-10-18,17,"DINE IN",3030.00,1009.90,2020.10,0.00,101.00,2121.10,1,
"Coffee Island Beyond GK II",2025-10-18,17,"TAKEAWAY",310.00,0.00,310.00,0.00,15.50,325.50,1,
"Coffee Island Beyond GK II",2025-10-18,18,"TAKEAWAY",285.00,0.00,285.00,0.00,14.25,299.25,1,
"Coffee Island Beyond GK II",2025-10-18,19,"DELIVERY",550.00,100.00,450.00,30.00,24.00,504.00,1,
"Coffee Island Beyond GK II",2025-10-18,20,"TAKEAWAY",1038.10,0.00,1038.10,0.00,51.91,1090.01,1,
"Coffee Island Beyond GK II",2025-10-18,21,"DINE IN",638.10,0.00,638.10,0.00,31.91,670.01,4,
"Coffee Island Beyond GK II",2025-10-18,22,"DINE IN",1620.00,0.00,1620.00,0.00,81.00,1701.00,1,
"Coffee Island Beyond GK II",2025-10-18,23,"DINE IN",4140.00,0.00,4140.00,0.00,207.00,4347.00,2,
"Coffee Island Beyond GK II",2025-10-19,0,"DINE IN",290.00,0.00,290.00,0.00,14.50,304.50,1,
"Coffee Island Beyond GK II",2025-10-19,0,"TAKEAWAY",970.00,0.00,970.00,0.00,48.50,1018.50,2,
"Coffee Island Beyond GK II",2025-10-19,0,"DELIVERY",490.00,79.99,410.01,30.00,22.00,462.01,1,
"Coffee Island Beyond GK II",2025-10-19,1,"TAKEAWAY",1792.00,0.00,1792.00,0.00,101.56,1893.56,3,
