Generated On: 2026-02-04 10:27:27 am
*All the values shown here are in INR,

Outlet Name,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
Coffee Island Beyond GK II,2026-02-03,18,DELIVERY,1415.00,570.00,845.00,40.00,44.25,929.25,2,
Coffee Island Beyond GK II,2026-02-03,19,DINE IN,1190.24,0.00,1190.24,59.51,62.49,1312.24,2,
Coffee Island Beyond GK II,2026-02-03,19,TAKEAWAY,280.00,28.00,252.00,0.00,12.60,264.60,1,
Coffee Island Beyond GK II,2026-02-03,20,TAKEAWAY,910.00,0.00,910.00,0.00,45.50,955.50,3,
Coffee Island Beyond GK II,2026-02-03,20,DINE IN,1480.00,67.00,1413.00,70.65,74.19,1557.84,2,
Coffee Island Beyond GK II,2026-02-03,20,DELIVERY,1060.00,530.00,530.00,20.00,27.50,577.50,1,
Coffee Island Beyond GK II,2026-02-03,21,TAKEAWAY,390.00,0.00,390.00,0.00,19.50,409.50,1,
Coffee Island Beyond GK II,2026-02-03,21,DELIVERY,620.00,280.00,340.00,20.00,18.00,378.00,1,
Coffee Island Beyond GK II,2026-02-03,21,DINE IN,1890.00,0.00,1890.00,94.50,99.23,2083.73,2,
Coffee Island Beyond GK II,2026-02-03,22,DELIVERY,530.00,250.00,280.00,20.00,15.00,315.00,1,
Coffee Island Beyond GK II,2026-02-03,22,DINE IN,4300.00,1069.00,3231.00,161.55,169.64,3562.19,4,
Coffee Island Beyond GK II,2026-02-03,23,DELIVERY,905.00,310.00,595.00,40.00,31.75,666.75,2,
Coffee Island Beyond GK II,2026-02-03,23,DINE IN,1950.00,0.00,1950.00,97.50,102.38,2149.88,2,
Coffee Island Beyond GK II,2026-02-03,23,TAKEAWAY,475.00,0.00,475.00,0.00,23.75,498.75,1,
Coffee Island HQ-27,2026-02-03,8,DELIVERY,500.00,250.00,250.00,20.00,13.50,283.50,1,
Coffee Island HQ-27,2026-02-03,9,TAKEAWAY,840.00,0.00,840.00,0.00,42.00,882.00,3,
Coffee Island HQ-27,2026-02-03,10,DELIVERY,1760.00,785.00,975.00,60.00,51.75,1086.75,3,
Coffee Island HQ-27,2026-02-03,10,TAKEAWAY,1210.00,44.00,1166.00,0.00,58.30,1224.30,3,
Coffee Island HQ-27,2026-02-03,11,DELIVERY,1079.00,435.00,644.00,40.00,34.20,718.20,2,
Coffee Island HQ-27,2026-02-03,11,DINE IN,1290.00,51.00,1239.00,0.00,61.95,1300.95,2,
Coffee Island HQ-27,2026-02-03,12,DELIVERY,3050.33,1167.50,1882.83,80.00,98.15,2060.98,4,
Coffee Island HQ-27,2026-02-03,12,DINE IN,420.00,51.00,369.00,0.00,18.46,387.46,1,
Coffee Island HQ-27,2026-02-03,12,TAKEAWAY,152.40,0.00,152.40,0.00,7.62,160.02,1,
Coffee Island HQ-27,2026-02-03,13,DINE IN,3240.00,462.50,2777.50,0.00,138.89,2916.39,4,
Coffee Island HQ-27,2026-02-03,13,DELIVERY,560.00,280.00,280.00,20.00,15.00,315.00,1,
Coffee Island HQ-27,2026-02-03,14,DINE IN,1600.00,0.00,1600.00,0.00,80.00,1680.00,2,
Coffee Island HQ-27,2026-02-03,14,TAKEAWAY,1185.71,118.57,1067.14,0.00,53.36,1120.50,3,
Coffee Island HQ-27,2026-02-03,14,DELIVERY,840.00,330.00,510.00,40.00,27.50,577.50,2,
Coffee Island HQ-27,2026-02-03,15,DELIVERY,2489.00,1210.00,1279.00,80.00,67.95,1426.95,4,
Coffee Island HQ-27,2026-02-03,15,DINE IN,2953.06,545.11,2407.95,0.00,186.26,2594.21,5,
Coffee Island HQ-27,2026-02-03,15,TAKEAWAY,450.00,72.00,378.00,0.00,18.90,396.90,1,
Coffee Island HQ-27,2026-02-03,16,TAKEAWAY,590.00,0.00,590.00,0.00,29.50,619.50,1,
Coffee Island HQ-27,2026-02-03,16,DELIVERY,320.00,160.00,160.00,20.00,9.00,189.00,1,
Coffee Island HQ-27,2026-02-03,16,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,
Coffee Island HQ-27,2026-02-03,17,TAKEAWAY,1050.00,59.00,991.00,0.00,49.55,1040.55,2,
Coffee Island HQ-27,2026-02-03,17,DELIVERY,630.00,315.00,315.00,40.00,17.75,372.75,2,
Coffee Island HQ-27,2026-02-03,17,DINE IN,5770.71,404.50,5366.21,0.00,268.33,5634.54,8,
Coffee Island HQ-27,2026-02-03,18,DINE IN,2210.00,684.00,1526.00,0.00,76.31,1602.31,3,
Coffee Island HQ-27,2026-02-03,18,DELIVERY,840.00,420.00,420.00,40.00,23.00,483.00,2,
Coffee Island HQ-27,2026-02-03,19,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,
Coffee Island HQ-27,2026-02-03,19,TAKEAWAY,290.00,0.00,290.00,0.00,14.50,304.50,1,
Coffee Island HQ-27,2026-02-03,20,DINE IN,620.00,0.00,620.00,0.00,31.00,651.00,1,
Coffee Island HQ-27,2026-02-03,21,DINE IN,1270.00,0.00,1270.00,0.00,63.50,1333.50,2,
Coffee Island HQ-27,2026-02-03,22,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,
Coffee Island HQ-27,2026-02-03,22,DELIVERY,3631.00,1534.99,2096.01,100.00,109.80,2305.81,5,
Coffee Island HQ-27,2026-02-03,23,DELIVERY,713.00,255.00,458.00,20.00,23.90,501.90,1,
Coffee Island HQ-27,2026-02-03,23,DINE IN,510.00,0.00,510.00,0.00,25.50,535.50,1,
Coffee Island AIPL,2026-02-03,9,DELIVERY,1175.00,587.49,587.51,40.00,31.38,658.89,2,
Coffee Island AIPL,2026-02-03,10,DINE IN,1069.00,55.00,1014.00,0.00,50.70,1064.70,4,
Coffee Island AIPL,2026-02-03,10,TAKEAWAY,285.00,0.00,285.00,0.00,14.25,299.25,1,
Coffee Island AIPL,2026-02-03,10,DELIVERY,560.00,280.00,280.00,20.00,15.00,315.00,1,
Coffee Island AIPL,2026-02-03,11,DINE IN,480.00,0.00,480.00,0.00,24.00,504.00,1,
Coffee Island AIPL,2026-02-03,11,DELIVERY,500.00,250.00,250.00,20.00,13.50,283.50,1,
Coffee Island AIPL,2026-02-03,12,DINE IN,1470.00,147.00,1323.00,0.00,66.15,1389.15,2,
Coffee Island AIPL,2026-02-03,12,DELIVERY,250.00,125.00,125.00,20.00,7.25,152.25,1,
Coffee Island AIPL,2026-02-03,13,TAKEAWAY,750.00,0.00,750.00,0.00,37.50,787.50,1,
Coffee Island AIPL,2026-02-03,13,DINE IN,230.00,0.00,230.00,0.00,11.50,241.50,1,
Coffee Island AIPL,2026-02-03,14,DINE IN,2040.00,0.00,2040.00,0.00,102.00,2142.00,1,
Coffee Island AIPL,2026-02-03,14,DELIVERY,630.00,315.00,315.00,20.00,16.75,351.75,1,
Coffee Island AIPL,2026-02-03,15,DINE IN,1100.00,0.00,1100.00,0.00,55.00,1155.00,3,
Coffee Island AIPL,2026-02-03,15,DELIVERY,1230.00,489.00,741.00,40.00,39.05,820.05,2,
Coffee Island AIPL,2026-02-03,16,DINE IN,2818.10,250.50,2567.60,0.00,128.39,2695.99,5,
Coffee Island AIPL,2026-02-03,16,DELIVERY,250.00,125.00,125.00,20.00,7.25,152.25,1,
Coffee Island AIPL,2026-02-03,17,DINE IN,1530.00,124.00,1406.00,0.00,70.30,1476.30,2,
Coffee Island AIPL,2026-02-03,17,TAKEAWAY,925.00,0.00,925.00,0.00,46.25,971.25,1,
Coffee Island AIPL,2026-02-03,17,DELIVERY,310.00,72.00,238.00,20.00,12.90,270.90,1,
Coffee Island AIPL,2026-02-03,18,DELIVERY,620.00,125.00,495.00,20.00,25.76,540.76,1,
Coffee Island AIPL,2026-02-03,20,DELIVERY,310.00,155.00,155.00,20.00,8.75,183.75,1,
Coffee Island AIPL,2026-02-03,20,DINE IN,1275.00,47.50,1227.50,0.00,61.38,1288.88,3,
Coffee Island AIPL,2026-02-03,21,DINE IN,480.00,0.00,480.00,0.00,24.00,504.00,2,
Coffee Island AIPL,2026-02-03,22,DELIVERY,1279.00,275.00,1004.00,40.00,52.20,1096.20,2,
Coffee Island - Amanora Mall,2026-02-03,11,DINE IN,250.00,0.00,250.00,0.00,12.50,262.50,2,
Coffee Island - Amanora Mall,2026-02-03,12,DINE IN,1360.00,112.00,1248.00,0.00,62.40,1310.40,2,
Coffee Island - Amanora Mall,2026-02-03,13,TAKEAWAY,870.00,0.00,870.00,0.00,43.50,913.50,2,
Coffee Island - Amanora Mall,2026-02-03,13,DINE IN,1240.00,0.00,1240.00,0.00,62.00,1302.00,1,
Coffee Island - Amanora Mall,2026-02-03,14,DINE IN,1990.00,0.00,1990.00,0.00,99.50,2089.50,3,
Coffee Island - Amanora Mall,2026-02-03,14,DELIVERY,570.00,250.00,320.00,20.00,17.00,357.00,1,
Coffee Island - Amanora Mall,2026-02-03,14,TAKEAWAY,580.00,0.00,580.00,0.00,29.00,609.00,2,
Coffee Island - Amanora Mall,2026-02-03,15,DINE IN,2360.71,249.00,2111.71,0.00,105.59,2217.30,8,
Coffee Island - Amanora Mall,2026-02-03,16,DINE IN,970.00,0.00,970.00,0.00,48.50,1018.50,2,
Coffee Island - Amanora Mall,2026-02-03,16,DELIVERY,680.00,340.00,340.00,20.00,18.00,378.00,1,
Coffee Island - Amanora Mall,2026-02-03,17,DINE IN,1320.00,0.00,1320.00,0.00,66.00,1386.00,4,
Coffee Island - Amanora Mall,2026-02-03,18,DINE IN,5885.71,387.00,5498.71,0.00,274.94,5773.65,9,
Coffee Island - Amanora Mall,2026-02-03,19,DINE IN,674.30,0.00,674.30,0.00,33.72,708.02,4,
Coffee Island - Amanora Mall,2026-02-03,20,TAKEAWAY,1590.00,0.00,1590.00,0.00,79.50,1669.50,2,
Coffee Island - Amanora Mall,2026-02-03,20,DINE IN,3030.00,0.00,3030.00,0.00,151.50,3181.50,4,
Coffee Island - Amanora Mall,2026-02-03,21,DINE IN,1940.00,0.00,1940.00,0.00,97.00,2037.00,3,
Coffee Island - Amanora Mall,2026-02-03,21,DELIVERY,640.00,125.00,515.00,20.00,26.75,561.75,1,
Coffee Island - Amanora Mall,2026-02-03,21,TAKEAWAY,280.00,0.00,280.00,0.00,14.00,294.00,1,
Coffee Island - Amanora Mall,2026-02-03,22,DINE IN,475.00,0.00,475.00,0.00,23.75,498.75,3,
Coffee Island - Amanora Mall,2026-02-03,23,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,2,
Coffee Island - Tribeca Pune,2026-02-03,8,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,
Coffee Island - Tribeca Pune,2026-02-03,10,DELIVERY,666.95,250.00,416.95,20.00,21.84,458.79,1,
Coffee Island - Tribeca Pune,2026-02-03,11,DINE IN,1420.00,1.00,1419.00,0.00,70.95,1489.95,3,
Coffee Island - Tribeca Pune,2026-02-03,12,DELIVERY,1400.00,690.00,710.00,20.00,36.50,766.50,1,
Coffee Island - Tribeca Pune,2026-02-03,13,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,
Coffee Island - Tribeca Pune,2026-02-03,13,DELIVERY,1555.00,625.00,930.00,60.00,49.50,1039.50,3,
Coffee Island - Tribeca Pune,2026-02-03,14,DINE IN,199.00,199.00,0.00,0.00,0.00,0.00,2,
Coffee Island - Tribeca Pune,2026-02-03,15,DINE IN,1540.00,0.00,1540.00,0.00,77.00,1617.00,4,
Coffee Island - Tribeca Pune,2026-02-03,15,DELIVERY,975.00,72.00,903.00,40.00,47.15,990.15,2,
Coffee Island - Tribeca Pune,2026-02-03,16,DINE IN,2244.00,66.00,2178.00,0.00,108.90,2286.90,5,
Coffee Island - Tribeca Pune,2026-02-03,17,DINE IN,210.00,0.00,210.00,0.00,10.50,220.50,2,
Coffee Island - Tribeca Pune,2026-02-03,17,DELIVERY,1250.00,620.00,630.00,40.00,33.50,703.50,2,
Coffee Island - Tribeca Pune,2026-02-03,18,DINE IN,2380.00,0.00,2380.00,0.00,119.00,2499.00,3,
Coffee Island - Tribeca Pune,2026-02-03,19,DINE IN,1060.00,146.00,914.00,0.00,45.70,959.70,2,
Coffee Island - Tribeca Pune,2026-02-03,20,DELIVERY,930.00,465.00,465.00,40.00,25.25,530.25,2,
Coffee Island - Tribeca Pune,2026-02-03,20,DINE IN,1889.00,237.50,1651.50,0.00,82.59,1734.09,3,
Coffee Island - Tribeca Pune,2026-02-03,21,DINE IN,1800.00,0.00,1800.00,0.00,90.00,1890.00,3,
Coffee Island - Tribeca Pune,2026-02-03,21,DELIVERY,1420.00,700.00,720.00,40.00,38.00,798.00,2,
Coffee Island - Tribeca Pune,2026-02-03,22,DINE IN,450.00,78.00,372.00,0.00,18.60,390.60,1,
Coffee Island - Tribeca Pune,2026-02-03,23,TAKEAWAY,290.00,0.00,290.00,0.00,14.50,304.50,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,0,DINE IN,875.00,0.00,875.00,0.00,43.75,918.75,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,0,DELIVERY,320.00,160.00,160.00,0.00,8.00,168.00,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,1,DINE IN,510.00,0.00,510.00,0.00,25.50,535.50,4,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,1,TAKEAWAY,610.00,0.00,610.00,0.00,30.50,640.50,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,3,TAKEAWAY,415.00,0.00,415.00,0.00,20.75,435.75,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,4,DINE IN,840.00,0.00,840.00,0.00,42.00,882.00,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,5,TAKEAWAY,190.00,0.00,190.00,0.00,9.50,199.50,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,5,DINE IN,610.00,0.00,610.00,0.00,30.50,640.50,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,6,DELIVERY,592.54,160.00,432.54,0.00,21.63,454.17,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,6,DINE IN,460.00,0.00,460.00,0.00,23.00,483.00,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,7,TAKEAWAY,1010.00,0.00,1010.00,0.00,50.50,1060.50,3,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,7,DINE IN,600.00,0.00,600.00,0.00,30.00,630.00,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,8,DINE IN,1004.71,0.00,1004.71,0.00,50.24,1054.95,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,8,TAKEAWAY,580.00,0.00,580.00,0.00,29.00,609.00,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,9,DELIVERY,2871.00,1307.50,1563.50,80.00,82.17,1725.67,6,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,9,TAKEAWAY,420.00,0.00,420.00,0.00,21.00,441.00,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,9,DINE IN,1560.00,0.00,1560.00,0.00,78.00,1638.00,3,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,10,DINE IN,910.00,0.00,910.00,0.00,45.50,955.50,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,10,DELIVERY,4006.00,1740.00,2266.00,100.00,118.30,2484.30,8,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,10,TAKEAWAY,280.00,0.00,280.00,0.00,14.00,294.00,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,11,TAKEAWAY,330.00,0.00,330.00,0.00,16.50,346.50,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,11,DINE IN,2095.24,0.00,2095.24,0.00,104.77,2200.01,5,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,11,DELIVERY,920.00,460.00,460.00,40.00,25.00,525.00,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,12,DELIVERY,2850.00,1361.00,1489.00,60.00,77.45,1626.45,4,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,12,DINE IN,620.00,0.00,620.00,0.00,31.00,651.00,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,13,DINE IN,2490.00,0.00,2490.00,0.00,124.50,2614.50,4,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,13,DELIVERY,310.00,155.00,155.00,20.00,8.75,183.75,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,13,TAKEAWAY,560.00,11.00,549.00,0.00,27.46,576.46,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,14,DINE IN,5015.00,0.00,5015.00,0.00,250.75,5265.75,6,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,14,DELIVERY,300.00,150.00,150.00,20.00,8.50,178.50,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,15,DELIVERY,1140.00,540.00,600.00,20.00,31.00,651.00,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,15,DINE IN,2825.71,0.00,2825.71,0.00,141.29,2967.00,11,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,15,TAKEAWAY,210.00,0.00,210.00,0.00,10.50,220.50,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,16,DINE IN,1850.00,0.00,1850.00,0.00,92.50,1942.50,6,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,16,DELIVERY,1391.90,595.00,796.90,40.00,41.85,878.75,4,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,16,TAKEAWAY,230.00,32.00,198.00,0.00,9.90,207.90,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,17,DINE IN,3170.00,171.00,2999.00,0.00,149.95,3148.95,5,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,17,TAKEAWAY,540.00,0.00,540.00,0.00,27.00,567.00,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,17,DELIVERY,310.00,155.00,155.00,20.00,8.75,183.75,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,18,DINE IN,3480.00,0.00,3480.00,0.00,174.00,3654.00,4,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,19,DINE IN,2670.00,0.00,2670.00,0.00,133.50,2803.50,5,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,19,TAKEAWAY,560.00,0.00,560.00,0.00,28.00,588.00,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,20,DINE IN,3270.00,32.00,3238.00,0.00,161.90,3399.90,7,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,20,TAKEAWAY,230.00,0.00,230.00,0.00,11.50,241.50,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,21,DINE IN,1930.00,269.00,1661.00,0.00,83.05,1744.05,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,22,DINE IN,1000.00,95.00,905.00,0.00,45.25,950.25,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,22,TAKEAWAY,1370.00,0.00,1370.00,0.00,68.50,1438.50,3,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,22,DELIVERY,310.00,72.00,238.00,0.00,11.90,249.90,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,23,DELIVERY,870.00,405.00,465.00,40.00,25.25,530.25,2,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,23,TAKEAWAY,205.00,0.00,205.00,0.00,10.25,215.25,1,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,23,DINE IN,1690.00,10.00,1680.00,0.00,84.00,1764.00,3,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,12,TAKEAWAY,310.00,0.00,310.00,0.00,15.50,325.50,1,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,13,DINE IN,278.10,0.00,278.10,0.00,13.91,292.01,3,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,14,DINE IN,618.10,0.00,618.10,0.00,30.91,649.01,1,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,15,DINE IN,1655.71,0.00,1655.71,0.00,82.79,1738.50,3,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,16,DINE IN,1123.57,0.00,1123.57,0.00,56.18,1179.75,3,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,17,TAKEAWAY,240.00,0.00,240.00,0.00,12.00,252.00,1,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,17,DINE IN,944.30,0.00,944.30,0.00,47.23,991.53,6,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,19,DINE IN,440.00,0.00,440.00,0.00,22.00,462.00,1,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,20,DINE IN,1341.90,523.80,818.10,0.00,40.91,859.01,4,
Coffee Island NSP - New Delhi,2026-02-03,0,DINE IN,290.00,0.00,290.00,0.00,14.50,304.50,1,
Coffee Island NSP - New Delhi,2026-02-03,0,TAKEAWAY,640.00,0.00,640.00,0.00,32.00,672.00,1,
Coffee Island NSP - New Delhi,2026-02-03,3,DINE IN,470.00,0.00,470.00,0.00,23.50,493.50,1,
Coffee Island NSP - New Delhi,2026-02-03,4,DINE IN,2110.20,0.00,2110.20,0.00,379.83,2490.03,1,
Coffee Island NSP - New Delhi,2026-02-03,6,DINE IN,240.00,0.00,240.00,0.00,12.00,252.00,1,
Coffee Island NSP - New Delhi,2026-02-03,10,DELIVERY,855.00,427.50,427.50,40.00,22.38,489.88,2,
Coffee Island NSP - New Delhi,2026-02-03,11,DELIVERY,1224.00,369.88,854.12,20.00,42.71,916.83,1,
Coffee Island NSP - New Delhi,2026-02-03,12,TAKEAWAY,260.00,0.00,260.00,0.00,13.00,273.00,1,
Coffee Island NSP - New Delhi,2026-02-03,12,DINE IN,1025.00,71.00,954.00,0.00,47.70,1001.70,3,
Coffee Island NSP - New Delhi,2026-02-03,12,DELIVERY,300.00,150.00,150.00,20.00,7.50,177.50,1,
Coffee Island NSP - New Delhi,2026-02-03,13,DINE IN,199.00,28.00,171.00,0.00,8.55,179.55,2,
Coffee Island NSP - New Delhi,2026-02-03,14,DELIVERY,1940.00,970.00,970.00,40.00,49.50,1059.50,2,
Coffee Island NSP - New Delhi,2026-02-03,14,DINE IN,1898.00,20.00,1878.00,0.00,93.90,1971.90,3,
Coffee Island NSP - New Delhi,2026-02-03,15,DINE IN,2138.00,0.00,2138.00,0.00,106.90,2244.90,3,
Coffee Island NSP - New Delhi,2026-02-03,16,DINE IN,520.00,72.50,447.50,0.00,22.38,469.88,3,
Coffee Island NSP - New Delhi,2026-02-03,17,DINE IN,907.00,0.00,907.00,0.00,45.35,952.35,3,
Coffee Island NSP - New Delhi,2026-02-03,17,DELIVERY,1322.00,384.20,937.80,20.00,46.89,1004.69,1,
Coffee Island NSP - New Delhi,2026-02-03,18,DELIVERY,540.00,235.00,305.00,20.00,15.25,340.25,1,
Coffee Island NSP - New Delhi,2026-02-03,20,DINE IN,1300.00,0.00,1300.00,0.00,65.00,1365.00,3,
Coffee Island NSP - New Delhi,2026-02-03,21,DINE IN,2339.00,0.00,2339.00,0.00,116.95,2455.95,3,
Coffee Island NSP - New Delhi,2026-02-03,21,DELIVERY,1780.00,645.48,1134.52,40.00,57.73,1232.25,2,
Coffee Island NSP - New Delhi,2026-02-03,22,DELIVERY,751.02,299.99,451.03,20.00,39.03,510.06,1,
Coffee Island NSP - New Delhi,2026-02-03,23,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,2,
Coffee Island NSP - New Delhi,2026-02-03,23,DELIVERY,250.00,125.00,125.00,20.00,6.25,151.25,1,

