Generated On: 2026-02-06 10:37:34 am
*All the values shown here are in INR,

Outlet Name,Cluster,Format,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,12,DELIVERY,2340.00,590.00,1750.00,20.00,88.50,1858.50,2,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,13,DELIVERY,591.00,205.00,386.00,0.00,19.30,405.30,1,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,13,ONLINE,340.00,340.00,0.00,0.00,0.00,0.00,1,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,13,TAKEAWAY,865.00,0.00,865.00,0.00,43.25,908.25,2,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,13,DINE IN,4770.00,200.00,4570.00,0.00,228.50,4798.50,7,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,14,DINE IN,6640.00,59.00,6581.00,0.00,329.06,6910.06,11,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,14,DELIVERY,1470.00,735.00,735.00,20.00,37.75,792.75,3,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,15,DINE IN,650.00,0.00,650.00,0.00,32.50,682.50,5,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,16,TAKEAWAY,880.00,0.00,880.00,0.00,44.00,924.00,2,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,16,DINE IN,5830.00,0.00,5830.00,0.00,291.50,6121.50,9,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,16,DELIVERY,480.00,240.00,240.00,20.00,13.00,273.00,2,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,17,DINE IN,3165.00,0.00,3165.00,0.00,158.25,3323.25,6,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,17,TAKEAWAY,600.00,40.00,560.00,0.00,28.00,588.00,2,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,17,DELIVERY,530.00,221.00,309.00,20.00,16.45,345.45,1,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,18,DINE IN,5010.00,80.00,4930.00,0.00,246.50,5176.50,8,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,18,DELIVERY,250.00,125.00,125.00,0.00,6.25,131.25,1,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,18,TAKEAWAY,280.00,0.00,280.00,0.00,14.00,294.00,1,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,19,DINE IN,4440.00,0.00,4440.00,0.00,222.00,4662.00,5,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,19,DELIVERY,250.00,125.00,125.00,20.00,7.25,152.25,1,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,19,TAKEAWAY,230.00,0.00,230.00,0.00,11.50,241.50,1,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,20,DINE IN,1490.00,31.00,1459.00,0.00,72.95,1531.95,3,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,21,DINE IN,1675.00,0.00,1675.00,0.00,83.75,1758.75,3,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,21,TAKEAWAY,268.10,0.00,268.10,0.00,13.41,281.51,2,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,22,TAKEAWAY,319.30,0.00,319.30,0.00,15.97,335.27,2,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,22,DINE IN,1465.00,0.00,1465.00,0.00,73.25,1538.25,4,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,22,DELIVERY,2220.80,635.00,1585.80,0.00,79.29,1665.09,2,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,23,DINE IN,2145.00,0.00,2145.00,0.00,107.25,2252.25,5,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,23,TAKEAWAY,330.00,0.00,330.00,0.00,16.50,346.50,1,
Coffee Island Eros Churchgate - Mumbai,Coffee Island Eros Churchgate - Mumbai,CAFE,2026-02-05,23,DELIVERY,1290.00,592.50,697.50,20.00,35.87,753.37,1,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,12,DINE IN,580.00,0.00,580.00,0.00,29.00,609.00,1,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,13,DINE IN,190.00,0.00,190.00,0.00,9.50,199.50,1,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,14,DINE IN,250.00,0.00,250.00,0.00,12.50,262.50,1,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,16,DINE IN,3990.00,0.00,3990.00,0.00,199.51,4189.51,7,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,17,DINE IN,3156.20,0.00,3156.20,0.00,157.81,3314.01,6,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,18,DINE IN,960.00,100.00,860.00,0.00,43.00,903.00,1,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,19,DINE IN,3437.00,0.00,3437.00,0.00,171.85,3608.85,6,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,19,TAKEAWAY,330.00,0.00,330.00,0.00,16.50,346.50,1,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,20,DINE IN,888.98,266.69,622.29,0.00,112.01,734.30,1,
Coffee Island Phoenix Market City - Mumbai,Coffee Island Phoenix Market City - Mumbai,CAFE,2026-02-05,21,DINE IN,2254.00,0.00,2254.00,0.00,112.70,2366.70,5,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,0,TAKEAWAY,630.00,0.00,630.00,0.00,31.50,661.50,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,0,DINE IN,1265.00,0.00,1265.00,0.00,63.25,1328.25,5,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,1,DELIVERY,410.00,205.00,205.00,20.00,10.25,235.25,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,2,DELIVERY,500.00,250.00,250.00,20.00,12.50,282.50,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,2,DINE IN,1510.00,0.00,1510.00,0.00,75.50,1585.50,2,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,3,DELIVERY,830.00,0.00,830.00,20.00,41.50,891.50,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,3,DINE IN,607.14,0.00,607.14,0.00,30.36,637.50,2,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,3,TAKEAWAY,460.00,0.00,460.00,0.00,23.00,483.00,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,4,DINE IN,440.00,0.00,440.00,0.00,22.00,462.00,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,10,DINE IN,520.00,0.00,520.00,0.00,26.00,546.00,2,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,11,DELIVERY,1110.00,555.00,555.00,60.00,28.76,643.76,3,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,12,DINE IN,2690.00,197.00,2493.00,0.00,124.65,2617.65,4,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,13,DINE IN,230.00,0.00,230.00,0.00,11.50,241.50,2,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,14,DELIVERY,620.00,220.00,400.00,20.00,21.00,441.00,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,15,DELIVERY,1380.00,690.00,690.00,80.00,36.50,806.50,4,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,15,DINE IN,2810.00,200.00,2610.00,0.00,130.50,2740.50,4,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,16,DINE IN,560.00,104.00,456.00,0.00,22.80,478.80,3,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,16,DELIVERY,300.00,150.00,150.00,20.00,7.50,177.50,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,17,TAKEAWAY,310.00,46.50,263.50,0.00,13.18,276.68,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,17,DELIVERY,801.90,274.99,526.91,40.00,26.35,593.26,2,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,17,DINE IN,1830.00,0.00,1830.00,0.00,91.50,1921.50,3,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,18,DINE IN,2810.00,0.00,2810.00,0.00,140.50,2950.50,2,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,19,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,20,DINE IN,1170.00,137.50,1032.50,0.00,51.63,1084.13,2,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,20,DELIVERY,350.00,80.00,270.00,20.00,13.50,303.50,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,21,TAKEAWAY,365.00,0.00,365.00,0.00,18.25,383.25,1,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,22,DINE IN,1390.00,0.00,1390.00,0.00,69.50,1459.50,3,
Coffee Island NSP - New Delhi,Coffee Island NSP - New Delhi,CAFE,2026-02-05,23,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,

