Generated On: 2026-02-05 01:50:00 pm
*All the values shown here are in INR,

Outlet Name,Cluster,Format,Date,Hour,Tab,Sale,Discount,Net Sale,Total Charges,Total Tax,Gross Sale,NOB,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,0,DINE IN,4255.24,0.00,4255.24,212.76,223.40,4691.40,3,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,1,TAKEAWAY,870.00,0.00,870.00,0.00,43.50,913.50,3,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,1,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,2,TAKEAWAY,560.00,0.00,560.00,0.00,28.00,588.00,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,3,DELIVERY,519.00,124.99,394.01,20.00,20.70,434.71,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,5,DINE IN,1090.00,109.00,981.00,49.05,51.50,1081.55,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,7,TAKEAWAY,210.00,0.00,210.00,0.00,10.50,220.50,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,7,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,7,DELIVERY,330.00,80.00,250.00,20.00,13.50,283.50,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,8,DINE IN,1820.86,0.00,1820.86,91.04,156.07,2067.97,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,9,TAKEAWAY,250.00,0.00,250.00,0.00,12.50,262.50,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,9,DINE IN,210.00,52.50,157.50,7.88,8.27,173.65,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,10,DELIVERY,1909.17,674.99,1234.18,80.00,65.71,1379.89,4,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,10,DINE IN,1659.00,340.00,1319.00,82.95,70.11,1472.06,2,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,11,TAKEAWAY,400.00,0.00,400.00,0.00,20.00,420.00,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,11,DINE IN,1180.00,295.00,885.00,44.25,46.48,975.73,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,12,DINE IN,3490.00,315.00,3175.00,158.75,166.69,3500.44,4,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,12,TAKEAWAY,290.00,5.00,285.00,0.00,14.25,299.25,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,12,DELIVERY,320.00,80.00,240.00,20.00,13.00,273.00,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,13,DINE IN,450.00,112.50,337.50,16.88,17.72,372.10,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,14,TAKEAWAY,280.00,84.00,196.00,0.00,9.80,205.80,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,14,DELIVERY,1075.00,375.00,700.00,20.00,36.00,756.00,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,14,DINE IN,0.00,0.00,0.00,0.00,0.00,0.00,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,15,TAKEAWAY,780.00,0.00,780.00,0.00,39.00,819.00,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,15,DELIVERY,988.57,150.00,838.57,40.00,43.93,922.50,2,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,15,DINE IN,325.00,0.00,325.00,16.25,17.06,358.31,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,16,DINE IN,240.00,0.00,240.00,12.00,12.60,264.60,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,16,DELIVERY,640.00,230.00,410.00,20.00,21.50,451.50,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,16,TAKEAWAY,385.00,0.00,385.00,0.00,19.25,404.25,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,17,TAKEAWAY,230.00,0.00,230.00,0.00,11.50,241.50,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,18,DINE IN,3420.00,23.00,3397.00,169.85,178.36,3745.21,4,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,19,DINE IN,3801.42,0.00,3801.42,190.07,199.58,4191.07,3,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,20,DELIVERY,350.00,175.00,175.00,20.00,9.75,204.75,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,20,DINE IN,1550.00,0.00,1550.00,77.50,81.38,1708.88,2,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,21,TAKEAWAY,300.00,0.00,300.00,0.00,15.00,315.00,1,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,21,DINE IN,2095.71,111.00,1984.71,99.24,104.20,2188.15,3,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,22,DINE IN,425.00,0.00,425.00,21.25,22.31,468.56,4,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,23,DINE IN,2220.00,205.00,2015.00,100.75,105.79,2221.54,3,
Coffee Island Beyond GK II,Coffee Island Beyond GK II,CAFE,2026-02-04,23,TAKEAWAY,790.00,0.00,790.00,0.00,39.50,829.50,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,8,TAKEAWAY,530.00,114.00,416.00,0.00,20.80,436.80,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,9,DINE IN,240.00,0.00,240.00,0.00,12.00,252.00,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,9,TAKEAWAY,510.00,16.00,494.00,0.00,24.70,518.70,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,9,DELIVERY,1180.00,590.00,590.00,40.00,31.50,661.50,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,10,DELIVERY,1715.00,735.00,980.00,60.00,52.00,1092.00,3,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,10,DINE IN,633.33,158.33,475.00,0.00,23.76,498.76,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,10,TAKEAWAY,910.00,91.00,819.00,0.00,40.95,859.95,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,11,DINE IN,2170.00,0.00,2170.00,0.00,108.50,2278.50,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,11,DELIVERY,910.00,455.00,455.00,40.00,24.75,519.75,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,12,DINE IN,5070.00,528.00,4542.00,0.00,227.13,4769.13,6,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,12,DELIVERY,1440.00,667.00,773.00,80.00,42.65,895.65,4,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,13,DINE IN,3505.00,92.00,3413.00,0.00,170.65,3583.65,4,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,13,TAKEAWAY,560.00,56.00,504.00,0.00,25.20,529.20,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,13,DELIVERY,355.00,177.50,177.50,20.00,9.88,207.38,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,14,TAKEAWAY,1050.00,31.00,1019.00,0.00,50.95,1069.95,4,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,14,DELIVERY,1850.00,810.00,1040.00,60.00,55.00,1155.00,3,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,15,DINE IN,1390.00,52.00,1338.00,0.00,66.90,1404.90,3,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,15,DELIVERY,600.00,155.00,445.00,40.00,24.25,509.25,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,15,TAKEAWAY,1490.00,203.00,1287.00,0.00,64.35,1351.35,3,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,16,DINE IN,1960.00,77.50,1882.50,0.00,94.13,1976.63,5,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,16,TAKEAWAY,385.71,0.00,385.71,0.00,19.29,405.00,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,17,DINE IN,2880.00,81.00,2799.00,0.00,139.95,2938.95,4,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,17,TAKEAWAY,330.00,0.00,330.00,0.00,16.50,346.50,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,17,DELIVERY,350.00,175.00,175.00,20.00,9.75,204.75,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,18,DINE IN,1520.00,220.00,1300.00,0.00,65.01,1365.01,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,18,DELIVERY,320.00,160.00,160.00,20.00,9.00,189.00,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,18,TAKEAWAY,1050.00,67.00,983.00,0.00,49.15,1032.15,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,19,DELIVERY,395.00,197.50,197.50,20.00,10.88,228.38,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,19,DINE IN,2090.00,82.00,2008.00,0.00,100.40,2108.40,3,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,20,TAKEAWAY,330.00,0.00,330.00,0.00,16.50,346.50,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,20,DELIVERY,620.00,310.00,310.00,20.00,16.50,346.50,1,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,20,DINE IN,1790.00,140.00,1650.00,0.00,82.50,1732.50,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,21,DELIVERY,620.00,310.00,310.00,40.00,17.50,367.50,2,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,21,DINE IN,5614.77,1097.41,4517.36,0.00,225.92,4743.28,3,
Coffee Island HQ-27,Coffee island HQ-27,CAFE,2026-02-04,22,DELIVERY,610.00,305.00,305.00,20.00,16.25,341.25,1,
