All the values shown here are in INR.

  Building Type,Area,Region,Outlet Name,Date,Source,No Of Items,No Of Bills,Employee Meal Bills,Sale,Discount,Packaging Charge [CART - SWIGGY],Restaurant Charge,Delivery Charge,Platform Fee Charge,Restaurant Packaging Charges,Packaging Charge,Smile Amount Charge,Charges,Net Sale,GST @5%,GST @18%,GST @12%,ECom_GST@5%,Total Tax,Total Amount,Round Off,Gross Amount,
"-","-","North","Coffee Island HQ-27",2025-06-23,"POS",159.00,42,0,22582.80,770.14,0,0,0,0,0,0,0,0.00,21812.66,1002.18,223.35,63.20,0,1288.73,23101.39,1.61,23103.00,
"-","-","North","Coffee Island HQ-27",2025-06-23,"Swiggy-Bolt Urgent",10.00,1,0,1310.00,765.00,0,0,0,0,0,0,0,0.00,545.00,0,0,0,27.25,27.25,572.25,-0.25,572.00,
"-","-","North","Coffee Island HQ-27",2025-06-23,"Mobile App",4.00,2,0,457.00,293.00,0,5.00,0,0,0,0,0,5.00,164.00,9.10,0,0,0,9.10,178.10,-0.10,178.00,
"-","-","North","Coffee Island HQ-27",2025-06-24,"Zomato",30.00,12,0,4180.87,1292.62,0,0,0,0,240.00,0,0,240.00,2888.25,0,0,0,142.02,142.02,3270.27,-0.27,3270.00,
"-","-","North","Coffee Island HQ-27",2025-06-24,"Swiggy",8.00,2,0,850.00,397.00,0,0,0,0,0,0,0,0.00,453.00,0,0,0,22.65,22.65,475.65,0.35,476.00,
"-","-","North","Coffee Island HQ-27",2025-06-24,"Mobile App",7.00,4,0,1304.00,779.00,0,10.00,0,0,0,0,0,10.00,525.00,28.05,0,0,0,28.05,563.05,-0.05,563.00,
"-","-","North","Coffee Island HQ-27",2025-06-24,"POS",146.00,41,0,19550.61,1290.19,0,0,0,0,0,0,0,0.00,18260.42,884.11,79.32,16.39,0,979.82,19240.24,1.76,19242.00,
"-","-","North","Coffee Island HQ-27",2025-06-25,"POS",132.00,46,0,17428.31,365.20,0,0,0,0,0,0,0,0.00,17063.11,811.49,82.22,44.99,0,938.70,18001.81,1.19,18003.00,
"-","-","North","Coffee Island HQ-27",2025-06-25,"Swiggy",21.00,2,0,2086.25,782.00,0,0,0,0,0,0,0,0.00,1304.25,0,0,0,65.22,65.22,1369.47,0.53,1370.00,
"-","-","North","Coffee Island HQ-27",2025-06-25,"Zomato",21.00,8,0,3029.79,459.53,0,0,0,0,160.00,0,0,160.00,2570.26,0,0,0,136.51,136.51,2866.77,1.23,2868.00,
"-","-","North","Coffee Island HQ-27",2025-06-25,"Mobile App",4.00,2,0,419.00,419.00,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,
"-","-","North","Coffee Island HQ-27",2025-06-26,"Zomato",27.00,9,0,3591.20,1038.68,0,0,0,0,180.00,0,0,180.00,2552.51,0,0,0,136.62,136.62,2869.13,1.87,2871.00,
"-","-","North","Coffee Island HQ-27",2025-06-26,"POS",211.00,67,0,31184.71,1211.54,0,0,0,0,0,0,0,0.00,29973.17,1447.77,101.01,54.64,0,1603.42,31576.59,1.41,31578.00,
"-","-","North","Coffee Island HQ-27",2025-06-26,"Swiggy",22.00,8,0,2832.50,812.00,0,0,0,0,0,0,0,0.00,2020.50,0,0,0,101.02,101.02,2121.52,-0.52,2121.00,
"-","-","North","Coffee Island HQ-27",2025-06-26,"Mobile App",12.00,3,0,2001.00,379.00,0,10.00,0,5.00,0,0,0,15.00,1622.00,27.45,202.86,0,0,230.31,1867.31,0.69,1868.00,
"-","-","North","Coffee Island HQ-27",2025-06-26,"Swiggy-Bolt Urgent",3.00,1,0,230.00,46.00,0,0,0,0,0,0,0,0.00,184.00,0,0,0,9.20,9.20,193.20,-0.20,193.00,
"-","-","North","Coffee Island HQ-27",2025-06-27,"POS",205.00,61,0,30644.11,1075.91,0,0,0,0,0,0,0,0.00,29568.20,1451.81,70.27,16.87,0,1538.95,31107.15,0.85,31108.00,
"-","-","North","Coffee Island HQ-27",2025-06-27,"Zomato",33.00,12,0,5731.61,1156.25,0,0,0,0,240.00,0,0,240.00,4575.36,0,0,0,240.77,240.77,5056.13,2.87,5059.00,
"-","-","North","Coffee Island HQ-27",2025-06-27,"Swiggy",21.00,7,0,2792.50,669.99,0,0,0,0,0,0,0,0.00,2122.51,0,0,0,106.13,106.13,2228.64,0.36,2229.00,
"-","-","North","Coffee Island HQ-27",2025-06-27,"Mobile App",7.00,2,0,857.00,180.00,0,10.00,0,0,0,0,0,10.00,677.00,35.65,0,0,0,35.65,722.65,0.35,723.00,
"-","-","North","Coffee Island HQ-27",2025-06-27,"Swiggy-Bolt Urgent",2.00,1,0,250.00,65.00,0,0,0,0,0,0,0,0.00,185.00,0,0,0,9.25,9.25,194.25,-0.25,194.00,
"-","-","North","Coffee Island HQ-27",2025-06-28,"Zomato",21.00,7,0,3142.50,739.63,0,0,0,0,140.00,0,0,140.00,2402.87,0,0,0,127.14,127.14,2670.01,0.99,2671.00,
"-","-","North","Coffee Island HQ-27",2025-06-28,"POS",132.00,45,0,17355.70,479.36,0,0,0,0,0,0,0,0.00,16876.34,791.12,169.48,13.39,0,973.99,17850.33,1.67,17852.00,
"-","-","North","Coffee Island HQ-27",2025-06-28,"Swiggy",14.00,5,0,2157.28,464.98,0,0,0,0,0,0,0,0.00,1692.30,0,23.88,0,77.98,101.86,1794.16,-0.16,1794.00,
"-","-","North","Coffee Island HQ-27",2025-06-28,"Mobile App",1.00,1,0,579.00,127.00,0,5.00,30.00,5.00,0,0,0,40.00,452.00,7.20,0,54.24,0,61.44,553.44,-0.44,553.00,
"-","-","North","Coffee Island HQ-27",2025-06-29,"Zomato",23.00,7,0,3726.25,1330.00,0,0,0,0,140.00,0,0,140.00,2396.25,0,0,0,126.81,126.81,2663.06,1.94,2665.00,
"-","-","North","Coffee Island HQ-27",2025-06-29,"Swiggy",13.00,5,0,2048.25,531.99,0,0,0,0,0,0,0,0.00,1516.26,0,58.93,0,59.44,118.37,1634.63,0.37,1635.00,
"-","-","North","Coffee Island HQ-27",2025-06-29,"POS",67.00,18,0,8909.31,629.71,0,0,0,0,0,0,0,0.00,8279.60,363.64,181.18,0,0,544.82,8824.42,1.58,8826.00,
"-","-","North","Coffee Island HQ-27",2025-06-29,"Swiggy-Bolt Urgent",2.00,1,0,270.00,65.00,0,0,0,0,0,0,0,0.00,205.00,0,0,0,10.25,10.25,215.25,-0.25,215.00,
"-","-","North","Coffee Island HQ-27",2025-06-30,"Zomato",7.00,3,0,1060.00,390.00,0,0,0,0,60.00,0,0,60.00,670.00,0,0,0,36.50,36.50,766.50,0.50,767.00,
"-","-","North","Coffee Island HQ-27",2025-06-30,"Swiggy",18.00,7,0,2675.00,629.99,0,0,0,0,0,0,0,0.00,2045.01,0,0,0,102.25,102.25,2147.26,0.74,2148.00,
"-","-","North","Coffee Island HQ-27",2025-06-30,"Mobile App",8.00,3,0,845.00,136.00,0,15.00,0,0,0,0,0,15.00,709.00,38.15,0,0,0,38.15,762.15,-0.15,762.00,
"-","-","North","Coffee Island HQ-27",2025-06-30,"POS",134.00,46,0,22142.44,1173.40,0,0,0,0,0,0,0,0.00,20969.04,967.51,246.23,30.00,0,1243.74,22212.78,1.22,22214.00,
"-","-","North","Coffee Island AIPL",2025-06-03,"Mobile App",66.00,12,0,9569.00,0.00,0,210.00,120.00,30.00,0,0,5.00,365.00,9569.00,456.35,194.22,79.08,0,729.65,10663.65,2.35,10666.00,
"-","-","North","Coffee Island AIPL",2025-06-04,"Mobile App",8.00,5,0,1352.00,0.00,0,125.00,150.00,25.00,0,0,0,300.00,1352.00,110.40,0,26.88,0,137.28,1789.28,0.72,1790.00,
"-","-","North","Coffee Island AIPL",2025-06-06,"Mobile App",9.00,7,0,1799.00,0.00,0,70.00,0,0,0,0,0,70.00,1799.00,102.55,0,0,0,102.55,1971.55,2.45,1974.00,
"-","-","North","Coffee Island AIPL",2025-06-09,"Mobile App",29.00,4,0,3380.00,80.00,0,55.00,30.00,5.00,0,0,0,90.00,3300.00,134.29,86.82,54.72,0,275.83,3665.83,0.17,3666.00,
"-","-","North","Coffee Island AIPL",2025-06-18,"POS",98.00,22,0,14538.13,1377.10,0,0,0,0,0,0,0,0.00,13161.03,658.02,0,0,0,658.02,13819.05,0.95,13820.00,
"-","-","North","Coffee Island AIPL",2025-06-18,"Mobile App",1.00,1,0,38.00,0.00,0,5.00,0,0,0,0,0,5.00,38.00,2.80,0,0,0,2.80,45.80,0.20,46.00,
"-","-","North","Coffee Island AIPL",2025-06-19,"Zomato",3.00,2,0,632.50,100.00,0,0,0,0,0,0,0,0.00,532.50,26.62,0,0,0,26.62,559.12,-0.12,559.00,
"-","-","North","Coffee Island AIPL",2025-06-19,"POS",147.00,43,0,21517.72,563.82,0,0,0,0,0,0,0,0.00,20953.90,1001.05,27.46,93.64,0,1122.16,22076.06,8.94,22085.00,
"-","-","North","Coffee Island AIPL",2025-06-20,"POS",188.00,44,0,26910.75,218.88,0,0,0,0,0,0,0,0.00,26691.87,1284.05,181.98,0,0,1466.04,28157.91,9.09,28167.00,
"-","-","North","Coffee Island AIPL",2025-06-20,"Mobile App",3.00,3,0,541.00,100.00,0,15.00,0,0,0,0,0,15.00,441.00,6.50,65.70,0,0,72.20,528.20,0.80,529.00,
"-","-","North","Coffee Island AIPL",2025-06-21,"POS",230.00,59,0,38718.88,0.00,0,0,0,0,0,0,0,0.00,38718.88,1861.53,75.36,128.36,0,2065.29,40784.17,13.83,40798.00,
"-","-","North","Coffee Island AIPL",2025-06-21,"Zomato",3.00,1,0,810.00,405.00,0,0,0,0,0,0,0,0.00,405.00,20.25,0,0,0,20.25,425.25,-0.25,425.00,
"-","-","North","Coffee Island AIPL",2025-06-21,"Mobile App",4.00,2,0,1065.00,200.00,0,10.00,30.00,5.00,0,0,0,45.00,865.00,33.10,65.70,0,0,98.80,1008.80,0.20,1009.00,
"-","-","North","Coffee Island AIPL",2025-06-21,"Swiggy",1.00,1,0,390.00,39.00,10.00,0,0,0,0,0,0,10.00,351.00,17.55,0,0,0.50,18.05,379.05,-0.05,379.00,
"-","-","North","Coffee Island AIPL",2025-06-22,"POS",231.00,63,0,36500.70,455.00,0,0,0,0,0,0,0,0.00,36045.70,1629.17,222.10,267.43,0,2118.73,38164.43,13.57,38178.00,
"-","-","North","Coffee Island AIPL",2025-06-22,"Mobile App",6.00,3,0,1800.00,300.00,0,15.00,0,0,0,0,0,15.00,1500.00,40.21,135.00,0,0,175.21,1690.21,-1.21,1689.00,
"-","-","North","Coffee Island AIPL",2025-06-23,"POS",107.00,30,0,13613.75,138.00,0,0,0,0,0,0,0,0.00,13475.75,673.79,0,0,0,673.79,14149.54,6.46,14156.00,
"-","-","North","Coffee Island AIPL",2025-06-23,"Zomato",3.00,2,0,890.00,100.00,0,0,0,0,0,0,0,0.00,790.00,39.50,0,0,0,39.50,829.50,0.50,830.00,
"-","-","North","Coffee Island AIPL",2025-06-23,"Mobile App",1.00,1,0,138.00,138.00,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,
"-","-","North","Coffee Island AIPL",2025-06-24,"POS",102.00,34,0,16306.62,0.00,0,0,0,0,0,0,0,0.00,16306.62,794.78,73.98,0,0,868.78,17175.40,9.60,17185.00,
"-","-","North","Coffee Island AIPL",2025-06-24,"Mobile App",2.00,1,0,270.00,0.00,0,5.00,0,0,0,0,0,5.00,270.00,14.40,0,0,0,14.40,289.40,-0.40,289.00,
"-","-","North","Coffee Island AIPL",2025-06-25,"POS",139.00,44,0,21411.78,70.00,0,0,0,0,0,0,0,0.00,21341.78,1051.03,30.36,18.30,0,1099.73,22441.51,10.49,22452.00,
"-","-","North","Coffee Island AIPL",2025-06-25,"Zomato",2.00,1,0,296.25,0.00,0,0,0,0,0,0,0,0.00,296.25,14.81,0,0,0,14.81,311.06,-0.06,311.00,
"-","-","North","Coffee Island AIPL",2025-06-26,"POS",143.00,43,0,20437.60,312.00,0,0,0,0,0,0,0,0.00,20125.60,999.38,0,16.61,0,1016.00,21141.60,7.40,21149.00,
"-","-","North","Coffee Island AIPL",2025-06-26,"Mobile App",25.00,4,0,11778.00,10624.00,0,10.00,0,0,0,0,0,10.00,1154.00,54.77,0,11.35,0,66.12,1230.12,0.88,1231.00,
"-","-","North","Coffee Island AIPL",2025-06-26,"Swiggy",2.00,1,0,380.00,0.00,10.00,0,0,0,0,0,0,10.00,380.00,19.00,0,0,0.50,19.50,409.50,0.50,410.00,
"-","-","North","Coffee Island AIPL",2025-06-26,"Zomato",1.00,1,0,296.61,50.00,0,0,0,0,0,0,0,0.00,246.61,12.33,0,0,0,12.33,258.94,0.06,259.00,
"-","-","North","Coffee Island AIPL",2025-06-27,"Mobile App",13.00,7,0,3894.00,1389.00,0,30.00,0,0,0,0,5.00,35.00,2505.00,78.60,187.38,0,0,265.98,2805.98,-0.98,2805.00,
"-","-","North","Coffee Island AIPL",2025-06-27,"Zomato",18.00,2,0,4671.82,0.00,0,0,0,0,0,0,0,0.00,4671.82,108.13,451.68,0,0,559.81,5231.63,0.37,5232.00,
"-","-","North","Coffee Island AIPL",2025-06-27,"POS",120.00,28,0,17876.58,354.52,0,0,0,0,0,0,0,0.00,17522.06,865.42,38.44,0,0,903.86,18425.92,5.08,18431.00,
"-","-","North","Coffee Island AIPL",2025-06-27,"Swiggy",2.00,1,0,270.00,0.00,10.00,0,0,0,0,0,0,10.00,270.00,13.50,0,0,0.50,14.00,294.00,0.00,294.00,
"-","-","North","Coffee Island AIPL",2025-06-28,"Zomato",4.00,2,0,1040.00,100.00,0,0,0,0,0,0,0,0.00,940.00,47.00,0,0,0,47.00,987.00,1.00,988.00,
"-","-","North","Coffee Island AIPL",2025-06-28,"POS",292.00,67,0,41134.92,0.00,0,0,0,0,0,0,0,0.00,41134.92,1973.26,195.33,70.18,0,2238.81,43373.73,10.27,43384.00,
"-","-","North","Coffee Island AIPL",2025-06-28,"Swiggy",1.00,1,0,290.00,0.00,10.00,0,0,0,0,0,0,10.00,290.00,14.50,0,0,0.50,15.00,315.00,0.00,315.00,
"-","-","North","Coffee Island AIPL",2025-06-29,"POS",549.00,120,0,85949.32,4083.75,0,0,0,0,0,0,0,0.00,81865.57,4041.45,166.58,13.39,0,4221.48,86087.05,15.95,86103.00,
"-","-","North","Coffee Island AIPL",2025-06-29,"Zomato",11.00,2,0,1552.50,0.00,0,0,0,0,0,0,0,0.00,1552.50,77.63,0,0,0,77.63,1630.13,0.87,1631.00,
"-","-","North","Coffee Island AIPL",2025-06-30,"POS",124.00,39,0,17211.70,174.00,0,0,0,0,0,0,0,0.00,17037.70,823.86,60.71,26.78,0,911.35,17949.05,8.95,17958.00,
"-","-","North","Coffee Island AIPL",2025-06-30,"Zomato",2.00,1,0,720.00,50.00,0,0,0,0,0,0,0,0.00,670.00,33.50,0,0,0,33.50,703.50,0.50,704.00,
"-","-","North","Coffee Island AIPL",2025-06-30,"Mobile App",1.00,1,0,350.00,100.00,0,5.00,0,0,0,0,0,5.00,250.00,13.40,0,0,0,13.40,268.40,-0.40,268.00,

