All the values shown here are in INR.

  Building Type,Area,Region,Outlet Name,Date,Source,No Of Items,No Of Bills,Employee Meal Bills,Sale,Discount,Restaurant Packaging Charges,Packaging Charge [CART - SWIGGY],Restaurant Charge,Staff Welfare charge at 5%,Staff Welfare,Delivery Charge,Platform Fee Charge,Smile Amount Charge,Charges,Net Sale,ECom_GST@5%,GST @5%,GST @18%,GST @40%,Total Tax,Total Amount,Round Off,Gross Amount,
"-","-","North","Coffee Island AIPL",2025-12-02,"POS",72.00,39,0,14696.10,565.00,0,0,0,0,0,0,0,0,0.00,14131.10,0,701.99,16.56,0,718.55,14849.65,5.35,14855.00,
"-","-","North","Coffee Island AIPL",2025-12-02,"Zomato",32.00,14,0,9469.50,3964.00,280.00,0,0,0,0,0,0,0,280.00,5505.50,289.28,0,0,0,289.28,6074.78,1.22,6076.00,
"-","-","North","Coffee Island AIPL",2025-12-02,"Mobile App",8.00,4,0,2249.00,406.00,0,0,35.00,0,0,30.00,5.00,0,70.00,1843.00,0,104.75,0,0,104.75,2017.75,0.25,2018.00,
"-","-","North","Coffee Island AIPL",2025-12-03,"POS",44.00,22,0,10234.33,842.98,0,0,0,0,0,0,0,0,0.00,9391.35,0,469.59,0,0,469.59,9860.94,1.06,9862.00,
"-","-","North","Coffee Island AIPL",2025-12-03,"Zomato",16.00,12,0,4685.00,2328.50,240.00,0,0,0,0,0,0,0,240.00,2356.50,129.83,0,0,0,129.83,2726.33,-0.33,2726.00,
"-","-","North","Coffee Island AIPL",2025-12-04,"POS",47.00,27,0,10391.61,196.00,0,0,0,0,0,0,0,0,0.00,10195.61,0,509.78,0,0,509.78,10705.39,3.61,10709.00,
"-","-","North","Coffee Island AIPL",2025-12-04,"Zomato",19.00,13,0,5765.00,2314.50,260.00,0,0,0,0,0,0,0,260.00,3450.50,185.53,0,0,0,185.53,3896.03,0.97,3897.00,
"-","-","North","Coffee Island AIPL",2025-12-04,"Swiggy",9.00,5,0,2785.17,582.37,0,150.00,0,0,0,0,0,0,150.00,2202.80,117.64,0,0,0,117.64,2470.44,1.56,2472.00,
"-","-","North","Coffee Island AIPL",2025-12-04,"Mobile App",12.00,3,0,1629.00,1413.00,0,0,15.00,0,0,0,0,0,15.00,216.00,0,13.50,0,0,13.50,244.50,0.50,245.00,
"-","-","North","Coffee Island AIPL",2025-12-05,"POS",65.00,33,0,15468.12,435.50,0,0,0,0,0,0,0,0,0.00,15032.62,0,751.65,0,0,751.65,15784.27,3.73,15788.00,
"-","-","North","Coffee Island AIPL",2025-12-05,"Zomato",14.00,8,0,4250.00,1960.00,160.00,0,0,0,0,0,0,0,160.00,2290.00,122.50,0,0,0,122.50,2572.50,0.50,2573.00,
"-","-","North","Coffee Island AIPL",2025-12-05,"Mobile App",3.00,3,0,690.00,403.00,0,0,15.00,0,0,0,0,0,15.00,287.00,0,17.05,0,0,17.05,319.05,-0.05,319.00,
"-","-","North","Coffee Island AIPL",2025-12-05,"Swiggy",2.00,2,0,700.00,200.00,0,60.00,0,0,0,0,0,0,60.00,500.00,28.00,0,0,0,28.00,588.00,1.00,589.00,
"-","-","North","Coffee Island AIPL",2025-12-06,"POS",97.00,42,0,23889.91,5048.81,0,0,0,0,0,0,0,0,0.00,18841.10,0,903.57,57.78,0,961.35,19802.45,5.55,19808.00,
"-","-","North","Coffee Island AIPL",2025-12-06,"Zomato",11.00,6,0,3600.00,1740.00,120.00,0,0,0,0,0,0,0,120.00,1860.00,99.00,0,0,0,99.00,2079.00,0.00,2079.00,
"-","-","North","Coffee Island AIPL",2025-12-06,"Swiggy",6.00,5,0,1645.42,587.00,0,150.00,0,0,0,0,0,0,150.00,1058.42,60.42,0,0,0,60.42,1268.84,0.16,1269.00,
"-","-","North","Coffee Island AIPL",2025-12-06,"Mobile App",19.00,9,0,5155.00,1017.00,0,0,60.00,0,0,0,5.00,0,65.00,4138.00,0,218.60,0,0,218.60,4421.60,0.40,4422.00,
"-","-","North","Coffee Island AIPL",2025-12-07,"Swiggy",5.00,3,0,1335.00,575.00,0,90.00,0,0,0,0,0,0,90.00,760.00,42.50,0,0,0,42.50,892.50,0.50,893.00,
"-","-","North","Coffee Island AIPL",2025-12-07,"Zomato",23.00,11,0,7060.00,3325.00,220.00,0,0,0,0,0,0,0,220.00,3735.00,197.76,0,0,0,197.76,4152.76,0.24,4153.00,
"-","-","North","Coffee Island AIPL",2025-12-07,"POS",97.00,41,0,26373.90,3848.28,0,0,0,0,0,0,0,0,0.00,22525.62,0,1126.30,0,0,1126.30,23651.92,6.08,23658.00,
"-","-","North","Coffee Island AIPL",2025-12-07,"Mobile App",5.00,4,0,1200.00,534.00,0,0,35.00,0,0,30.00,5.00,0,70.00,666.00,0,45.90,0,0,45.90,781.90,0.10,782.00,
"-","-","North","Coffee Island AIPL",2025-12-08,"POS",40.00,22,0,10502.97,615.48,0,0,0,0,0,0,0,0,0.00,9887.49,0,494.36,0,0,494.36,10381.85,4.15,10386.00,
"-","-","North","Coffee Island AIPL",2025-12-08,"Zomato",9.00,7,0,2785.00,1097.50,140.00,0,0,0,0,0,0,0,140.00,1687.50,91.38,0,0,0,91.38,1918.88,1.12,1920.00,
"-","-","North","Coffee Island AIPL",2025-12-08,"Swiggy",1.00,1,0,345.00,0.00,0,30.00,0,0,0,0,0,0,30.00,345.00,18.75,0,0,0,18.75,393.75,0.25,394.00,
"-","-","North","Coffee Island AIPL",2025-12-08,"Mobile App",2.00,2,0,600.00,231.00,0,0,10.00,0,0,0,0,0,10.00,369.00,0,20.25,0,0,20.25,399.25,-0.25,399.00,
"-","-","North","Coffee Island AIPL",2025-12-09,"Zomato",33.00,16,0,9942.62,4291.32,320.00,0,0,0,0,0,0,0,320.00,5651.30,273.18,0,91.37,0,364.55,6335.85,-0.85,6335.00,
"-","-","North","Coffee Island AIPL",2025-12-09,"POS",49.00,19,0,12388.64,331.00,0,0,0,0,0,0,0,0,0.00,12057.64,0,602.89,0,0,602.89,12660.53,0.47,12661.00,
"-","-","North","Coffee Island AIPL",2025-12-09,"Mobile App",1.00,1,0,230.00,131.00,0,0,5.00,0,0,0,0,0,5.00,99.00,0,5.85,0,0,5.85,109.85,0.15,110.00,
"-","-","North","Coffee Island AIPL",2025-12-09,"Swiggy",7.00,4,0,2239.75,812.91,0,120.00,0,0,0,0,0,0,120.00,1426.84,77.34,0,0,0,77.34,1624.18,-0.18,1624.00,
"-","-","North","Coffee Island AIPL",2025-12-10,"Zomato",15.00,8,0,4350.00,1592.00,160.00,0,0,0,0,0,0,0,160.00,2758.00,145.90,0,0,0,145.90,3063.90,-0.90,3063.00,
"-","-","North","Coffee Island AIPL",2025-12-10,"Swiggy",7.00,5,0,1965.00,852.00,0,150.00,0,0,0,0,0,0,150.00,1113.00,63.15,0,0,0,63.15,1326.15,-0.15,1326.00,
"-","-","North","Coffee Island AIPL",2025-12-10,"POS",44.00,22,0,11468.79,852.50,0,0,0,0,0,0,0,0,0.00,10616.29,0,530.84,0,0,530.84,11147.13,5.87,11153.00,
"-","-","North","Coffee Island AIPL",2025-12-10,"Mobile App",3.00,2,0,342.00,151.00,0,0,10.00,0,0,0,0,0,10.00,191.00,0,11.35,0,0,11.35,212.35,0.65,213.00,
"-","-","North","Coffee Island AIPL",2025-12-11,"POS",25.00,16,0,5012.10,392.50,0,0,0,0,0,0,0,0,0.00,4619.60,0,231.01,0,0,231.01,4850.61,1.39,4852.00,
"-","-","North","Coffee Island AIPL",2025-12-11,"Zomato",20.00,10,0,5930.00,2573.03,200.00,0,0,0,0,0,0,0,200.00,3356.97,177.88,0,0,0,177.88,3734.85,1.15,3736.00,
"-","-","North","Coffee Island AIPL",2025-12-11,"Mobile App",2.00,2,0,460.00,277.00,0,0,25.00,0,0,30.00,5.00,0,60.00,183.00,0,19.95,0,0,19.95,262.95,0.05,263.00,
"-","-","North","Coffee Island AIPL",2025-12-11,"Swiggy",7.00,5,0,1970.00,705.00,0,120.00,0,0,0,0,0,0,120.00,1265.00,69.25,0,0,0,69.25,1454.25,1.75,1456.00,
"-","-","North","Coffee Island AIPL",2025-12-12,"Zomato",14.00,8,0,4300.00,1700.00,160.00,0,0,0,0,0,0,0,160.00,2600.00,138.01,0,0,0,138.01,2898.01,2.99,2901.00,
"-","-","North","Coffee Island AIPL",2025-12-12,"POS",55.00,28,0,12483.20,396.50,0,0,0,0,0,0,0,0,0.00,12086.70,0,604.35,0,0,604.35,12691.05,4.95,12696.00,
"-","-","North","Coffee Island AIPL",2025-12-12,"Swiggy",11.00,8,0,2950.00,1102.00,0,160.00,0,0,0,0,0,0,160.00,1848.00,100.40,0,0,0,100.40,2108.40,1.60,2110.00,
"-","-","North","Coffee Island AIPL",2025-12-12,"Mobile App",2.00,2,0,460.00,262.00,0,0,10.00,0,0,0,0,0,10.00,198.00,0,11.70,0,0,11.70,219.70,0.30,220.00,
"-","-","North","Coffee Island AIPL",2025-12-13,"Zomato",26.00,12,0,7495.00,3321.50,240.00,0,0,0,0,0,0,0,240.00,4173.50,220.68,0,0,0,220.68,4634.18,1.82,4636.00,
"-","-","North","Coffee Island AIPL",2025-12-13,"POS",97.00,40,0,27299.00,6072.03,0,0,0,0,0,0,0,0,0.00,21226.97,0,1061.39,0,0,1061.39,22288.36,4.64,22293.00,
"-","-","North","Coffee Island AIPL",2025-12-13,"Mobile App",4.00,3,0,1020.00,339.00,0,0,15.00,0,0,0,0,0,15.00,681.00,0,36.76,0,0,36.76,732.76,-0.76,732.00,
"-","-","North","Coffee Island AIPL",2025-12-13,"Swiggy",13.00,7,0,3505.00,1675.00,0,140.00,0,0,0,0,0,0,140.00,1830.00,98.50,0,0,0,98.50,2068.50,1.50,2070.00,
"-","-","North","Coffee Island AIPL",2025-12-14,"POS",108.00,41,0,29974.52,4551.00,0,0,0,0,0,0,0,0,0.00,25423.52,0,1211.58,214.56,0,1426.14,26849.66,6.34,26856.00,
"-","-","North","Coffee Island AIPL",2025-12-14,"Swiggy",7.00,6,0,2090.00,680.00,0,120.00,0,0,0,0,0,0,120.00,1410.00,76.50,0,0,0,76.50,1606.50,2.50,1609.00,
"-","-","North","Coffee Island AIPL",2025-12-14,"Zomato",15.00,7,0,4695.00,2057.50,140.00,0,0,0,0,0,0,0,140.00,2637.50,138.89,0,0,0,138.89,2916.39,1.61,2918.00,
"-","-","North","Coffee Island AIPL",2025-12-14,"Mobile App",3.00,2,0,890.00,231.00,0,0,25.00,0,0,30.00,5.00,0,60.00,659.00,0,43.75,0,0,43.75,762.75,0.25,763.00,
"-","-","North","Coffee Island AIPL",2025-12-15,"POS",34.00,22,0,7815.00,555.00,0,0,0,0,0,0,0,0,0.00,7260.00,0,363.00,0,0,363.00,7623.00,3.00,7626.00,
"-","-","North","Coffee Island AIPL",2025-12-15,"Zomato",11.00,7,0,3035.08,1089.00,140.00,0,0,0,0,0,0,0,140.00,1946.08,104.31,0,0,0,104.31,2190.39,0.61,2191.00,
"-","-","North","Coffee Island AIPL",2025-12-15,"Swiggy",5.00,4,0,1254.75,535.42,0,80.00,0,0,0,0,0,0,80.00,719.33,39.97,0,0,0,39.97,839.30,0.70,840.00,
"-","-","North","Coffee Island AIPL",2025-12-15,"Mobile App",5.00,4,0,1232.00,288.00,0,0,20.00,0,0,0,0,0,20.00,944.00,0,50.80,0,0,50.80,1014.80,0.20,1015.00,
"-","-","North","Coffee Island AIPL",2025-12-16,"POS",40.00,24,0,10082.90,1272.98,0,0,0,0,0,0,0,0,0.00,8809.92,0,440.52,0,0,440.52,9250.44,1.56,9252.00,
"-","-","North","Coffee Island AIPL",2025-12-16,"Swiggy",27.00,11,0,6468.60,2522.57,0,220.00,0,0,0,0,0,0,220.00,3946.03,208.30,0,0,0,208.30,4374.33,0.67,4375.00,
"-","-","North","Coffee Island AIPL",2025-12-16,"Zomato",18.00,8,0,5450.00,2402.00,160.00,0,0,0,0,0,0,0,160.00,3048.00,160.40,0,0,0,160.40,3368.40,1.60,3370.00,
"-","-","North","Coffee Island AIPL",2025-12-16,"Mobile App",3.00,2,0,710.00,236.00,0,0,10.00,0,0,0,0,0,10.00,474.00,0,25.50,0,0,25.50,509.50,0.50,510.00,
"-","-","North","Coffee Island AIPL",2025-12-17,"POS",52.00,29,0,12557.75,413.50,0,0,0,0,0,0,0,0,0.00,12144.25,0,607.22,0,0,607.22,12751.47,4.53,12756.00,
"-","-","North","Coffee Island AIPL",2025-12-17,"Zomato",18.00,9,0,4969.30,1610.00,180.00,0,0,0,0,0,0,0,180.00,3359.30,172.93,0,14.51,0,187.44,3726.74,1.26,3728.00,
"-","-","North","Coffee Island AIPL",2025-12-17,"Swiggy",10.00,6,0,2730.00,1059.99,0,120.00,0,0,0,0,0,0,120.00,1670.01,89.50,0,0,0,89.50,1879.51,1.49,1881.00,
"-","-","North","Coffee Island AIPL",2025-12-18,"POS",56.00,32,0,15171.33,1012.13,0,0,0,0,0,0,0,0,0.00,14159.20,0,604.33,373.14,0,977.47,15136.67,1.33,15138.00,
"-","-","North","Coffee Island AIPL",2025-12-18,"Swiggy",8.00,6,0,2455.00,891.00,0,120.00,0,0,0,0,0,0,120.00,1564.00,84.20,0,0,0,84.20,1768.20,1.80,1770.00,
"-","-","North","Coffee Island AIPL",2025-12-18,"Zomato",19.00,12,0,5800.00,2440.00,240.00,0,0,0,0,0,0,0,240.00,3360.00,180.00,0,0,0,180.00,3780.00,1.00,3781.00,
"-","-","North","Coffee Island AIPL",2025-12-18,"Mobile App",2.00,1,0,520.00,100.00,0,0,5.00,0,0,0,0,0,5.00,420.00,0,21.90,0,0,21.90,446.90,0.10,447.00,
"-","-","North","Coffee Island AIPL",2025-12-19,"POS",63.00,23,0,13858.38,1607.31,0,0,0,0,0,0,0,0,0.00,12251.07,0,612.62,0,0,612.62,12863.69,3.31,12867.00,
"-","-","North","Coffee Island AIPL",2025-12-19,"Zomato",17.00,9,0,5101.61,1765.00,180.00,0,0,0,0,0,0,0,180.00,3336.61,175.83,0,0,0,175.83,3692.44,1.56,3694.00,
"-","-","North","Coffee Island AIPL",2025-12-19,"Mobile App",2.00,2,0,667.00,501.00,0,0,5.00,0,0,0,0,0,5.00,166.00,0,9.20,0,0,9.20,180.20,-0.20,180.00,
"-","-","North","Coffee Island AIPL",2025-12-19,"Swiggy",3.00,2,0,1090.00,80.00,0,40.00,0,0,0,0,0,0,40.00,1010.00,52.50,0,0,0,52.50,1102.50,0.50,1103.00,
"-","-","North","Coffee Island AIPL",2025-12-20,"POS",98.00,47,0,24737.76,4189.12,0,0,0,0,0,0,0,0,0.00,20548.64,0,1009.99,62.81,0,1072.80,21621.44,4.56,21626.00,
"-","-","North","Coffee Island AIPL",2025-12-20,"Swiggy",11.00,6,0,3572.00,1317.67,0,120.00,0,0,0,0,0,0,120.00,2254.33,97.99,0,74.64,0,172.63,2546.96,0.04,2547.00,
"-","-","North","Coffee Island AIPL",2025-12-20,"Zomato",6.00,3,0,1630.00,810.00,60.00,0,0,0,0,0,0,0,60.00,820.00,44.00,0,0,0,44.00,924.00,0.00,924.00,
"-","-","North","Coffee Island AIPL",2025-12-21,"POS",135.00,51,0,33326.35,3557.15,0,0,0,0,0,0,0,0,0.00,29769.20,0,1420.96,243.08,0,1664.04,31433.24,5.76,31439.00,
"-","-","North","Coffee Island AIPL",2025-12-21,"Mobile App",4.00,1,0,1159.00,100.00,0,0,5.00,0,0,0,0,0,5.00,1059.00,0,53.85,0,0,53.85,1117.85,0.15,1118.00,
"-","-","North","Coffee Island AIPL",2025-12-21,"Zomato",19.00,14,0,6090.00,2521.50,280.00,0,0,0,0,0,0,0,280.00,3568.50,192.43,0,0,0,192.43,4040.93,1.07,4042.00,
"-","-","North","Coffee Island AIPL",2025-12-21,"Swiggy",16.00,7,0,4710.00,1305.96,0,120.00,0,0,0,0,0,0,120.00,3404.04,176.21,0,0,0,176.21,3700.25,0.75,3701.00,
"-","-","North","Coffee Island AIPL",2025-12-22,"POS",50.00,25,0,9477.24,0.00,0,0,0,0,0,0,0,0,0.00,9477.24,0,450.10,85.54,0,535.64,10012.88,5.12,10018.00,
"-","-","North","Coffee Island AIPL",2025-12-22,"Swiggy",14.00,7,0,3656.11,1093.76,0,140.00,0,0,0,0,0,0,140.00,2562.35,135.12,0,0,0,135.12,2837.47,-0.47,2837.00,
"-","-","North","Coffee Island AIPL",2025-12-22,"Zomato",14.00,8,0,3860.00,1515.00,160.00,0,0,0,0,0,0,0,160.00,2345.00,125.25,0,0,0,125.25,2630.25,1.75,2632.00,
"-","-","North","Coffee Island AIPL",2025-12-22,"Mobile App",1.00,1,0,230.00,0.00,0,0,5.00,0,0,0,0,5.00,10.00,230.00,0,12.40,0,0,12.40,252.40,-0.40,252.00,
"-","-","North","Coffee Island AIPL",2025-12-23,"POS",60.00,29,0,13870.00,409.50,0,0,0,0,0,0,0,0,0.00,13460.50,0,673.04,0,0,673.04,14133.54,5.46,14139.00,
"-","-","North","Coffee Island AIPL",2025-12-23,"Swiggy",8.00,3,0,2130.00,1015.00,0,60.00,0,0,0,0,0,0,60.00,1115.00,58.75,0,0,0,58.75,1233.75,0.25,1234.00,
"-","-","North","Coffee Island AIPL",2025-12-23,"Mobile App",1.00,1,0,230.00,159.00,0,0,5.00,0,0,0,0,0,5.00,71.00,0,4.45,0,0,4.45,80.45,-0.45,80.00,
"-","-","North","Coffee Island AIPL",2025-12-23,"Zomato",8.00,5,0,2190.00,782.00,100.00,0,0,0,0,0,0,0,100.00,1408.00,75.40,0,0,0,75.40,1583.40,0.60,1584.00,
"-","-","North","Coffee Island AIPL",2025-12-24,"POS",122.00,60,0,28964.92,1708.50,0,0,0,0,0,0,0,0,0.00,27256.42,0,1340.69,79.92,0,1420.61,28677.03,9.97,28687.00,
"-","-","North","Coffee Island AIPL",2025-12-24,"Swiggy",5.00,3,0,1295.42,407.49,0,60.00,0,0,0,0,0,0,60.00,887.93,47.39,0,0,0,47.39,995.32,0.68,996.00,
"-","-","North","Coffee Island AIPL",2025-12-24,"Zomato",30.00,16,0,8224.25,3394.50,320.00,0,0,0,0,0,0,0,320.00,4829.75,257.50,0,0,0,257.50,5407.25,1.75,5409.00,
"-","-","North","Coffee Island AIPL",2025-12-25,"POS",142.00,68,0,39185.95,2620.79,0,0,0,0,0,0,0,0,0.00,36565.16,0,1795.02,120.01,0,1915.03,38480.19,8.81,38489.00,
"-","-","North","Coffee Island AIPL",2025-12-26,"POS",83.00,40,0,20954.58,801.00,0,0,0,0,0,0,0,0,0.00,20153.58,0,1007.71,0,0,1007.71,21161.29,4.71,21166.00,
"-","-","North","Coffee Island AIPL",2025-12-26,"Zomato",13.00,7,0,3510.00,1710.00,140.00,0,0,0,0,0,0,0,140.00,1800.00,96.99,0,0,0,96.99,2036.99,0.01,2037.00,
"-","-","North","Coffee Island AIPL",2025-12-26,"Swiggy",7.00,6,0,2130.00,290.00,0,120.00,0,0,0,0,0,0,120.00,1840.00,98.01,0,0,0,98.01,2058.01,1.99,2060.00,
"-","-","North","Coffee Island AIPL",2025-12-27,"POS",145.00,54,0,36331.83,5054.39,0,0,0,0,0,0,0,0,0.00,31277.44,0,1461.55,173.42,0,1634.97,32912.41,7.59,32920.00,
"-","-","North","Coffee Island AIPL",2025-12-27,"Swiggy",16.00,8,0,4130.00,1998.80,0,160.00,0,0,0,0,0,0,160.00,2131.20,114.56,0,0,0,114.56,2405.76,1.24,2407.00,
"-","-","North","Coffee Island AIPL",2025-12-27,"Zomato",12.00,5,0,3330.00,1320.00,100.00,0,0,0,0,0,0,0,100.00,2010.00,105.50,0,0,0,105.50,2215.50,2.50,2218.00,
"-","-","North","Coffee Island AIPL",2025-12-28,"Swiggy",17.00,7,0,5035.84,1343.98,0,140.00,0,0,0,0,0,0,140.00,3691.86,191.59,0,0,0,191.59,4023.45,1.55,4025.00,
"-","-","North","Coffee Island AIPL",2025-12-28,"POS",80.00,30,0,19618.33,3335.77,0,0,0,0,0,0,0,0,0.00,16282.56,0,814.15,0,0,814.15,17096.71,3.29,17100.00,
"-","-","North","Coffee Island AIPL",2025-12-28,"Zomato",15.00,9,0,4170.00,1820.00,180.00,0,0,0,0,0,0,0,180.00,2350.00,126.50,0,0,0,126.50,2656.50,0.50,2657.00,
"-","-","North","Coffee Island AIPL",2025-12-29,"Swiggy",11.00,7,0,3265.00,724.98,0,140.00,0,0,0,0,0,0,140.00,2540.02,134.00,0,0,0,134.00,2814.02,-0.02,2814.00,
"-","-","North","Coffee Island AIPL",2025-12-29,"Zomato",21.00,15,0,5744.25,2592.00,300.00,0,0,0,0,0,0,0,300.00,3152.25,172.62,0,0,0,172.62,3624.87,2.13,3627.00,
"-","-","North","Coffee Island AIPL",2025-12-29,"POS",88.00,33,0,16516.90,1414.50,0,0,0,0,0,0,0,0,0.00,15102.40,0,755.18,0,0,755.18,15857.58,1.42,15859.00,
"-","-","North","Coffee Island AIPL",2025-12-30,"POS",113.00,47,0,25720.82,2137.50,0,0,0,0,0,0,0,0,0.00,23583.32,0,1179.24,0,0,1179.24,24762.56,6.44,24769.00,
"-","-","North","Coffee Island AIPL",2025-12-30,"Swiggy",6.00,4,0,1560.00,560.00,0,80.00,0,0,0,0,0,0,80.00,1000.00,54.00,0,0,0,54.00,1134.00,1.00,1135.00,
"-","-","North","Coffee Island AIPL",2025-12-30,"Zomato",17.00,7,0,5160.00,2482.00,140.00,0,0,0,0,0,0,0,140.00,2678.00,140.90,0,0,0,140.90,2958.90,2.10,2961.00,
"-","-","North","Coffee Island AIPL",2025-12-31,"Zomato",17.00,9,0,5025.00,2462.50,180.00,0,0,0,0,0,0,0,180.00,2562.50,137.13,0,0,0,137.13,2879.63,0.37,2880.00,
"-","-","North","Coffee Island AIPL",2025-12-31,"POS",98.00,42,0,22341.29,1667.05,0,0,0,0,0,0,0,0,0.00,20674.24,0,1014.74,68.43,0,1083.17,21757.41,8.59,21766.00,
"-","-","North","Coffee Island AIPL",2025-12-31,"Swiggy",8.00,6,0,2070.00,571.00,0,120.00,0,0,0,0,0,0,120.00,1499.00,80.96,0,0,0,80.96,1699.96,0.04,1700.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-01,"POS",74.00,41,0,19090.27,1214.00,0,0,0,0,0,0,0,0,0.00,17876.27,0,893.81,0,0,893.81,18770.08,5.92,18776.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-01,"Mobile App",7.00,7,0,1610.00,945.00,0,0,35.00,0,0,0,0,0,35.00,665.00,0,33.25,6.30,0,39.55,739.55,0.45,740.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-01,"Zomato",2.00,1,0,620.00,310.00,20.00,0,0,0,0,0,0,0,20.00,310.00,16.50,0,0,0,16.50,346.50,0.50,347.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-01,"Swiggy",1.00,1,0,340.00,100.00,0,0,0,0,0,0,0,0,0.00,240.00,12.00,0,0,0,12.00,252.00,0.00,252.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-02,"Zomato",16.00,9,0,5028.80,2178.57,180.00,0,0,0,0,0,0,0,180.00,2850.23,151.51,0,0,0,151.51,3181.74,1.26,3183.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-02,"POS",72.00,37,0,16362.20,1057.80,0,0,0,0,0,0,0,0,0.00,15304.40,0,751.73,0,0,751.73,16056.13,5.87,16062.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-02,"Swiggy",4.00,2,0,1485.00,499.99,0,0,0,0,0,0,0,0,0.00,985.01,49.25,0,0,0,49.25,1034.26,-0.26,1034.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-02,"Mobile App",2.00,2,0,460.00,262.00,0,0,10.00,0,0,0,0,0,10.00,198.00,0,9.90,1.80,0,11.70,219.70,0.30,220.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-03,"Zomato",6.00,3,0,1315.08,471.00,60.00,0,0,0,0,0,0,0,60.00,844.08,45.20,0,0,0,45.20,949.28,-0.28,949.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-03,"POS",83.00,34,0,18251.32,1783.39,0,0,0,0,0,0,0,0,0.00,16467.93,0,823.41,0,0,823.41,17291.34,7.66,17299.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-03,"Mobile App",7.00,7,0,1879.00,767.00,0,0,35.00,0,0,0,0,0,35.00,1112.00,0,56.50,5.40,0,61.90,1208.90,0.10,1209.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-03,"Swiggy",4.00,1,0,1315.00,547.00,0,0,0,0,0,0,0,0,0.00,768.00,38.40,0,0,0,38.40,806.40,-0.40,806.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-04,"POS",105.00,54,0,27608.80,1949.50,0,0,0,0,0,0,0,0,0.00,25659.30,0,1282.99,0,0,1282.99,26942.29,7.71,26950.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-04,"Mobile App",11.00,9,0,2810.00,1048.00,0,0,45.00,0,0,0,0,0,45.00,1762.00,0,96.20,0,0,96.20,1903.20,0.80,1904.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-04,"Zomato",5.00,4,0,1635.00,712.00,80.00,0,0,0,0,0,0,0,80.00,923.00,50.15,0,0,0,50.15,1053.15,-0.15,1053.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-04,"Swiggy",1.00,1,0,280.00,100.00,0,0,0,0,0,0,0,0,0.00,180.00,9.00,0,0,0,9.00,189.00,0.00,189.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-05,"POS",116.00,52,0,30563.20,3075.50,0,0,0,0,0,0,0,0,0.00,27487.70,0,1374.41,0,0,1374.41,28862.11,4.89,28867.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-05,"Zomato",6.00,5,0,2430.00,825.00,100.00,0,0,0,0,0,0,0,100.00,1605.00,85.25,0,0,0,85.25,1790.25,0.75,1791.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-05,"Mobile App",4.00,4,0,970.00,393.00,0,0,20.00,0,0,0,0,0,20.00,577.00,0,32.45,0,0,32.45,629.45,0.55,630.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-06,"Zomato",10.00,4,0,3010.00,525.00,80.00,0,0,0,0,0,0,0,80.00,2485.00,128.25,0,0,0,128.25,2693.25,0.75,2694.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-06,"POS",283.00,118,0,76275.27,6141.00,0,0,0,0,0,0,0,0,0.00,70134.27,0,3493.25,0,0,3493.25,73627.52,20.48,73648.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-06,"Mobile App",34.00,18,0,9805.00,2057.00,0,0,90.00,0,0,0,0,0,90.00,7748.00,0,391.64,0,0,391.64,8229.64,0.36,8230.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-06,"Swiggy",5.00,3,0,1152.85,279.99,0,0,0,0,0,0,0,0,0.00,872.86,43.64,0,0,0,43.64,916.50,0.50,917.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-07,"POS",299.00,140,0,75391.00,4356.80,0,0,0,0,0,0,0,0,0.00,71034.20,0,3538.25,0,0,3538.25,74572.45,24.55,74597.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-07,"Zomato",8.00,4,0,2110.00,995.00,80.00,0,0,0,0,0,0,0,80.00,1115.00,59.75,0,0,0,59.75,1254.75,1.25,1256.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-07,"Mobile App",20.00,16,0,5130.00,2000.00,0,0,80.00,0,0,0,0,0,80.00,3130.00,0,170.91,0,0,170.91,3380.91,0.09,3381.00,
