All the values shown here are in INR.

  Building Type,Area,Region,Outlet Name,Date,Source,No Of Items,No Of Bills,Employee Meal Bills,Sale,Discount,Restaurant Packaging Charges,Packaging Charge [CART - SWIGGY],Restaurant Charge,Staff Welfare charge at 5%,Staff Welfare,Delivery Charge,Platform Fee Charge,Smile Amount Charge,Charges,Net Sale,ECom_GST@5%,GST @5%,GST @18%,GST @40%,Total Tax,Total Amount,Round Off,Gross Amount,
"-","-","West","Coffee Island - Amanora Mall",2025-12-08,"POS",62.00,33,0,12686.35,513.00,0,0,0,0,0,0,0,0,0.00,12173.35,0,608.70,0,0,608.70,12782.05,5.95,12788.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-08,"Swiggy",1.00,1,0,340.00,100.00,0,0,0,0,0,0,0,0,0.00,240.00,12.00,0,0,0,12.00,252.00,0.00,252.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-08,"Mobile App",7.00,6,0,1760.00,777.00,0,0,30.00,0,0,0,0,0,30.00,983.00,0,54.56,0,0,54.56,1067.56,0.44,1068.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-08,"Zomato",3.00,2,0,790.00,225.00,40.00,0,0,0,0,0,0,0,40.00,565.00,30.26,0,0,0,30.26,635.26,-0.26,635.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-09,"POS",78.00,44,0,18987.10,631.03,0,0,0,0,0,0,0,0,0.00,18356.07,0,917.83,0,0,917.83,19273.90,9.10,19283.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-09,"Mobile App",19.00,14,0,5049.00,1314.00,0,0,70.00,0,0,0,0,0,70.00,3735.00,0,199.35,0,0,199.35,4004.35,-0.35,4004.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-09,"Zomato",2.00,1,0,620.00,280.00,20.00,0,0,0,0,0,0,0,20.00,340.00,18.00,0,0,0,18.00,378.00,0.00,378.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-09,"Swiggy",8.00,4,0,2850.00,1261.00,0,0,0,0,0,0,0,0,0.00,1589.00,79.45,0,0,0,79.45,1668.45,-0.45,1668.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-10,"Zomato",3.00,3,0,975.00,378.00,60.00,0,0,0,0,0,0,0,60.00,597.00,32.85,0,0,0,32.85,689.85,0.15,690.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-10,"POS",111.00,55,0,25139.26,1699.89,0,0,0,0,0,0,0,0,0.00,23439.37,0,1172.00,0,0,1172.00,24611.37,3.63,24615.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-10,"Mobile App",9.00,8,0,2050.00,932.00,0,0,40.00,0,0,0,0,0,40.00,1118.00,0,63.11,0,0,63.11,1221.11,-0.11,1221.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-10,"Swiggy",2.00,2,0,600.00,221.00,0,0,0,0,0,0,0,0,0.00,379.00,18.95,0,0,0,18.95,397.95,0.05,398.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-11,"POS",90.00,45,0,19187.85,1148.00,0,0,0,0,0,0,0,0,0.00,18039.85,0,901.99,0,0,901.99,18941.84,6.16,18948.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-11,"Zomato",3.00,2,0,870.00,260.00,40.00,0,0,0,0,0,0,0,40.00,610.00,32.50,0,0,0,32.50,682.50,0.50,683.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-11,"Mobile App",12.00,9,0,3298.00,855.00,0,0,45.00,0,0,0,0,0,45.00,2443.00,0,130.25,0,0,130.25,2618.25,0.75,2619.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-11,"QR",4.00,2,0,979.00,0.00,0,0,0,0,0,0,0,0,0.00,979.00,0,48.95,0,0,48.95,1027.95,0.05,1028.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-12,"Zomato",3.00,2,0,1010.00,505.00,40.00,0,0,0,0,0,0,0,40.00,505.00,27.25,0,0,0,27.25,572.25,-0.25,572.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-12,"POS",139.00,60,0,36341.44,6759.90,0,0,0,0,0,0,0,0,0.00,29581.54,0,1453.71,91.37,0,1545.08,31126.62,6.38,31133.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-12,"Mobile App",15.00,8,0,3960.00,855.00,0,0,40.00,0,0,0,0,0,40.00,3105.00,0,162.45,0,0,162.45,3307.45,0.55,3308.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-12,"Swiggy",4.00,2,0,873.80,305.00,0,40.00,0,0,0,0,0,0,40.00,568.80,30.44,0,0,0,30.44,639.24,-0.24,639.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-13,"POS",255.00,116,0,66691.19,6351.00,0,0,0,0,0,0,0,0,0.00,60340.19,0,2976.55,0,0,2976.55,63316.74,18.26,63335.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-13,"Zomato",10.00,6,0,2920.00,1189.00,120.00,0,0,0,0,0,0,0,120.00,1731.00,92.55,0,0,0,92.55,1943.55,-0.55,1943.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-13,"Mobile App",36.00,26,0,9239.00,3089.00,0,0,130.00,0,0,0,0,0,130.00,6150.00,0,330.90,0,0,330.90,6610.90,1.10,6612.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-13,"Swiggy",6.00,2,0,2000.00,707.81,0,40.00,0,0,0,0,0,0,40.00,1292.19,66.61,0,0,0,66.61,1398.80,0.20,1399.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-14,"POS",241.00,112,0,61134.34,2544.40,0,0,0,0,0,0,0,0,0.00,58589.94,0,2916.04,0,0,2916.04,61505.98,20.02,61526.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-14,"Zomato",3.00,2,0,1060.00,315.00,40.00,0,0,0,0,0,0,0,40.00,745.00,39.25,0,0,0,39.25,824.25,-0.25,824.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-14,"Mobile App",3.00,3,0,810.00,362.00,0,0,15.00,0,0,0,0,0,15.00,448.00,0,25.10,0,0,25.10,488.10,-0.10,488.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-15,"POS",109.00,53,0,25235.65,2226.00,0,0,0,0,0,0,0,0,0.00,23009.65,0,1145.44,18.18,0,1163.62,24173.27,8.73,24182.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-15,"Mobile App",7.00,5,0,1709.00,593.00,0,0,40.00,0,0,30.00,5.00,0,75.00,1116.00,0,69.30,0,0,69.30,1260.30,-0.30,1260.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-15,"Zomato",1.00,1,0,375.00,187.50,20.00,0,0,0,0,0,0,0,20.00,187.50,10.38,0,0,0,10.38,217.88,0.12,218.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-16,"POS",71.00,36,0,15931.33,428.00,0,0,0,0,0,0,0,0,0.00,15503.33,0,752.73,0,0,752.73,16256.06,6.94,16263.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-16,"Mobile App",9.00,5,0,2181.00,262.00,0,0,25.00,0,0,0,0,0,25.00,1919.00,0,100.45,0,0,100.45,2044.45,-0.45,2044.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-16,"Zomato",10.00,6,0,3045.00,1339.00,120.00,0,0,0,0,0,0,0,120.00,1706.00,91.30,0,0,0,91.30,1917.30,0.70,1918.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-17,"POS",122.00,59,0,29281.04,3052.04,0,0,0,0,0,0,0,0,0.00,26229.00,0,1311.48,0,0,1311.48,27540.48,7.52,27548.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-17,"Swiggy",3.00,1,0,990.00,312.50,0,20.00,0,0,0,0,0,0,20.00,677.50,34.87,0,0,0,34.87,732.37,-0.37,732.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-17,"Zomato",8.00,5,0,1966.20,770.00,100.00,0,0,0,0,0,0,0,100.00,1196.20,64.81,0,0,0,64.81,1361.01,-0.01,1361.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-17,"Mobile App",1.00,1,0,210.00,0.00,0,0,5.00,0,0,0,0,0,5.00,210.00,0,11.40,0,0,11.40,226.40,-0.40,226.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-18,"POS",148.00,62,0,35658.31,2255.00,0,0,0,0,0,0,0,0,0.00,33403.31,0,1670.21,0,0,1670.21,35073.52,12.48,35086.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-18,"Mobile App",5.00,3,0,1044.00,200.00,0,0,15.00,0,0,0,0,0,15.00,844.00,0,44.91,0,0,44.91,903.91,0.09,904.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-18,"Swiggy",1.00,1,0,320.00,80.00,0,20.00,0,0,0,0,0,0,20.00,240.00,13.00,0,0,0,13.00,273.00,0.00,273.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-18,"Zomato",6.00,3,0,1735.00,557.50,60.00,0,0,0,0,0,0,0,60.00,1177.50,61.88,0,0,0,61.88,1299.38,-0.38,1299.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-19,"POS",143.00,67,0,35879.85,1576.00,0,0,0,0,0,0,0,0,0.00,34303.85,0,1701.70,0,0,1701.70,36005.55,9.45,36015.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-19,"Zomato",14.00,4,0,4340.00,2050.00,80.00,0,0,0,0,0,0,0,80.00,2290.00,118.50,0,0,0,118.50,2488.50,-0.50,2488.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-19,"Mobile App",1.00,1,0,230.00,32.00,0,0,5.00,0,0,0,0,0,5.00,198.00,0,10.80,0,0,10.80,213.80,0.20,214.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-20,"POS",334.00,162,0,87306.91,2244.00,0,0,0,0,0,0,0,0,0.00,85062.91,0,4239.68,0,0,4239.68,89302.59,24.41,89327.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-20,"Zomato",5.00,2,0,1825.00,680.00,40.00,0,0,0,0,0,0,0,40.00,1145.00,59.25,0,0,0,59.25,1244.25,-0.25,1244.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-20,"Swiggy",6.00,2,0,1590.00,355.00,0,40.00,0,0,0,0,0,0,40.00,1235.00,63.75,0,0,0,63.75,1338.75,0.25,1339.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-20,"Mobile App",2.00,1,0,510.00,100.00,0,0,5.00,0,0,0,0,0,5.00,410.00,0,21.41,0,0,21.41,436.41,-0.41,436.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-21,"POS",318.00,148,0,82542.40,1074.50,0,0,0,0,0,0,0,0,0.00,81467.90,0,4059.97,0,0,4059.97,85527.87,30.13,85558.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-21,"Zomato",13.00,7,0,3856.61,1605.00,140.00,0,0,0,0,0,0,0,140.00,2251.61,119.59,0,0,0,119.59,2511.20,0.80,2512.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-22,"POS",138.00,60,0,36636.91,11776.50,0,0,0,0,0,0,0,0,0.00,24860.41,0,1195.52,171.09,0,1366.61,26227.02,9.98,26237.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-22,"Zomato",7.00,5,0,1893.90,667.00,100.00,0,0,0,0,0,0,0,100.00,1226.90,62.71,0,13.08,0,75.79,1402.69,0.31,1403.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-22,"Swiggy",1.00,1,0,250.00,125.00,0,20.00,0,0,0,0,0,0,20.00,125.00,7.25,0,0,0,7.25,152.25,-0.25,152.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-22,"Mobile App",3.00,1,0,903.00,50.00,0,0,20.00,0,0,0,5.00,0,25.00,853.00,0,47.15,0,0,47.15,925.15,-0.15,925.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-23,"Zomato",8.00,5,0,2536.61,1040.00,100.00,0,0,0,0,0,0,0,100.00,1496.61,79.83,0,0,0,79.83,1676.44,0.56,1677.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-23,"POS",158.00,75,0,38958.35,3654.00,0,0,0,0,0,0,0,0,0.00,35304.35,0,1738.27,16.29,0,1754.56,37058.91,5.09,37064.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-23,"Mobile App",1.00,1,0,149.00,0.00,0,0,5.00,0,0,0,0,0,5.00,149.00,0,8.35,0,0,8.35,162.35,-0.35,162.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-24,"Zomato",10.00,5,0,3040.00,1245.00,100.00,0,0,0,0,0,0,0,100.00,1795.00,94.75,0,0,0,94.75,1989.75,0.25,1990.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-24,"POS",165.00,77,0,43986.12,2896.55,0,0,0,0,0,0,0,0,0.00,41089.57,0,2054.50,0,0,2054.50,43144.07,10.93,43155.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-25,"Zomato",12.00,6,0,3277.29,1102.00,120.00,0,0,0,0,0,0,0,120.00,2175.29,114.76,0,0,0,114.76,2410.05,0.95,2411.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-25,"POS",203.00,93,0,51612.65,1161.50,0,0,0,0,0,0,0,0,0.00,50451.15,0,2522.58,0,0,2522.58,52973.73,18.27,52992.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-25,"Swiggy",2.00,1,0,620.00,134.99,0,20.00,0,0,0,0,0,0,20.00,485.01,25.25,0,0,0,25.25,530.26,-0.26,530.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-25,"QR",38.00,18,0,9930.20,26.00,0,0,0,0,0,0,0,0,0.00,9904.20,0,495.22,0,0,495.22,10399.42,3.58,10403.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-25,"Mobile App",7.00,3,0,1970.00,280.00,0,0,30.00,0,0,30.00,5.00,0,65.00,1690.00,0,96.20,0,0,96.20,1851.20,-0.20,1851.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-26,"POS",135.00,63,0,33197.36,3642.00,0,0,0,0,0,0,0,0,0.00,29555.36,0,1477.79,0,0,1477.79,31033.15,9.85,31043.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-26,"Zomato",15.00,8,0,4725.00,1937.50,160.00,0,0,0,0,0,0,0,160.00,2787.50,147.39,0,0,0,147.39,3094.89,0.11,3095.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-26,"Swiggy",4.00,2,0,1220.00,442.49,0,40.00,0,0,0,0,0,0,40.00,777.51,40.87,0,0,0,40.87,858.38,-0.38,858.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-26,"QR",39.00,16,0,11383.00,242.50,0,0,0,0,0,0,0,0,0.00,11140.50,0,557.04,0,0,557.04,11697.54,2.46,11700.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-26,"Mobile App",1.00,1,0,199.00,66.00,0,0,5.00,0,0,0,0,0,5.00,133.00,0,7.55,0,0,7.55,145.55,0.45,146.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-27,"POS",221.00,111,0,59526.10,773.00,0,0,0,0,0,0,0,0,0.00,58753.10,0,2924.17,0,0,2924.17,61677.27,17.73,61695.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-27,"QR",61.00,21,0,16096.90,0.00,0,0,0,0,0,0,0,0,0.00,16096.90,0,804.85,0,0,804.85,16901.75,4.25,16906.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-27,"Mobile App",2.00,2,0,429.00,131.00,0,0,10.00,0,0,0,0,0,10.00,298.00,0,16.70,0,0,16.70,324.70,0.30,325.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-27,"Zomato",9.00,4,0,2790.00,960.00,80.00,0,0,0,0,0,0,0,80.00,1830.00,95.50,0,0,0,95.50,2005.50,0.50,2006.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-27,"Swiggy",5.00,2,0,1470.00,650.00,0,40.00,0,0,0,0,0,0,40.00,820.00,43.00,0,0,0,43.00,903.00,0.00,903.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-28,"POS",173.00,97,0,43994.99,943.70,0,0,0,0,0,0,0,0,0.00,43051.29,0,2119.28,120.01,0,2239.29,45290.58,19.42,45310.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-28,"QR",69.00,31,0,19255.20,112.00,0,0,0,0,0,0,0,0,0.00,19143.20,0,957.18,0,0,957.18,20100.38,3.62,20104.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-28,"Zomato",6.00,2,0,1640.00,820.00,40.00,0,0,0,0,0,0,0,40.00,820.00,43.00,0,0,0,43.00,903.00,0.00,903.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-28,"Mobile App",1.00,1,0,230.00,24.00,0,0,5.00,0,0,0,0,0,5.00,206.00,0,11.20,0,0,11.20,222.20,-0.20,222.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-29,"POS",90.00,47,0,19389.20,660.00,0,0,0,0,0,0,0,0,0.00,18729.20,0,936.48,0,0,936.48,19665.68,7.32,19673.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-29,"Swiggy",3.00,1,0,820.00,280.00,0,20.00,0,0,0,0,0,0,20.00,540.00,28.00,0,0,0,28.00,588.00,0.00,588.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-29,"QR",8.00,5,0,2495.00,0.00,0,0,0,0,0,0,0,0,0.00,2495.00,0,124.75,0,0,124.75,2619.75,1.25,2621.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-29,"Zomato",2.00,1,0,710.00,355.00,20.00,0,0,0,0,0,0,0,20.00,355.00,18.75,0,0,0,18.75,393.75,0.25,394.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-29,"Mobile App",2.00,2,0,409.00,0.00,0,0,10.00,0,0,0,0,0,10.00,409.00,0,22.25,0,0,22.25,441.25,-0.25,441.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-30,"Zomato",8.00,4,0,2140.00,1050.00,80.00,0,0,0,0,0,0,0,80.00,1090.00,58.50,0,0,0,58.50,1228.50,0.50,1229.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-30,"POS",92.00,50,0,21597.99,2701.50,0,0,0,0,0,0,0,0,0.00,18896.49,0,944.86,0,0,944.86,19841.35,4.65,19846.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-30,"QR",27.00,11,0,7945.10,0.00,0,0,0,0,0,0,0,0,0.00,7945.10,0,397.26,0,0,397.26,8342.36,1.64,8344.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-31,"POS",234.00,108,0,57032.84,776.00,0,0,0,0,0,0,0,0,0.00,56256.84,0,2812.88,0,0,2812.88,59069.72,19.28,59089.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-31,"QR",47.00,20,0,12903.19,0.00,0,0,0,0,0,0,0,0,0.00,12903.19,0,645.17,0,0,645.17,13548.36,2.64,13551.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-31,"Zomato",10.00,6,0,3016.61,1120.00,120.00,0,0,0,0,0,0,0,120.00,1896.61,100.83,0,0,0,100.83,2117.44,0.56,2118.00,
"-","-","West","Coffee Island - Amanora Mall",2025-12-31,"Mobile App",1.00,1,0,199.00,0.00,0,0,5.00,0,0,0,0,0,5.00,199.00,0,10.85,0,0,10.85,214.85,0.15,215.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-01,"Mobile App",8.00,6,0,1790.00,624.00,0,0,25.00,0,0,0,0,0,25.00,1166.00,0,58.30,4.50,0,62.80,1253.80,0.20,1254.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-01,"POS",76.00,41,0,18999.14,1017.00,0,0,0,0,0,0,0,0,0.00,17982.14,0,899.13,0,0,899.13,18881.27,4.73,18886.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-01,"Zomato",5.00,3,0,1570.00,365.00,60.00,0,0,0,0,0,0,0,60.00,1205.00,63.25,0,0,0,63.25,1328.25,0.75,1329.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-01,"Swiggy",3.00,1,0,1030.00,0.00,0,0,0,0,0,0,0,0,0.00,1030.00,51.50,0,0,0,51.50,1081.50,0.50,1082.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-02,"Swiggy",11.00,5,0,2761.37,1169.98,0,0,0,0,0,0,0,0,0.00,1591.39,76.33,0,11.68,0,88.01,1679.40,1.60,1681.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-02,"POS",59.00,34,0,13872.52,615.00,0,0,0,0,0,0,0,0,0.00,13257.52,0,662.88,0,0,662.88,13920.40,7.60,13928.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-02,"Mobile App",5.00,5,0,1150.00,655.00,0,0,25.00,0,0,0,0,0,25.00,495.00,0,24.75,4.50,0,29.25,549.25,0.75,550.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-02,"Zomato",7.00,4,0,2160.00,972.00,80.00,0,0,0,0,0,0,0,80.00,1188.00,63.40,0,0,0,63.40,1331.40,0.60,1332.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-03,"POS",65.00,31,0,16420.61,2967.50,0,0,0,0,0,0,0,0,0.00,13453.11,0,672.68,0,0,672.68,14125.79,2.21,14128.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-03,"Swiggy",3.00,2,0,825.00,375.00,0,0,0,0,0,0,0,0,0.00,450.00,22.51,0,0,0,22.51,472.51,-0.51,472.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-03,"Zomato",5.00,3,0,1550.00,427.00,60.00,0,0,0,0,0,0,0,60.00,1123.00,59.15,0,0,0,59.15,1242.15,-0.15,1242.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-03,"Mobile App",1.00,1,0,230.00,131.00,0,0,20.00,0,0,30.00,5.00,0,55.00,99.00,0,4.95,9.90,0,14.85,168.85,0.15,169.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-04,"POS",61.00,35,0,13905.04,1072.39,0,0,0,0,0,0,0,0,0.00,12832.65,0,621.25,73.44,0,694.69,13527.34,1.66,13529.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-04,"Mobile App",3.00,3,0,690.00,420.00,0,0,15.00,0,0,0,0,0,15.00,270.00,0,16.20,0,0,16.20,301.20,0.80,302.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-04,"Zomato",5.00,2,0,1490.00,125.00,40.00,0,0,0,0,0,0,0,40.00,1365.00,70.25,0,0,0,70.25,1475.25,-0.25,1475.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-04,"Swiggy",6.00,2,0,1550.00,660.00,0,0,0,0,0,0,0,0,0.00,890.00,44.50,0,0,0,44.50,934.50,0.50,935.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-05,"Zomato",1.00,1,0,250.00,125.00,20.00,0,0,0,0,0,0,0,20.00,125.00,7.25,0,0,0,7.25,152.25,-0.25,152.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-05,"POS",92.00,42,0,22432.00,1169.00,0,0,0,0,0,0,0,0,0.00,21263.00,0,1049.68,0,0,1049.68,22312.68,5.32,22318.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-05,"Swiggy",2.00,2,0,940.00,345.00,0,0,0,0,0,0,0,0,0.00,595.00,29.75,0,0,0,29.75,624.75,0.25,625.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-05,"Mobile App",9.00,9,0,2289.00,1173.00,0,0,45.00,0,0,0,0,0,45.00,1116.00,0,63.90,0,0,63.90,1224.90,1.10,1226.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-06,"Swiggy",5.00,3,0,1350.00,495.99,0,0,0,0,0,0,0,0,0.00,854.01,42.70,0,0,0,42.70,896.71,0.29,897.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-06,"POS",117.00,64,0,30016.86,1270.43,0,0,0,0,0,0,0,0,0.00,28746.43,0,1418.71,67.00,0,1485.71,30232.14,13.86,30246.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-06,"Zomato",2.00,2,0,480.00,240.00,40.00,0,0,0,0,0,0,0,40.00,240.00,14.00,0,0,0,14.00,294.00,0.00,294.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-06,"Mobile App",3.00,2,0,770.00,231.00,0,0,10.00,0,0,0,0,0,10.00,539.00,0,28.75,0,0,28.75,577.75,0.25,578.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-07,"POS",147.00,70,0,38085.98,1082.25,0,0,0,0,0,0,0,0,0.00,37003.73,0,1850.20,0,0,1850.20,38853.93,9.07,38863.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-07,"Zomato",11.00,7,0,3377.29,1184.50,140.00,0,0,0,0,0,0,0,140.00,2192.79,116.66,0,0,0,116.66,2449.45,0.55,2450.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-07,"Swiggy",5.00,2,0,1420.00,569.99,0,0,0,0,0,0,0,0,0.00,850.01,42.51,0,0,0,42.51,892.52,0.48,893.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-07,"Mobile App",9.00,6,0,2290.00,755.00,0,0,30.00,0,0,0,0,0,30.00,1535.00,0,82.15,0,0,82.15,1647.15,-0.15,1647.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-08,"Swiggy",8.00,4,0,2660.00,591.00,0,0,0,0,0,0,0,0,0.00,2069.00,103.45,0,0,0,103.45,2172.45,-0.45,2172.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-08,"POS",54.00,29,0,13452.62,1568.00,0,0,0,0,0,0,0,0,0.00,11884.62,0,594.25,0,0,594.25,12478.87,1.13,12480.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-08,"Mobile App",1.00,1,0,230.00,131.00,0,0,5.00,0,0,0,0,0,5.00,99.00,0,5.85,0,0,5.85,109.85,0.15,110.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-09,"Mobile App",3.00,1,0,810.00,100.00,0,0,5.00,0,0,0,0,0,5.00,710.00,0,36.40,0,0,36.40,751.40,-0.40,751.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-09,"POS",55.00,31,0,12831.10,374.00,0,0,0,0,0,0,0,0,0.00,12457.10,0,622.86,0,0,622.86,13079.96,4.04,13084.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-09,"Zomato",4.00,3,0,1270.00,515.00,60.00,0,0,0,0,0,0,0,60.00,755.00,40.75,0,0,0,40.75,855.75,0.25,856.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-09,"Swiggy",6.00,4,0,1760.00,740.00,0,0,0,0,0,0,0,0,0.00,1020.00,51.00,0,0,0,51.00,1071.00,1.00,1072.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-10,"POS",53.00,35,0,11366.00,972.90,0,0,0,0,0,0,0,0,0.00,10393.10,0,519.66,0,0,519.66,10912.76,4.24,10917.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-10,"Swiggy",4.00,2,0,1370.00,653.70,0,0,0,0,0,0,0,0,0.00,716.30,35.81,0,0,0,35.81,752.11,-0.11,752.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-10,"Zomato",6.00,3,0,1940.00,746.00,60.00,0,0,0,0,0,0,0,60.00,1194.00,62.70,0,0,0,62.70,1316.70,0.30,1317.00,
