Generated On: 2026-02-04 10:25:40 am
*All the values shown here are in INR,

Outlet Name,Date,Tab Type,Source,Quantity,Bills,Gross Sale,Discount,Net Sale,Charges,Tax,Total,
Coffee Island Beyond GK II,2026-02-03,delivery,Swiggy-Bolt Urgent,9,5,3090.00,1268.99,1821.01,100.00,96.05,2017.06,
Coffee Island Beyond GK II,2026-02-03,delivery,Zomato,41,21,11718.57,5080.00,6638.57,420.00,352.92,7411.49,
Coffee Island Beyond GK II,2026-02-03,table,POS,125,46,33276.48,2696.02,30580.46,1529.03,1605.56,33715.05,
Coffee Island Beyond GK II,2026-02-03,table,QR,5,3,1590.00,29.00,1561.00,46.50,80.38,1687.88,
Coffee Island Beyond GK II,2026-02-03,takeout,POS,25,14,6196.08,143.00,6053.08,0.00,315.03,6368.11,
Coffee Island HQ-27,2026-02-03,delivery,Swiggy-Bolt Urgent,24,16,7318.00,3102.49,4215.51,320.00,226.78,4762.29,
Coffee Island HQ-27,2026-02-03,delivery,Zomato,32,12,9094.33,4040.00,5054.33,240.00,264.72,5559.05,
Coffee Island HQ-27,2026-02-03,table,POS,69,27,16573.77,1881.61,14692.16,0.00,800.51,15492.67,
Coffee Island HQ-27,2026-02-03,table,QR,12,5,3310.00,316.50,2993.50,0.00,149.69,3143.19,
Coffee Island HQ-27,2026-02-03,takeout,POS,21,12,4928.11,293.57,4634.54,0.00,231.73,4866.27,
Coffee Island HQ-27,2026-02-03,takeout,QR,3,3,840.00,0.00,840.00,0.00,42.00,882.00,
Coffee Island AIPL,2026-02-03,delivery,Swiggy,16,9,4605.00,2326.49,2278.51,180.00,122.93,2581.44,
Coffee Island AIPL,2026-02-03,delivery,Zomato,8,5,2509.00,472.00,2037.00,100.00,106.86,2243.86,
Coffee Island AIPL,2026-02-03,table,POS,40,19,9912.10,526.00,9386.10,0.00,469.32,9855.42,
Coffee Island AIPL,2026-02-03,table,QR,10,5,2580.00,98.00,2482.00,0.00,124.10,2606.10,
Coffee Island AIPL,2026-02-03,takeout,POS,7,3,1960.00,0.00,1960.00,0.00,98.00,2058.00,
Coffee Island - Amanora Mall,2026-02-03,delivery,Zomato,6,3,1890.00,715.00,1175.00,60.00,61.75,1296.75,
Coffee Island - Amanora Mall,2026-02-03,table,POS,37,26,6480.01,249.00,6231.01,0.00,311.56,6542.57,
Coffee Island - Amanora Mall,2026-02-03,table,QR,52,21,15015.71,499.00,14516.71,0.00,725.84,15242.55,
Coffee Island - Amanora Mall,2026-02-03,takeout,POS,14,7,3320.00,0.00,3320.00,0.00,166.00,3486.00,
Coffee Island - Tribeca Pune,2026-02-03,delivery,Swiggy,8,5,2611.95,905.00,1706.95,100.00,90.34,1897.29,
Coffee Island - Tribeca Pune,2026-02-03,delivery,Zomato,19,8,5585.00,2517.00,3068.00,160.00,161.40,3389.40,
Coffee Island - Tribeca Pune,2026-02-03,table,POS,55,30,13192.00,727.50,12464.50,0.00,623.24,13087.74,
Coffee Island - Tribeca Pune,2026-02-03,takeout,POS,1,1,290.00,0.00,290.00,0.00,14.50,304.50,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,delivery,Swiggy,31,22,9567.00,4338.50,5228.50,440.00,283.42,5951.92,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,delivery,Zomato,24,13,6624.44,2922.00,3702.44,0.00,185.13,3887.57,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,table,POS,122,66,28620.66,577.00,28043.66,0.00,1402.20,29445.86,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,table,QR,34,13,10855.00,0.00,10855.00,0.00,542.75,11397.75,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,takeout,Mobile App,4,4,1020.00,32.00,988.00,0.00,49.40,1037.40,
Coffee Island Eros Churchgate - Mumbai,2026-02-03,takeout,POS,25,19,6720.00,11.00,6709.00,0.00,335.46,7044.46,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,table,POS,34,21,6401.68,523.80,5877.88,0.00,293.93,6171.81,
Coffee Island Phoenix Market City - Mumbai,2026-02-03,takeout,POS,2,2,550.00,0.00,550.00,0.00,27.50,577.50,
Coffee Island NSP - New Delhi,2026-02-03,delivery,Swiggy,20,9,6622.02,2457.05,4164.97,180.00,224.74,4569.71,
Coffee Island NSP - New Delhi,2026-02-03,delivery,Zomato,8,3,2340.00,1150.00,1190.00,60.00,62.50,1312.50,
Coffee Island NSP - New Delhi,2026-02-03,table,POS,65,29,13436.20,191.50,13244.70,0.00,936.56,14181.26,
Coffee Island NSP - New Delhi,2026-02-03,takeout,POS,4,2,900.00,0.00,900.00,0.00,45.00,945.00,
Grand Total,,,,1012,509,261543.11,40089.02,221454.09,3935.53,11629.80,237019.42,

