Super Category ,Category Name,Item Name ,Has Expiry,Tax Rate,Purchase UOM,Base UOM,Conversion Factor
CAPEX,UPS STABILIZER & PROTECTION SYSTEM,10 KVA 3 Phase Stabilizer,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - Bottles & Cans,100 ML Glass Bottle with Cork for Drip Coffee,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - STRAW,12MM Corn Straw in Sleeve - 200mm Length,no,18,PCS,PCS,1
CAPEX,UPS STABILIZER & PROTECTION SYSTEM,1KVA UPS BPE With Inbuilt Battery Bank,no,18,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,2 Door Vertical Chiller - Plus Temperature,no,18,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,2 Door Vertical Freezer - Minus Temperature,no,18,PCS,PCS,1
CAPEX,UPS STABILIZER & PROTECTION SYSTEM,2KVA UPS BPE With Inbuilt Battery Bank,no,18,PCS,PCS,1
CAPEX,OUTLET EQUIPMENT,3 Star Inverter AC 1.5 Ton,no,28,PCS,PCS,1
CAPEX,UPS STABILIZER & PROTECTION SYSTEM,3KVA UPS BPE With Inbuilt Battery Bank,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - WIPES/SCRUBBERS/PADS,3M Sponge Wipe 4 Pcs Pack,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,3M Tape,no,18,PCS,PCS,1
CAPEX,SMALLWARE,4 Grid Cup Holder,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,4 Port Gigabite POE Switch,no,18,PCS,PCS,1
CAPEX,DIGITAL MENU BOARD,43 Inch Commercial Screen,no,28,PCS,PCS,1
CAPEX,DIGITAL MENU BOARD,43 Inch Eazel Standee Regular,no,18,PCS,PCS,1
CAPEX,DIGITAL MENU BOARD,55 Inch Commercial Screen,no,28,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - STRAW,8MM Corn Straw in Sleeve - 200mm Length,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,A3 Aluminium Frame Fssai,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,A3 Frame FSSAI,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,A3 Poster & Lamination,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,A4 Colour Printout,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,A4 Colour Printout & Lamination,no,18,PCS,PCS,1
KITCHEN ACCESSORIES,FOOD DISPLAY ACCESSORIES,A4 Double-Layer Acrylic Card Slot Display,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,A4 Frame,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,A4 Paper,no,18,RIM,RIM,
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,A4 Translight,no,18,PCS,PCS,1
CAPEX,FIRE FIGHTING SYSTEM,ABC Fire Extinguisher 2 Kgs,no,18,PCS,PCS,1
CAPEX,FIRE FIGHTING SYSTEM,ABC Fire Extinguisher 4 Kgs,no,18,PCS,PCS,1
CAPEX,FIRE FIGHTING SYSTEM,ABC Fire Extinguisher 6 Kgs,no,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,AC & Exhaust,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,AMP I/O,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Accessories - Milk Steaming Pitchers - 900Ml (With Spout),no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Acrylic Board,no,18,PCS,PCS,1
CAPEX,POS HARDWARE,Adaptor,no,,Piece,Piece,1
CAPEX,BOH BEVERAGE EQUIPMENT,Aeropress Coffee And Espresso Maker,no,18,PCS,PCS,1
KITCHEN ACCESSORIES,COOKING ACCESSORIES,Aeropress Filter Paper: 81R24,no,18,PKT(100PC),PCS,100
CAPEX,MUSIC SYSTEM,Ahuja Amplifier 120 Watt,no,18,PCS,PCS,1
CAPEX,MUSIC SYSTEM,Ahuja Amplifier 160 Watt,no,18,PCS,PCS,1
CAPEX,MUSIC SYSTEM,Ahuja Ceiling Speaker 30 Watt,no,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Air Curtain (1200 MM),no,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Air Curtain (1500Mm),no,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Air Curtain (900Mm),no,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Air Curtain 1800MM,no,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Air Curtain Sensor Double Door,no,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Air Curtain Sensor Single Door,no,18,PCS,PCS,1
CAPEX,OUTLET EQUIPMENT,Air Curtain Vinyl,no,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Air Freshener,no,18,PCS,PCS,1
CAPEX,OUTLET EQUIPMENT,Air Revitalizer,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Airitght container for premix,no,,Piece,PCS,1
CAPEX,SMALLWARE,Airtight Container 2 L Square,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Airtight Container 4 L Square,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Almond Butter Croissant (CIB),no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Almond Pistachio Croissant (CIB),no,5,PCS,PCS,1
KITCHEN ACCESSORIES,COOKING ACCESSORIES,Amassadinho 290 Ml 7817 Tumbler Set Of 12,no,18,PCS,PCS,1
CAPEX,BOH OTHER EQUIPMENT,Ambrane Vacuum Cleaner,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,Amp 24 Port Patch Panel Unloaded,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,Amp Cat 6 Patch Cord 2 Mtr,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,Amp Face Plate With 2 Port [3X3],no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,Amplifier 1 Mtr Patch Cable,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,Amplifier Io Cat 6,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Analog/Digital Food Thermometer With Clip For Pitcher,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Aop Spice Mix,no,18,PKT(100GM),GM,100
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Aop Veggie Mix,no,18,PKT(250GM),GM,250
RAW MATERIAL,RM BEVERAGES - SYRUP/SAUCE,Apple Zest syrup 750 Ml,yes,5,BTL(750ML/983GM),GM,983
STORE CONSUMABLES,STATIONARY,Appreciation Certificates,no,18,PCS,PCS,1
UNIFORM,UNIFORM - APRON,Apron Black,no,5,PCS,PCS,1
UNIFORM,UNIFORM - APRON,Apron With Ci Logo,no,5,PCS,PCS,1
UNIFORM,UNIFORM - APRON,Apron With Gimme Mo Logo,no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Arabiatta Sauce (CIB),no,5,PKT(500GM),GM,500
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - LIQUID,Aroma Oil,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Attendance Register (Muster Roll),no,18,PCS,PCS,1
CAPEX,MUSIC SYSTEM,Aux Cable,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Avocado,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Avocado (Imported),no,,PKT(450GM),GM,450
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Avocado Pulp,no,18,PKT(500GM),GM,500
CAPEX,BOH DEAD FABRICATION EQUIPMENT,BARISTA SINK,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Badges - Champion - Ci,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Badges - Logo Epoxy - Ci,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - LIDS,Bagasse Lid 80 Mm,no,12,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Baguette Bread (CIB),no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Baked Beans,yes,5,Pack (420g),GM,420
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Baked Beans (CIB),no,5,KG,GM,1000
STORE CONSUMABLES,STATIONARY,Ball Point Pen (Pack of 10),no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Balloon,no,5,PKT(50PC),PCS,50
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Banana Whole,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Bar Caddy,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Bar Garnish Tray Black,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Bar Spoon,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Barista Stirrer,no,12,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Barista Tap Sink- Swinging Spout - Brass,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Basil & Oven Dried Tomato Pinwheel,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Basil Leaves,no,,PKT(100GM),GM,100
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Basil Leaves Cleaned,no,18,PKT(50GM),GM,50
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Basil Pesto Sauce,no,18,PKT(100GM),GM,100
RAW MATERIAL,RM BEVERAGES - BEANS,Beans - Ethiopian Blend,yes,5,KG,GM,1000
RAW MATERIAL,RM BEVERAGES - BEANS,Beans - Ethiopian Single Estate,yes,5,KG,GM,1000
RAW MATERIAL,RM BEVERAGES - BEANS,Beans - Kenya Blend,yes,5,KG,GM,1000
RAW MATERIAL,RM BEVERAGES - BEANS,Beans - Kenya Single Estate,yes,5,KG,GM,1000
RAW MATERIAL,RM BEVERAGES - BEANS,Beans - Master Blend,yes,5,KG,GM,1000
RAW MATERIAL,RM BEVERAGES - BEANS,Beans - Volcano Blend,yes,5,KG,GM,1000
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Belgian Chocolate Fudge Brownie,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Berry Compote,no,18,PKT(100GM),GM,100
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Berry Compote (CIB),no,5,PKT(250GM),GM,100
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Betty Crocker Pancake Premix (CIB),no,5,KG,GM,1000
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS,Biodegradable Garbage Bag Blue (Big),no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS,Biodegradable Garbage Bag Blue (Small),no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS,Biodegradable Garbage Bag Green (Big),no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS,Biodegradable Garbage Bag Green (Small),no,18,PCS,PCS,1
RAW MATERIAL,RM BEVERAGES - SYRUP/SAUCE,Bird Eye Chilli Syrup,yes,5,BTL(500ML/560GM),GM,560
RETAIL,PACKED COFFEE BEANS,Bkr Tube Jar With Cork Lid 50Ml,no,18,BOX(6 BTL),PCS,6
UNIFORM,UNIFORM - CAP/HEAD GEARS,Black Chef Bandana Cap,no,5,PCS,PCS,1
UNIFORM,UNIFORM - SHIRT/T SHIRT,Black Chef Coat -   M,no,5,PCS,PCS,1
UNIFORM,UNIFORM - SHIRT/T SHIRT,Black Chef Coat -  L,no,5,PCS,PCS,1
UNIFORM,UNIFORM - SHIRT/T SHIRT,Black Chef Coat -  XL,no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Black Olives (CIB),no,5,GM(470),GM,470
UNIFORM,UNIFORM - SHIRT/T SHIRT,Black Suit Blazer,no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Blanched Broccoli Floret,no,18,PKT(100GM),GM,250
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Blanched Marconi Pasta,no,18,PKT(500GM),GM,100
CAPEX,BOH BEVERAGE EQUIPMENT,Blender JTC 800 AQ with Extra Jar,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Blue Berry Compote,yes,5,JAR(2.5KG),GM,2500
UNIFORM,UNIFORM - TROUSER,Blue Jeans Trouser Ci- M,no,5,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Board Pin,no,18,PCS,PCS,1
PACKAGING FOR PRODUCT DEVELOPMENT,CUSTOMISED PRINTING SOLUTIONS,Boarding Pass,no,18,SHEET(6CARDS),CARD,6
CAPEX,SMALLWARE,Boba Scooper,no,12,PCS,PCS,1
CAPEX,SMALLWARE,Boba Stainer,no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Bocconcini Cheese,no,5,PKT(200GM),GM,200
RAW MATERIAL,RM FOOD - NON VEG INGREDIENTS,Boiled Egg,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Boiled Quinoa,no,18,PKT(250GM),GM,250
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Bologense Sauce (CIB),no,5,PKT(500GM),GM,500
CAPEX,BOH BEVERAGE EQUIPMENT,Bonavita Hot Water Kettle 1L Bv382510Vceb,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Book Integrated Pest Management Booklet,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Book Maintenance Checklist,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Book Operational Checklist,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Books,no,5,PCS,PCS,1
CAPEX,MUSIC SYSTEM,Bose Fs2P Pendant Speaker - 16 Watts,no,18,PCS,PCS,1
CAPEX,MUSIC SYSTEM,Bose Iza 190Hz Mixer Amplifier,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - NON VEG INGREDIENTS,Boston Cream Pie Croissant,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Boston Shaker,no,12,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Brass Sink Tap - Swinging Spout,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Brass Sink Waste,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Brass Tap + Fittings Hot & Cold,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Brass Tap + Waste,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Brass Valve - For Waste,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Bread Knife (8 Wave Edge) (Black Handle),no,18,PCS,PCS,1
CAPEX,SMALLWARE,Brewer Set: Coffee Server 360 Ml,no,18,PCS,PCS,1
KITCHEN ACCESSORIES,DISPENSING ACCESSORIES,Brewing Gadgets-Paper Bags,no,18,PKT(20PC),PCS,20
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Brioche Bread Loaf (CIB),no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Broccomole,no,18,PKT(100GM),GM,100
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Broiche Slices (CIB),no,5,KG,GM,1000
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,Broom And Dust Pan,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Brown Paper Tape 1 Inch,no,18,PCS,PCS,1
KITCHEN ACCESSORIES,FOOD DISPLAY ACCESSORIES,Buffet/Price Tags,no,12,PCS,PCS,1
KITCHEN ACCESSORIES,FOOD DISPLAY ACCESSORIES,Buffet/Price Tags Holder,no,12,PCS,PCS,1
KITCHEN ACCESSORIES,FOOD DISPLAY ACCESSORIES,Bullet Menu Card Holder - Large,no,18,PCS,PCS,1
KITCHEN ACCESSORIES,FOOD DISPLAY ACCESSORIES,Bullet Menu Card Holder - Medium,no,18,PCS,PCS,1
KITCHEN ACCESSORIES,FOOD DISPLAY ACCESSORIES,Bullet Menu Card Holder - Small,no,18,PCS,PCS,1
KITCHEN ACCESSORIES,FOOD DISPLAY ACCESSORIES,Bullet Tag,no,12,PKT(10PC),PCS,10
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Butter,yes,5,PKT(500GM),GM,500
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Butter Croissant,no,18,PCS,PCS,1
RETAIL,SIPPERS/BOTTLES,CI 500 ML Water Bottle - Black,no,18,PCS,PCS,1
RETAIL,SIPPERS/BOTTLES,CI 500 ML Water Bottle - Blue,no,18,PCS,PCS,1
RETAIL,SIPPERS/BOTTLES,CI Black 350 ML Double Walled Mug Sipper,no,18,PCS,PCS,1
RETAIL,SIPPERS/BOTTLES,CI Black 500 ML Bottle with Dual Cap,no,18,PCS,PCS,1
RETAIL,MUGS/CUPS,CI Black Coffee Mug - Yellow Inside,no,18,PCS,PCS,1
UNIFORM,UNIFORM - SHIRT/T SHIRT,CI Black T Shirt,no,5,PCS,PCS,1
CROCKERY & CUTLERY,GLASSWARE,CI Boba Beverage Glassware 360ML,no,18,PCS,PCS,1
CROCKERY & CUTLERY,GLASSWARE,CI Branded Hand Cut 12OZ Glass,no,18,PCS,PCS,1
CROCKERY & CUTLERY,GLASSWARE,CI Branded Hand Cut 16OZ Glass,no,18,PCS,PCS,1
UNIFORM,UNIFORM - APRON,CI Denim Half Apron,no,5,PCS,PCS,1
UNIFORM,UNIFORM - CAP/HEAD GEARS,CI Female Cap,no,5,PCS,PCS,1
RETAIL,SIPPERS/BOTTLES,CI Grey 1000ML Water Bottle,no,18,PCS,PCS,1
RETAIL,MUGS/CUPS,CI Ivory Coffee Mug,no,18,PCS,PCS,1
RETAIL,SIPPERS/BOTTLES,CI Navy Blue 400ML Short Sipper,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - CUPS,CI Plain Beverage Sampling Cup 115ML,no,18,PCS,PCS,1
RETAIL,SIPPERS/BOTTLES,CI Red Sipper 550ML,no,18,PCS,PCS,1
CROCKERY & CUTLERY,GLASSWARE,CI Spanish Bom Bom Glass - BR-4010,no,18,PCS,PCS,1
CROCKERY & CUTLERY,GLASSWARE,CI Whisky Glass for 100 ML Cork Bottle,no,5,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,CLEAN DISH RACK,no,18,PCS,PCS,1
CAPEX,SMALLWARE,CLIP JAR 200 ML,no,18,PCS,PCS,1
CAPEX,SMALLWARE,CLIP JAR 500 ML,no,18,PCS,PCS,1
CAPEX,SMALLWARE,CONDIMENT TRAY,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,CP PLUS 4G ROUTER CP-XR-DN211-S,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cabbage Shredded (CIB),no,5,KG,GM,1000
Electronic & IT Equipment,CCTV Camera,Cabelling - CCTV,no,18,PCS,PCS,1
Electronic & IT Equipment,Music System,Cabelling - Music System,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,Cable Manager,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,Caddy Bucket Mm,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - POWDERS,Cafetto Grinder Cleaner,no,18,Jar(450g),GM,450
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - POWDERS,Cafetto Organic Espresso Machine Cleaner - Evo Powder 500g,no,18,Jar(500g),GM,500
CAPEX,SMALLWARE,Cambro Trays (Rectangular),no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cantonese Sauce (CIB),no,5,PKT(500GM),GM,500
PACKAGING FOR PRODUCT DEVELOPMENT,POUCHES/SACHETS,Caramel Flavoured Coffee 2G Sachet,no,18,PCS,PCS,1
PACKAGING FOR PRODUCT DEVELOPMENT,POUCHES/SACHETS,Caramel Instant Coffee 2 Gm,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Cash Memo,no,18,Piece,Piece,1
STORE CONSUMABLES,STATIONARY,Cash Pouch,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Cash Voucher Pad,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Casio Calculator,no,18,PCS,PCS,1
CAPEX,POS HARDWARE,Cat 6 wire,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Catch - Black Pepper Powder 100g,yes,5,PCS(100GM),GM,100
Civil and Interior,Civil & Electrical Work,Ceiling Work,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Cello Tape,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Cello Tape 1 inch,no,18,PCS,PCS,1
CROCKERY & CUTLERY,CROCKERY,Ceramic Cup Set of 6,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Checklist Attendace Register - 100 Pages Spiral Bound,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Checklist Invetory Book - 100 Pages Spiral Bound,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Checklist Opening Closing - 100 Pages Spiral Bound,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Checklist wastage Log Book - 100 Pages Spiral Bound,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cheese Feta Imported,no,18,PKT(500GM),GM,500
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cheese Slice,no,5,Pack(765g),GM,765
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cheese Slice (CIB),no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cheesecake (CIB),no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cheesy Meatball Melt,no,18,PCS,PCS,1
KITCHEN ACCESSORIES,COOKING ACCESSORIES,Chemex Filter Paper Half Moon 3 Cup: Fp-2,no,5,PKT(100PC),PCS,100
CAPEX,BOH BEVERAGE EQUIPMENT,Chemex Manual Pour Over Classic Coffeemaker 3 Cup :Cm-1C,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cherry Tomato (CIB),no,5,KG,GM,1000
RAW MATERIAL,RM FOOD AND BEVERAGES,Chia Seeds,no,5,PKT(250GM),GM,250
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chicken Ham,no,5,PKT(500GM),GM,500
RAW MATERIAL,RM FOOD - NON VEG INGREDIENTS,Chicken Meatball Base,no,18,PKT(500GM),GM,500
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chicken Sausage (CIB),no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chili Garlic Potato Shots 1.5 Kg,no,5,KG,GM,1000
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chilli Flakes,no,5,PKT(500GM),GM,500
RAW MATERIAL,RM FOOD - CONDIMENTS,Chilli Flakes - Sachet,no,12,BAG(250PC),PCS,250
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chilli Garlic Mushroom Melts (Assembled) (CIB),no,5,PCS,PCS,1
RAW MATERIAL,RM BEVERAGES - SYRUP/SAUCE,Chip - Chocolate Chip - Morde,no,5,PKT(500GM),GM,500
RAW MATERIAL,RM FOOD - NON VEG INGREDIENTS,Chipotle Chicken,no,18,PKT(100GM),GM,100
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chipotle Chicken (CIB),no,,KG,GM,1000
RAW MATERIAL,RM FOOD - NON VEG INGREDIENTS,Chipotle Chicken Mozzarella Pide Base,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chipotle Mayo,no,18,PKT(100GM),GM,100
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chipotle Paneer Bhurji Broccomole On Ciabatta Toast,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chips,no,5,PKT,GM,75
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Chips (CIB),no,5,KG,GM,1000
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Choco Chip Berliner,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Choco Fudge Delight,no,18,PCS,PCS,1
RETAIL,RTE - SNACKS,Chocolate Almond - 40 Gms,yes,18,PCS,PCS,1
RETAIL,RTE - SNACKS,Chocolate Cashew - 40 Gms,yes,18,PCS,PCS,1
RAW MATERIAL,RM BEVERAGES - POWDERS,Chocolate Powder - 0% Sugar,yes,5,JAR(20KG),GM,20000
RAW MATERIAL,RM BEVERAGES - POWDERS,Chocolate Powder - Cold - 500Gm,yes,18,PKT(500GM),GM,500
,RM BEVERAGES - POWDERS,Chocolate Powder - 0% Sugar,yes,5,PKT(100GM),GM,100
,RM BEVERAGES - POWDERS,Chocolate Powder - 0% Sugar,yes,5,PKT(500GM),GM,500
RAW MATERIAL,RM BEVERAGES - POWDERS,Chocolate Powder - Hazelnut,yes,18,JAR(20KG),GM,20000
,RM BEVERAGES - POWDERS,Chocolate Powder - Hot,yes,5,PKT(100GM),GM,100
RAW MATERIAL,RM BEVERAGES - POWDERS,Chocolate Powder - Hot,yes,5,PKT(500GM),GM,500
RAW MATERIAL,RM BEVERAGES - POWDERS,Chocolate Powder - Salted Caramel,yes,18,PKT(500GM),GM,500
,RM BEVERAGES - POWDERS,Chocolate Powder - Hazelnut,yes,18,PKT(100GM),GM,100
,RM BEVERAGES - POWDERS,Chocolate Powder - Hazelnut,yes,18,PKT(500GM),GM,500
RAW MATERIAL,RM BEVERAGES - POWDERS,Chocolate Powder - Strawberry,yes,18,JAR(20KG),GM,20000
CAPEX,SMALLWARE,Chopping Board - Green (Thin),no,18,PCS,PCS,1
CAPEX,SMALLWARE,Chopping Board - Red (Thin),no,18,PCS,PCS,1
STORE CONSUMABLES,Decor-Christmas,Christmas Decoration Set,no,,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cinnamon Powder,no,5,PKT(100GM),GM,100
CAPEX,SMALLWARE,Cinnamon Sprinkler,no,12,PCS,PCS,1
