Super Category ,Category Name,Item Name ,Has Expiry,Tax Rate,Purchase UOM,Base UOM,Conversion Factor
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Garlic & Cheese Pull Apart Bread,,,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Garlic Whole (Lasun),,,PKT(500GM),GM,500
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Ginger,,,GM(950),GM,950
CAPEX,BOH OTHER EQUIPMENT,HVAC,,,PCS,PCS,1
RAW MATERIAL,RM FOOD - NON VEG INGREDIENTS,Harissa Chicken Puff (Closed Puff),,,PCS,PCS,1
CAPEX,SMALLWARE,"Hot Food Serving Tongs - Green 9""",,,PCS,PCS,1
CAPEX,SMALLWARE,"Hot Food Serving Tongs - Red 9""",,,PCS,PCS,1
CAPEX,OUTLET EQUIPMENT,K Type Fire Extinguisher 6Kg Kanex,,,PCS,PCS,1
RAW MATERIAL,RM BEVERAGES - SYRUP/SAUCE,Kala Khatta Syrup 750 ML,,,BTL(750ML/983GM),GM,983
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Kitchen Sink,,,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,"Kot Rail/Holder 24""",,,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Macaroni Pasta,,,PKT(500GM),GM,500
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Macaroni Pasta,,,KG,GM,1000
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Maple Butter Croissant,,,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Mcilhenny-Tabasco Red (60Ml),,,BTL(60ML/60gm),GM,60
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Modification Cost,,,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Moist Marble Cake,,,PCS,PCS,1
RAW MATERIAL,RM BEVERAGES - SYRUP/SAUCE,Nimbu Masala Syrup 750ML,,,BTL(750ML/983GM),GM,983
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Oats & Raisin Cookie,,,PCS,PCS,1
RAW MATERIAL,RM BEVERAGES - SYRUP/SAUCE,Orange Crush 1000ML,,,BTL(1L/1200GM),GM,1200
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Paneer Tikka Parantha Wrap,,,PCS,PCS,1
RAW MATERIAL,RM FOOD - NON VEG INGREDIENTS,Peri Peri Chicken Parantha Wrap,,,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Pesto Paradise Multigrain Sandwich,,,PCS,PCS,1
RAW MATERIAL,RM FOOD - NON VEG INGREDIENTS,Pistachio Eclair,,,PCS,PCS,1
CAPEX,SMALLWARE,Plastic Box Big 6 Ltr,,,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,Recognition Card,,,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,SS Table with Undershelf,,,PCS,PCS,1
CAPEX,SMALLWARE,SS Whisker 10 Inch,,,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,SS Working Table,,,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Scrambled Paneer (Jain) (CIB),,,GM,GM,1
CAPEX,OUTLET EQUIPMENT,Silos,,,PCS,PCS,1
RETAIL,BOTTLED WATER,Soda Bottle 750 ML,,,CASE(24PC) NEW,PCS,24
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Spaghetti,,,GM(200),GM,200
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Spaghetti,,,PKT(500GM),GM,500
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Spaghetti,,,KG,GM,1000
RAW MATERIAL,RM BEVERAGES - SYRUP/SAUCE,Spicy Mango Syrup 750 ML,,,BTL(750ML/983GM),GM,983
CAPEX,SMALLWARE,"Stainless Steel Ice Scoop (Big) 4""",,,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - LIQUID,Suma Scale,,,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - POWDERS,Suma Tab D4,,,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - LIQUID,Suma Ultra,,,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Track Spot 12W 2700K Black,,,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,UPRIGHT FREEZER 2 HALF DOOR HFWH77MS4,,,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,Under Counter Freezer (2 Door) FTWH120MS4 1200x 750x 850,,,PCS,PCS,1
CAPEX,SMALLWARE,V4 - Muddler(Unbreakable),,,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,WALL MOUNTED RACK-1,,,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,WALL MOUNTED RACK-2,,,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,White Chocolate & Berry Berliner,,,PCS,PCS,1
