Deployment Name,StoreKitchen Name,Item Code ,Item Name,Category Name ,Super Category Name ,Average Price ,Opening Date ,Opening Qty ,Unit ,Amt ,Purchase Qty ,Amt ,Stock In Qty ,Amt ,Consumption Qty ,Amt ,Yield Wastage ,Amt ,Stock Out Qty ,Amt ,Total (Stock Out + Consumption Qty) ,Amt ,Wastage Qty ,Amt ,Reuse Qty ,Amt ,Return Qty ,Amt ,Closing Date ,Closing Qty ,Closing Amt ,Latest Physical ,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Variance Percent,PhysicalGain/Loss Qty ,Amt ,Actual Consumption ,Amt ,Ideal Closing Qty ,Amt ,Physical Adjusted Closing Qty ,Amt
Coffee Island AIPL,Coffee Island AIPL Main Store,CAP0000269,55 Inch Commercial Screen,DIGITAL MENU BOARD,CAPEX,53120,01-06-2025,0,PCS..,0,1,53120,0,0,0,0,0,0,1,53120,1,53120,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,CAP0000264,43 Inch Commercial Screen,DIGITAL MENU BOARD,CAPEX,30080,01-06-2025,0,PCS,0,6,180480,0,0,0,0,0,0,6,180480,6,180480,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000039,Book Maintenance Checklist,STATIONARY,STORE CONSUMABLES,112.1,01-06-2025,0,PCS..,0,1,112.1,0,0,0,0,0,0,1,112.1,1,112.1,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000041,Msds Book,STATIONARY,STORE CONSUMABLES,153.4,01-06-2025,0,PCS..,0,1,153.4,0,0,0,0,0,0,1,153.4,1,153.4,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000043,Poster A4 Beverage Job Aid Single Side Print A4 With Pouch Lamination,STATIONARY,STORE CONSUMABLES,35.4,01-06-2025,0,PCS..,0,69,2442.6,0,0,0,0,0,0,69,2442.6,69,2442.6,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000045,Poster A4 Food Job Aid Both Side Print A4 With Pouch Lamination,STATIONARY,STORE CONSUMABLES,53.1,01-06-2025,0,PCS..,0,2,106.2,0,0,0,0,0,0,2,106.2,2,106.2,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000042,Book Integrated Pest Management Booklet,STATIONARY,STORE CONSUMABLES,59,01-06-2025,0,PCS..,0,1,59,0,0,0,0,0,0,1,59,1,59,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000048,A3 Aluminium Frame Fssai,STATIONARY,STORE CONSUMABLES,826,01-06-2025,0,PCS..,0,1,826,0,0,0,0,0,0,1,826,1,826,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000047,Island Star Card,STATIONARY,STORE CONSUMABLES,5.9,01-06-2025,0,PCS..,0,50,295,0,0,0,0,0,0,50,295,50,295,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000046,Appreciation Certificates,STATIONARY,STORE CONSUMABLES,17.7,01-06-2025,0,PCS..,0,12,212.4,0,0,0,0,0,0,12,212.4,12,212.4,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000056,Shelf-Life Chart,STATIONARY,STORE CONSUMABLES,18.88,01-06-2025,0,PCS..,0,1,18.88,0,0,0,0,0,0,1,18.88,1,18.88,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000040,Book Operational Checklist,STATIONARY,STORE CONSUMABLES,194.7,01-06-2025,0,PCS..,0,1,194.7,0,0,0,0,0,0,1,194.7,1,194.7,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000053,Tea Bag - Chamomile And Lemon Grass,RM BEVERAGES - TEA BAGS,RAW MATERIAL,8.4,01-06-2025,0,PCS,0,200,1680,0,0,0,0,0,0,200,1680,200,1680,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000054,Tea Bag - Indian Masala,RM BEVERAGES - TEA BAGS,RAW MATERIAL,7.88,01-06-2025,0,PCS,0,200,1575,0,0,0,0,0,0,200,1575,200,1575,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000055,Tea Bag - English Breakfast,RM BEVERAGES - TEA BAGS,RAW MATERIAL,7.35,01-06-2025,0,PCS,0,200,1470,0,0,0,0,0,0,200,1470,200,1470,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,CAP0000296,ISI Nitro Whip (1L),SMALLWARE,CAPEX,10384,01-06-2025,0,PCS,0,1,10384,0,0,0,0,0,0,1,10384,1,10384,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,KIA0000024,ISI Nitro Chargers (16) 2.4g/Unit,COOKING ACCESSORIES,KITCHEN ACCESSORIES,867.3,01-06-2025,0,PCS,0,8,6938.4,0,0,0,0,0,0,8,6938.4,8,6938.4,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000051,Chip - Chocolate Chip - Morde,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,0.37,01-06-2025,0,GM,0,10000,3721.72,0,0,0,0,0,0,10000,3721.72,10000,3721.72,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,STC0000044,Poster A4 Food Job Aid Single Side Print A4 With Pouch Lamination,STATIONARY,STORE CONSUMABLES,35.4,01-06-2025,0,PCS..,0,34,1203.6,0,0,0,0,0,0,34,1203.6,34,1203.6,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000135,Cheese Feta Imported,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,1.92,01-06-2025,0,GM,0,2000,3842.54,0,0,0,0,0,0,2000,3842.54,2000,3842.54,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000072,Herb Infused Roasted Chicken Toastie,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,86.48,01-06-2025,0,PCS,0,41,3545.77,0,0,0,0,0,0,41,3545.77,41,3545.77,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000085,Cheesy Meatball Melt,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,125.76,01-06-2025,0,PCS,0,27,3395.64,0,0,0,0,0,0,27,3395.64,27,3395.64,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000123,Bocconcini Cheese,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,2.68,01-06-2025,0,GM,0,1600,4284.34,0,0,0,0,0,0,1600,4284.34,1600,4284.34,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000091,Oven Roasted Tomato Basil & Bocconcini Cheese Pide Base,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,28.24,01-06-2025,0,PCS,0,38,1073.02,0,0,0,0,0,0,38,1073.02,38,1073.02,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000090,Pecan & Date Tea Cake,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,103.92,01-06-2025,0,PCS,0,43,4468.67,0,0,0,0,0,0,43,4468.67,43,4468.67,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000103,Chipotle Paneer Bhurji Broccomole On Ciabatta Toast,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,65.05,01-06-2025,0,PCS,0,42,2732.24,0,0,0,0,0,0,42,2732.24,42,2732.24,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000087,Peri Peri Cheese Toastie,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,76.98,01-06-2025,0,PCS,0,46,3541.23,0,0,0,0,0,0,46,3541.23,46,3541.23,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000108,Mediterranean Dressing,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.96,01-06-2025,0,GM,0,700,673.77,0,0,0,0,0,0,700,673.77,700,673.77,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000086,Garlic Mushroom & Caramelized Onion Melt,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,116.63,01-06-2025,0,PCS,0,36,4198.72,0,0,0,0,0,0,36,4198.72,36,4198.72,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000097,Double Chocolate Chunk Cookie,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,65.41,01-06-2025,0,PCS,0,28,1831.41,0,0,0,0,0,0,28,1831.41,28,1831.41,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000101,Jaggery Cinnamon Tea Cake,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,39.62,01-06-2025,0,PCS,0,43,1703.85,0,0,0,0,0,0,43,1703.85,43,1703.85,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000125,Boiled Quinoa,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,1.11,01-06-2025,0,GM,0,1750,1942.92,0,0,0,0,0,0,1750,1942.92,1750,1942.92,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000136,Mexican Rice Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.2,01-06-2025,0,GM,0,19500,3829.78,0,0,0,0,0,0,19500,3829.78,19500,3829.78,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000094,Oats And Honey Muffin,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,48.03,01-06-2025,0,PCS,0,26,1248.68,0,0,0,0,0,0,26,1248.68,26,1248.68,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000113,Broccomole,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.47,01-06-2025,0,GM,0,3000,1411.4,0,0,0,0,0,0,3000,1411.4,3000,1411.4,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000115,Sour Cream,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.34,01-06-2025,0,GM,0,1900,640.54,0,0,0,0,0,0,1900,640.54,1900,640.54,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000102,Choco Fudge Delight,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,62.66,01-06-2025,0,PCS,0,38,2381,0,0,0,0,0,0,38,2381,38,2381,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000073,Boston Cream Pie Croissant,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,61.91,01-06-2025,0,PCS,0,19,1176.38,0,0,0,0,0,0,19,1176.38,19,1176.38,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000116,Fajita Cottage Cheese,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.56,01-06-2025,0,GM,0,4500,2521.72,0,0,0,0,0,0,4500,2521.72,4500,2521.72,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000122,Oil Olive,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,1.18,01-06-2025,0,GM,0,2000,2357.05,0,0,0,0,0,0,2000,2357.05,2000,2357.05,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000099,Mushroom & Scrambled Egg White Broccomole Bagel,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,122.13,01-06-2025,0,PCS,0,28,3419.64,0,0,0,0,0,0,28,3419.64,28,3419.64,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000132,Olives Black Whole,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,267.18,01-06-2025,0,PKT(350GM),0,2,534.35,0,0,0,0,0,0,2,534.35,2,534.35,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000077,Chipotle Chicken Mozzarella Pide Base,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,80.74,01-06-2025,0,PCS,0,32,2583.54,0,0,0,0,0,0,32,2583.54,32,2583.54,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000098,Sea Salt Caramel Brookie,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,76.7,01-06-2025,0,PCS,0,26,1994.2,0,0,0,0,0,0,26,1994.2,26,1994.2,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000075,Herb Chicken Open Puff Base,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,46.24,01-06-2025,0,PCS,0,39,1803.52,0,0,0,0,0,0,39,1803.52,39,1803.52,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000093,Korean Chilli Garlic Mushroom Puff Base,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,39.93,01-06-2025,0,PCS,0,45,1796.9,0,0,0,0,0,0,45,1796.9,45,1796.9,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000092,Sriracha Chicken & Avocado Wrap,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,139.9,01-06-2025,0,PCS,0,39,5456.13,0,0,0,0,0,0,39,5456.13,39,5456.13,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000096,Pistachio Cream Flat Croissant,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,72.15,01-06-2025,0,PCS,0,17,1226.47,0,0,0,0,0,0,17,1226.47,17,1226.47,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000129,Farm Fresh Salad Dressing,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.77,01-06-2025,0,GM,0,1750,1340.1,0,0,0,0,0,0,1750,1340.1,1750,1340.1,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000114,Tomato Salsa,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.17,01-06-2025,0,GM,0,3000,504.8,0,0,0,0,0,0,3000,504.8,3000,504.8,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000084,Butter Croissant,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,32.38,01-06-2025,0,PCS,0,42,1359.93,0,0,0,0,0,0,42,1359.93,42,1359.93,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000104,Rocky Road & Pecan Muffin,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,105.67,01-06-2025,0,PCS,0,34,3592.75,0,0,0,0,0,0,34,3592.75,34,3592.75,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000089,Cold Brew Tiramisu,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,172.93,01-06-2025,0,PCS,0,26,4496.15,0,0,0,0,0,0,26,4496.15,26,4496.15,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000117,Pomegranate Granular,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.7,01-06-2025,0,GM,0,700,491.55,0,0,0,0,0,0,700,491.55,700,491.55,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000078,Chipotle Chicken,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,0.87,01-06-2025,0,GM,0,2900,2531.94,0,0,0,0,0,0,2900,2531.94,2900,2531.94,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000127,Farm Fresh Lettuce Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.53,01-06-2025,0,GM,0,1750,921.07,0,0,0,0,0,0,1750,921.07,1750,921.07,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000095,Smoked Cottage Cheese Wrap,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,119.42,01-06-2025,0,PCS,0,43,5134.89,0,0,0,0,0,0,43,5134.89,43,5134.89,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000074,New Yorkshire Baked Cheesecake,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,166.84,01-06-2025,0,PCS,0,36,6006.25,0,0,0,0,0,0,36,6006.25,36,6006.25,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000128,Farm Fresh Pre Tossed Veggie Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.32,01-06-2025,0,GM,0,1750,567.96,0,0,0,0,0,0,1750,567.96,1750,567.96,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000088,Nolen Gur Banoffee Jar,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,78.53,01-06-2025,0,PCS,0,21,1649.11,0,0,0,0,0,0,21,1649.11,21,1649.11,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000076,Roasted Turkey Tomato & Cheese Croissant,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,191.31,01-06-2025,0,PCS,0,28,5356.78,0,0,0,0,0,0,28,5356.78,28,5356.78,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
Coffee Island AIPL,Coffee Island AIPL Main Store,RAW0000131,Mediterranean Pre-Tossed Veggie Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,0.4,01-06-2025,0,GM,0,1750,692.77,0,0,0,0,0,0,1750,692.77,1750,692.77,0,0,0,0,0,0,30-06-2025,0,0,-,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
