Outlet Name,Store Id,Bill Date,Business Date,Bill Number,KOT Number,Source,Tab Name,Super Category,Category,Item Code,Item Name,Bill Created Date,Bill Created Time,Void Date,Void Time,Void User,Bill Made By,Quantity,Rate,Amount,Comment,Type,Payment Mode
"Coffee Island GK II","10002","2025-10-21","2025-10-21","T1-11680","15","Zomato","DELIVERY","Main Course","Hand Made Sandwiches","171","Roasted Turkey Tomato & Cheese Croissant","2025-10-21","11:27:03 AM","2025-10-21","11:49:23 AM","vitaxnova_cigk2_yasmin","vitaxnova_cigk2_yasmin","1","430","430","-","Bill Void","-",
"Coffee Island GK II","10002","2025-10-21","2025-10-21","T1-11708","43","Zomato","DELIVERY","Main Course","Pizza","178","Roasted Tomato Basil Bocconcini Pide","2025-10-21","06:37:28 PM","2025-10-21","07:04:55 PM","vitaxnova_cigk2_udit","vitaxnova_cigk2_neeraj","1","390","390","-","Bill Void","-",
"Coffee Island GK II","10002","2025-10-21","2025-10-21","T1-11708","43","Zomato","DELIVERY","Cold Beverages","Cold Brews","2","Iced Latte Signature-Med","2025-10-21","06:37:28 PM","2025-10-21","07:04:55 PM","vitaxnova_cigk2_udit","vitaxnova_cigk2_neeraj","1","310","310","-","Bill Void","-",
"Coffee Island GK II","10002","2025-10-21","2025-10-21","T1-11708","43","Zomato","DELIVERY","ADDON","Choice of Beans","138","Master Blend @0","2025-10-21","06:37:28 PM","2025-10-21","07:04:55 PM","vitaxnova_cigk2_udit","vitaxnova_cigk2_neeraj","1","0","0","-","Bill Void","-",
"Coffee Island GK II","10002","2025-10-22","2025-10-22","T1-11765","31","POS","DINE IN","Hot Beverages","Hot Brews","97","Hot Latte Signature-reg","2025-10-22","05:39:31 PM","2025-10-22","05:50:33 PM","vitaxnova_cigk2_neeraj","vitaxnova_cigk2_yasmin","1","240","240","guest cancel the order","Bill Void","Cash",
"Coffee Island GK II","10002","2025-10-22","2025-10-22","T1-11765","31","POS","DINE IN","ADDON","Choice of Milk","151","Oat Milk @50","2025-10-22","05:39:31 PM","2025-10-22","05:50:33 PM","vitaxnova_cigk2_neeraj","vitaxnova_cigk2_yasmin","1","50","50","guest cancel the order","Bill Void","Cash",
"Coffee Island GK II","10002","2025-10-22","2025-10-22","T1-11765","31","POS","DINE IN","ADDON","Choice of Beans","235","Volcano Blend (Default)","2025-10-22","05:39:31 PM","2025-10-22","05:50:33 PM","vitaxnova_cigk2_neeraj","vitaxnova_cigk2_yasmin","1","0","0","guest cancel the order","Bill Void","Cash",
"Coffee Island GK II","10002","2025-10-22","2025-10-22","T1-11765","31","POS","DINE IN","Main Course","Hand Made Sandwiches","174","Garlic Mushroom & Caramelized Onion Melt","2025-10-22","05:39:31 PM","2025-10-22","05:50:33 PM","vitaxnova_cigk2_neeraj","vitaxnova_cigk2_yasmin","1","350","350","guest cancel the order","Bill Void","Cash",
"Coffee Island GK II","10002","2025-10-25","2025-10-25","T1-11922","32","POS","DINE IN","Desserts","Desserts","-","Choco Fudge Delight","2025-10-25","10:44:28 PM","2025-10-25","11:00:10 PM","vitaxnova_cigk2_umar","vitaxnova_cigk2_umar","1","300","300","costumer chnge mind","Item Delete","-",
"Coffee Island GK II","10002","2025-10-28","2025-10-27","T1-12055","46","POS","DINE IN","Quick Bites","Croissant Cookie & Muffin","-","Sea Salt Caramel Brookie","2025-10-28","12:36:51 AM","2025-10-28","12:46:10 AM","vitaxnova_cigk2_umar","vitaxnova_cigk2_umar","1","210","210","costumer chnge","Item Delete","-",
"Coffee Island GK II","10002","2025-10-29","2025-10-29","T1-12133","21","POS","DELIVERY","Hot Beverages","Hot Brews","106","Cappuccino-reg","2025-10-29","02:32:09 PM","2025-10-29","02:34:10 PM","vitaxnova_cigk2_neeraj","vitaxnova_cigk2_yasmin","1","250","250","wrongly punched in delivery","Bill Void","-",
"Coffee Island GK II","10002","2025-10-29","2025-10-29","T1-12133","21","POS","DELIVERY","ADDON","Choice of Beans","235","Volcano Blend (Default)","2025-10-29","02:32:09 PM","2025-10-29","02:34:10 PM","vitaxnova_cigk2_neeraj","vitaxnova_cigk2_yasmin","1","0","0","wrongly punched in delivery","Bill Void","-",
"Coffee Island GK II","10002","2025-10-29","2025-10-29","T1-12133","21","POS","DELIVERY","ADDON","Choice of Milk","336","Regular - Milk -130g Default","2025-10-29","02:32:09 PM","2025-10-29","02:34:10 PM","vitaxnova_cigk2_neeraj","vitaxnova_cigk2_yasmin","1","0","0","wrongly punched in delivery","Bill Void","-",
"Coffee Island HQ-27","10001","2025-10-08","2025-10-08","T1-10583","7","Zomato","DELIVERY","Ready To Drink","Cold Brew","285","Cinnamon Cold Brew Coffee","2025-10-08","09:20:11 AM","2025-10-08","10:06:26 AM","vitaxnova_igm_aashiq","vitaxnova_igm_aashiq","1","176.19","176.19","-","Bill Void","-",
"Coffee Island HQ-27","10001","2025-10-08","2025-10-08","T1-10583","7","Zomato","DELIVERY","Ready To Drink","Cold Brew","287","Vanilla Cold Brew Coffee","2025-10-08","09:20:11 AM","2025-10-08","10:06:26 AM","vitaxnova_igm_aashiq","vitaxnova_igm_aashiq","1","176.19","176.19","-","Bill Void","-",
"Coffee Island HQ-27","10001","2025-10-08","2025-10-08","T1-10583","7","Zomato","DELIVERY","Ready To Drink","Cold Coffee","289","Vietnamese Cold Coffee","2025-10-08","09:20:11 AM","2025-10-08","10:06:26 AM","vitaxnova_igm_aashiq","vitaxnova_igm_aashiq","1","161.9","161.9","-","Bill Void","-",
"Coffee Island HQ-27","10001","2025-10-09","2025-10-09","T1-10644","1","Swiggy","DELIVERY","Breakfast Specials (Make your own)","Breakfast Specials (Make your own)","470","Breakfast Specials 2.0","2025-10-09","08:21:07 AM","2025-10-09","08:58:47 AM","vitaxnova_igm_aashiq","vitaxnova_igm_aashiq","1","179","179","-","Bill Void","-",
"Coffee Island HQ-27","10001","2025-10-10","2025-10-10","T1-10712","3","Zomato","DELIVERY","Quick Bites","Puff & Toastie","426","Avocado Toast","2025-10-10","08:46:17 AM","2025-10-10","09:23:10 AM","vitaxnova_igm_aashiq","vitaxnova_igm_aashiq","1","420","420","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-18","2025-10-18","T1-188","7","Swiggy","DELIVERY","Hot Beverages","Hot Brews","97","Hot Latte Signature-reg","2025-10-18","07:37:26 AM","2025-10-18","08:04:04 AM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","260","260","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-18","2025-10-18","T1-188","7","Swiggy","DELIVERY","ADDON","Choice of Beans","235","Volcano Blend (Default)","2025-10-18","07:37:26 AM","2025-10-18","08:04:04 AM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","0","0","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-18","2025-10-18","T1-188","7","Swiggy","DELIVERY","ADDON","Choice of Milk","338","Regular - Milk -150g Default","2025-10-18","07:37:26 AM","2025-10-18","08:04:04 AM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","0","0","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-18","2025-10-18","T1-188","7","Swiggy","DELIVERY","Hot Beverages","Alternative Brews","88","Aero Press","2025-10-18","07:37:26 AM","2025-10-18","08:04:04 AM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","340","340","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-18","2025-10-18","T1-188","7","Swiggy","DELIVERY","ADDON","Choice of Beans","144","Ethiopia Blend 15g @0","2025-10-18","07:37:26 AM","2025-10-18","08:04:04 AM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","0","0","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-18","2025-10-18","T1-188","7","Swiggy","DELIVERY","Quick Bites","Puff & Toastie","429","Avocado Toast with Eggs","2025-10-18","07:37:26 AM","2025-10-18","08:04:04 AM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","460","460","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-18","2025-10-18","T1-188","7","Swiggy","DELIVERY","Desserts","Desserts","190","Pecan & Date Tea Cake","2025-10-18","07:37:26 AM","2025-10-18","08:04:04 AM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","320","320","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-18","2025-10-18","T1-188","7","Swiggy","DELIVERY","Hot Beverages","Hot Brews","99","Americano-reg","2025-10-18","07:37:26 AM","2025-10-18","08:04:04 AM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","230","230","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-18","2025-10-18","T1-188","7","Swiggy","DELIVERY","ADDON","Choice of Beans","234","Master Blend - (Default)","2025-10-18","07:37:26 AM","2025-10-18","08:04:04 AM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","0","0","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-20","2025-10-20","T1-342","33","Mobile App","ONLINE","Cold Beverages","Cold Brews","11","Islander Cold Coffee-Med","2025-10-20","11:11:53 PM","2025-10-20","11:40:37 PM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","290","290","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-20","2025-10-20","T1-342","33","Mobile App","ONLINE","ADDON","Choice of Beans","138","Master Blend @0","2025-10-20","11:11:53 PM","2025-10-20","11:40:37 PM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","0","0","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-20","2025-10-20","T1-342","33","Mobile App","ONLINE","Cold Beverages","Island Special-Cold","365","Java Chip Killer-Medium","2025-10-20","11:11:53 PM","2025-10-20","11:40:37 PM","vitaxnova_cinsp_saif","vitaxnova_cinsp_saif","1","330","330","-","Bill Void","-",
"Coffee Island NSP - New Delhi","10008","2025-10-25","2025-10-25","T1-652","56","POS","DINE IN","Cold Beverages","Milk Shake","-","Berry Burst Paradise Milkshake-Med","2025-10-25","09:26:47 PM","2025-10-25","09:31:00 PM","vitaxnova_cinsp_ansh","vitaxnova_cinsp_ansh","1","270","270","CUSTOMER CHANGED HIS MIND","Item Delete","-",
"Coffee Island NSP - New Delhi","10008","2025-10-25","2025-10-25","T1-652","56","POS","DINE IN","ADDON","Choice of Milk","-","Regular - Milk -150g Default","2025-10-25","09:26:47 PM","2025-10-25","09:31:00 PM","vitaxnova_cinsp_ansh","vitaxnova_cinsp_ansh","1","0","0","-","Item Delete","-",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-19","2025-10-19","T1-127","15","POS","DINE IN","Cold Beverages","Cold Brews","367","The Long Pour","2025-10-19","02:22:58 PM","2025-10-19","02:44:14 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","310","310","International card not accepting","Bill Void","Other",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-19","2025-10-19","T1-128","16","POS","TAKEAWAY","Quick Bites","Croissant Cookie & Muffin","212","French Butter Croissant","2025-10-19","02:24:11 PM","2025-10-19","02:42:53 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","190","190","wrong punch INTERNATIONAL card not  accepting","Bill Void","Other",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-21","2025-10-21","T1-286","26","POS","DINE IN","Main Course","Rice Bowl","-","Cottage Cheese Fajita With Broccomole","2025-10-21","04:14:49 PM","2025-10-21","04:52:52 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","350","350","wrong punch","Item Delete","-",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-22","2025-10-22","T1-360","32","POS","DINE IN","Hot Beverages","Hot Brews","106","Cappuccino-reg","2025-10-22","05:21:44 PM","2025-10-22","10:03:55 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","230","230","WRONG PUNCH Payment not recieved","Bill Void","Other",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-22","2025-10-22","T1-360","32","POS","DINE IN","ADDON","Choice of Beans","235","Volcano Blend (Default)","2025-10-22","05:21:44 PM","2025-10-22","10:03:55 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","0","0","WRONG PUNCH Payment not recieved","Bill Void","Other",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-23","2025-10-23","T1-436","42","POS","DINE IN","Cold Beverages","Cold Brews","8","Gelato Affagato","2025-10-23","07:13:07 PM","2025-10-23","09:58:49 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","310","310","PAYMENT NOT RECIEVED CL.OSED EARLY","Bill Void","Other",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-23","2025-10-23","T1-436","42","POS","DINE IN","ADDON","Choice of Beans","138","Master Blend @0","2025-10-23","07:13:07 PM","2025-10-23","09:58:49 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","0","0","PAYMENT NOT RECIEVED CL.OSED EARLY","Bill Void","Other",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-23","2025-10-23","T1-436","42","POS","DINE IN","Cold Beverages","Cold Brews","11","Islander Cold Coffee-Med","2025-10-23","07:13:07 PM","2025-10-23","09:58:49 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","290","290","PAYMENT NOT RECIEVED CL.OSED EARLY","Bill Void","Other",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-23","2025-10-23","T1-436","42","POS","DINE IN","ADDON","Choice of Beans","235","Volcano Blend (Default)","2025-10-23","07:13:07 PM","2025-10-23","09:58:49 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","0","0","PAYMENT NOT RECIEVED CL.OSED EARLY","Bill Void","Other",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-24","2025-10-24","T1-451","1","POS","DINE IN","Hot Beverages","Hot Brews","94","Flat White","2025-10-24","11:15:16 AM","2025-10-24","11:30:27 AM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","230","230","worng billing cancel the order","Bill Void","Cash",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-24","2025-10-24","T1-451","1","POS","DINE IN","ADDON","Choice of Milk","150","Almond Milk @50","2025-10-24","11:15:16 AM","2025-10-24","11:30:27 AM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","50","50","worng billing cancel the order","Bill Void","Cash",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-24","2025-10-24","T1-451","1","POS","DINE IN","ADDON","Choice of Beans","234","Master Blend - (Default)","2025-10-24","11:15:16 AM","2025-10-24","11:30:27 AM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","0","0","worng billing cancel the order","Bill Void","Cash",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-24","2025-10-24","T1-451","1","POS","DINE IN","Hot Beverages","Hot Brews","90","Cortardo (Small)","2025-10-24","11:15:16 AM","2025-10-24","11:30:27 AM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","230","230","worng billing cancel the order","Bill Void","Cash",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-24","2025-10-24","T1-451","1","POS","DINE IN","ADDON","Choice of Milk","150","Almond Milk @50","2025-10-24","11:15:16 AM","2025-10-24","11:30:27 AM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","50","50","worng billing cancel the order","Bill Void","Cash",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-24","2025-10-24","T1-451","1","POS","DINE IN","ADDON","Choice of Beans","234","Master Blend - (Default)","2025-10-24","11:15:16 AM","2025-10-24","11:30:27 AM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","0","0","worng billing cancel the order","Bill Void","Cash",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-24","2025-10-24","T1-451","1","POS","DINE IN","Quick Bites","Croissant Cookie & Muffin","215","Rocky Road & Pecan Muffin","2025-10-24","11:15:16 AM","2025-10-24","11:30:27 AM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","290","290","worng billing cancel the order","Bill Void","Cash",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-30","2025-10-30","T1-787","40","Zomato","DELIVERY","Snacks","Trail Mix","279","The Ultimate Trail Mix","2025-10-30","10:46:30 PM","2025-10-30","10:47:42 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","156.25","156.25","-","Bill Void","-",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-30","2025-10-30","T1-787","40","Zomato","DELIVERY","Beans & Powder","Instant Coffee","300","Instant Coffee - Flavored (30 sachet box)","2025-10-30","10:46:30 PM","2025-10-30","10:47:42 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","300","300","-","Bill Void","-",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-30","2025-10-30","T1-787","40","Zomato","DELIVERY","Merch","Candle","472","Islander Rose Lume","2025-10-30","10:46:30 PM","2025-10-30","10:47:42 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","295.24","295.24","-","Bill Void","-",
"Coffee Island Phoenix Market City - Mumbai","10009","2025-10-30","2025-10-30","T1-787","40","Zomato","DELIVERY","Merch","Unisex T-shirt","398","Unisex T-Shirt (Blue) Med","2025-10-30","10:46:30 PM","2025-10-30","10:47:42 PM","vitaxnova_cipmc_sneha","vitaxnova_cipmc_sneha","1","380","380","-","Bill Void","-",
