Outlet Name,Store Id,Bill Date,Business Date,Bill Number,KOT Number,Source,Tab Name,Super Category,Category,Item Code,Item Name,Bill Created Date,Bill Created Time,Void Date,Void Time,Void User,Bill Made By,Quantity,Rate,Amount,Comment,Type,Payment Mode
"Coffee Island - Amanora Mall","10004","2025-11-01","2025-11-01","T1-3927","60","POS","DINE IN","Cold Beverages","Island Special-Cold","365","Java Chip Killer-Medium","2025-11-01","05:33:42 PM","2025-11-01","11:25:56 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","330","330","REFUNDED TO CUSTOMER","Bill Void","Cash",
"Coffee Island - Amanora Mall","10004","2025-11-02","2025-11-02","T1-21","16","Mobile App","ONLINE","Main Course","Pasta","179","Roasted Chicken Mac & Cheese","2025-11-02","04:47:53 PM","2025-11-02","06:52:30 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","390","390","-","Bill Void","-",
"Coffee Island - Amanora Mall","10004","2025-11-10","2025-11-10","T1-4580","30","Mobile App","ONLINE","Cold Beverages","Cold Brews","2","Iced Latte Signature","2025-11-10","05:55:19 PM","2025-11-10","06:48:04 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","280","280","-","Bill Void","-",
"Coffee Island - Amanora Mall","10004","2025-11-10","2025-11-10","T1-4580","30","Mobile App","ONLINE","Cold Beverages","Island Special-Cold","46","Orange Bumble Coffee","2025-11-10","05:55:19 PM","2025-11-10","06:48:04 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","310","310","-","Bill Void","-",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4898","48","POS","TAKEAWAY","Cold Beverages","Cold Brews","11","Islander Cold Coffee","2025-11-15","04:38:40 PM","2025-11-15","09:40:36 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","340","340","wrong offer","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4898","48","POS","TAKEAWAY","Cold Beverages","Island Special-Cold","45","Mocha Espressione Cold","2025-11-15","04:38:40 PM","2025-11-15","09:40:36 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","290","290","wrong offer","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4898","48","POS","TAKEAWAY","Quick Bites","Puff & Toastie","219","Peri Peri Cheese Toastie","2025-11-15","04:38:40 PM","2025-11-15","09:40:36 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","290","290","wrong offer","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4904","53","POS","TAKEAWAY","Hot Beverages","Hot Brews","106","Cappuccino","2025-11-15","04:51:33 PM","2025-11-15","09:39:41 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","230","230","wrong offer","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4904","53","POS","TAKEAWAY","Hot Beverages","Hot Brews","90","Cortardo","2025-11-15","04:51:33 PM","2025-11-15","09:39:41 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","230","230","wrong offer","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4904","53","POS","TAKEAWAY","Main Course","Pasta","182","Classic Creamy Mac & Cheese","2025-11-15","04:51:33 PM","2025-11-15","09:39:41 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","370","370","wrong offer","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4904","53","POS","TAKEAWAY","Merch","Diary","326","Recyclable Island Notebook","2025-11-15","04:51:33 PM","2025-11-15","09:39:41 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","2","449","898","wrong offer","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4912","61","POS","TAKEAWAY","Beans & Powder","Instant Coffee","300","Instant Coffee - Flavored (30 sachet box)","2025-11-15","05:10:16 PM","2025-11-15","09:41:42 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","300","300","Wrong discount","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4912","61","POS","TAKEAWAY","Cold Beverages","Cold Brews","11","Islander Cold Coffee","2025-11-15","05:10:16 PM","2025-11-15","09:41:42 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","2","325","650","Wrong discount","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4912","61","POS","TAKEAWAY","Desserts","Desserts","190","Pecan & Date Tea Cake","2025-11-15","05:10:16 PM","2025-11-15","09:41:42 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","290","290","Wrong discount","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4912","61","POS","TAKEAWAY","Quick Bites","Puff & Toastie","424","Korean Bun","2025-11-15","05:10:16 PM","2025-11-15","09:41:42 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","320","320","Wrong discount","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4912","61","POS","TAKEAWAY","Desserts","Gelato","196","Belgian Chocolate Single Scoop","2025-11-15","05:10:16 PM","2025-11-15","09:41:42 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","195","195","Wrong discount","Bill Void","Other",
"Coffee Island - Amanora Mall","10004","2025-11-15","2025-11-15","T1-4912","61","POS","TAKEAWAY","Main Course","Hand Made Sandwiches","174","Garlic Mushroom & Caramelized Onion Melt","2025-11-15","05:10:16 PM","2025-11-15","09:41:42 PM","vitaxnova_ciam_karan","vitaxnova_ciam_karan","1","350","350","Wrong discount","Bill Void","Other",
