Outlet Name,Store Id,Bill Date,Business Date,Bill Number,KOT Number,Source,Tab Name,Super Category,Category,Item Code,Item Name,Bill Created Date,Bill Created Time,Void Date,Void Time,Void User,Bill Made By,Quantity,Rate,Amount,Comment,Type,Payment Mode
"MSFT Hyd","10007","2025-07-02","2025-07-02","T1-6928","91","POS","TAKEAWAY","Main Course","Wholesome Wrap","183","Sriracha Chicken & Avocado Wrap","2025-07-02","03:40:55 PM","2025-07-02","06:42:28 PM","vitaxnova_hyd_anand","vitaxnova_hyd_anand","1","253","253","WRONG PUNCH","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-02","2025-07-02","T1-7020","183","POS","TAKEAWAY","Desserts","Gelato","209","Dark Chocolate SSC Single Scoop","2025-07-02","06:40:39 PM","2025-07-02","06:46:26 PM","vitaxnova_hyd_anand","vitaxnova_hyd_anand","1","99","99","WRONG PUNCH","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-10","2025-07-10","T1-8373","228","POS","TAKEAWAY","Desserts","Desserts","186","Belgian Chocolate Fudge Brownie","2025-07-10","06:52:25 PM","2025-07-10","06:54:19 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","104.457143","104.46","wrong punching","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-11","2025-07-11","T1-8380","2","POS","TAKEAWAY","Desserts","Desserts","185","Cold Brew Tiramisu","2025-07-11","07:51:42 AM","2025-07-11","08:18:56 AM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","253.3428","253.34","SUDDEN CLICK","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-14","2025-07-14","T1-8916","211","POS","TAKEAWAY","Desserts","Desserts","186","Belgian Chocolate Fudge Brownie","2025-07-14","11:21:18 PM","2025-07-14","11:23:15 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","104.457143","104.46","WRONG PUNCH","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-15","2025-07-15","T1-9025","89","POS","TAKEAWAY","Desserts","Desserts","191","Berry & Honey Yogurt Jar","2025-07-15","02:49:37 PM","2025-07-15","04:28:11 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","253.342857","253.34","cancelled in hunger box","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-15","2025-07-15","T1-9136","200","POS","TAKEAWAY","Quick Bites","Croissant Cookie & Muffin","213","Sea Salt Caramel Brookie","2025-07-15","05:19:11 PM","2025-07-15","05:24:30 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","147.342857","147.34","wrong punch","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-15","2025-07-15","T1-9174","238","POS","TAKEAWAY","Hot Beverages","Island Special-Hot","136","Spanish Bombon (Small)","2025-07-15","08:15:47 PM","2025-07-15","08:26:05 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","220","220","wrong punch","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-15","2025-07-15","T1-9174","238","POS","TAKEAWAY","ADDON","Choice of Beans","235","Volcano Blend - (Default)","2025-07-15","08:15:47 PM","2025-07-15","08:26:05 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","0","0","wrong punch","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-15","2025-07-15","T1-9174","238","POS","TAKEAWAY","Cold Beverages","Cold Brews","10","Islander Cold Coffee-Lrg","2025-07-15","08:15:47 PM","2025-07-15","08:26:05 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","190","190","wrong punch","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-15","2025-07-15","T1-9174","238","POS","TAKEAWAY","ADDON","Choice of Beans","235","Volcano Blend - (Default)","2025-07-15","08:15:47 PM","2025-07-15","08:26:05 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","0","0","wrong punch","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-15","2025-07-15","T1-9174","238","POS","TAKEAWAY","Hot Beverages","Hot Brews","105","Cappuccino-Med","2025-07-15","08:15:47 PM","2025-07-15","08:26:05 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","180","180","wrong punch","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-15","2025-07-15","T1-9174","238","POS","TAKEAWAY","ADDON","Choice of Milk","340","Regular - Milk -170g Default","2025-07-15","08:15:47 PM","2025-07-15","08:26:05 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","0","0","wrong punch","Bill Void","Cash",
"MSFT Hyd","10007","2025-07-15","2025-07-15","T1-9174","238","POS","TAKEAWAY","ADDON","Choice of Beans","235","Volcano Blend - (Default)","2025-07-15","08:15:47 PM","2025-07-15","08:26:05 PM","vitaxnova_hyd_kalleti","vitaxnova_hyd_kalleti","1","0","0","wrong punch","Bill Void","Cash",
