Generated On: 2026-02-03 10:50:56 am
Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Total Charges,Net Sale,GST @5%,Total Tax,Total Amount,Round Off,Gross Amount,Covers,
-,-,South,MSFT Hyd,2026-02-02,TAKEAWAY,132.00,127,22993.82,0.00,0.00,22993.82,1149.68,1149.68,24143.50,9.50,24153.00,0,
-,-,South,MSFT Hyd,2026-02-02,DINE IN,3.00,3,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,


