  Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Packaging Charge [CART - SWIGGY],Restaurant Charge,Restaurant Packaging Charges,Platform Fee Charge,Delivery Charge,Smile Amount Charge,Total Charges,Net Sale,GST @5%,GST @12%,GST @18%,ECom_GST@5%,Total Tax,Total Amount,Round Off,Gross Amount,Covers,
"-","-","North","Coffee Island Beyond GK II",2025-08-20,"DELIVERY",34.00,15,6857.45,1739.98,90.00,0,180.00,0,0,0,270.00,5117.47,0,0,0,269.38,269.38,5656.85,3.15,5660.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-20,"TAKEAWAY",100.00,29,16640.99,518.00,0,25.00,0,0,0,0,25.00,16122.99,761.65,77.67,59.94,0,899.27,17047.26,4.74,17052.00,25.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-20,"DINE IN",89.00,32,12815.32,163.88,0,0,0,0,0,0,0.00,12651.44,579.62,13.39,170.54,0,763.56,13415.00,6.00,13421.00,32.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-21,"DELIVERY",63.00,22,10434.50,3560.98,90.00,0,390.00,0,0,0,480.00,6873.52,0,0,62.92,350.20,413.13,7766.65,0.35,7767.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-21,"TAKEAWAY",56.00,17,8710.00,670.00,0,20.00,0,0,0,0,20.00,8040.00,405.60,0,0,0,405.60,8465.60,2.40,8468.00,12.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-21,"DINE IN",108.00,28,14657.17,380.00,0,0,0,0,0,0,0.00,14277.17,697.66,26.78,18.15,0,742.59,15019.76,4.24,15024.00,75.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-21,"ONLINE",12.00,2,2495.00,179.00,0,40.00,0,10.00,30.00,0,80.00,2316.00,114.81,0,55.44,0,170.25,2566.25,-0.25,2566.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-22,"DELIVERY",43.00,21,7420.00,2348.99,110.00,0,300.00,0,0,0,410.00,5071.01,0,0,0,274.05,274.06,5755.07,0.93,5756.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-22,"DINE IN",162.00,48,22243.10,771.00,0,0,0,0,0,0,0.00,21472.10,1073.62,0,0,0,1073.62,22545.72,8.28,22554.00,58.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-22,"TAKEAWAY",38.00,13,5719.71,367.00,0,0,0,0,0,0,0.00,5352.71,262.05,13.39,0,0,275.44,5628.15,1.85,5630.00,16.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-23,"DELIVERY",52.00,18,7700.00,2809.82,100.00,0,240.00,0,0,0,340.00,4890.18,0,0,33.25,254.76,285.52,5515.70,1.30,5517.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-23,"TAKEAWAY",77.00,21,10544.75,953.00,0,20.00,0,0,0,0,20.00,9591.75,473.95,0,33.25,0,507.20,10118.95,5.05,10124.00,17.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-23,"DINE IN",193.00,56,28687.88,243.00,0,0,0,0,0,0,0.00,28444.88,1392.86,13.39,85.73,0,1491.98,29936.86,8.14,29945.00,51.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-24,"DELIVERY",88.00,31,14238.06,3817.95,180.00,0,390.00,0,0,0,570.00,10420.11,0,0,47.18,536.41,583.60,11573.71,4.29,11578.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-24,"DINE IN",276.00,64,41776.57,3502.00,0,0,0,0,0,0,0.00,38274.57,1871.49,13.39,131.94,0,2016.82,40291.39,10.61,40302.00,64.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-24,"TAKEAWAY",62.00,20,9625.64,318.00,0,15.00,0,0,0,0,15.00,9307.64,442.68,0,91.41,0,534.09,9856.73,3.27,9860.00,20.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-25,"DINE IN",114.00,43,15948.31,102.00,0,0,0,0,0,0,0.00,15846.31,776.65,13.39,36.30,0,826.34,16672.65,10.35,16683.00,35.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-25,"DELIVERY",55.00,21,8010.00,2602.00,100.00,0,330.00,0,0,0,430.00,5408.00,0,0,0,291.90,291.90,6129.90,1.10,6131.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-08-25,"TAKEAWAY",20.00,8,3500.36,381.00,0,5.00,0,0,0,0,5.00,3119.36,145.36,27.64,0,0,173.00,3297.36,0.64,3298.00,6.00,
