Generated On: 2026-02-04 10:26:43 am
Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Total Charges,Net Sale,GST @5%,Total Tax,Total Amount,Round Off,Gross Amount,Covers,
-,-,South,MSFT Hyd,2026-02-03,TAKEAWAY,169.00,154,29825.26,0.00,0.00,29825.26,1491.24,1491.24,31316.50,12.50,31329.00,0,
-,-,South,MSFT Hyd,2026-02-03,DINE IN,3.00,3,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,


