  Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Total Charges,Net Sale,GST @5%,Total Tax,Total Amount,Round Off,Gross Amount,Covers,
"-","-","South","MSFT Hyd",2025-10-01,"TAKEAWAY",357.00,175,31038.57,0.00,0.00,31038.57,1551.96,1551.96,32590.53,-10.53,32580.00,0.00,
"-","-","South","MSFT Hyd",2025-10-01,"DINE IN",5.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-03,"TAKEAWAY",347.00,168,29111.15,0.00,0.00,29111.15,1455.65,1455.65,30566.80,-9.80,30557.00,0.00,
"-","-","South","MSFT Hyd",2025-10-03,"DINE IN",5.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-06,"TAKEAWAY",387.00,179,31181.17,0.00,0.00,31181.17,1548.69,1548.69,32729.86,-7.86,32722.00,0.00,
"-","-","South","MSFT Hyd",2025-10-06,"DINE IN",3.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-07,"TAKEAWAY",383.00,181,32232.30,0.00,0.00,32232.30,1601.31,1601.31,33833.61,-9.61,33824.00,0.00,
"-","-","South","MSFT Hyd",2025-10-07,"DINE IN",4.00,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-08,"TAKEAWAY",305.00,151,26048.02,0.00,0.00,26048.02,1302.52,1302.52,27350.54,-9.54,27341.00,0.00,
"-","-","South","MSFT Hyd",2025-10-08,"DINE IN",12.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-09,"TAKEAWAY",553.00,207,48832.07,0.00,0.00,48832.07,2431.29,2431.29,51263.36,-11.36,51252.00,0.00,
"-","-","South","MSFT Hyd",2025-10-09,"DINE IN",6.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-10,"TAKEAWAY",358.00,177,32359.15,0.00,0.00,32359.15,1618.13,1618.13,33977.28,-9.28,33968.00,0.00,
"-","-","South","MSFT Hyd",2025-10-10,"DINE IN",8.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-13,"TAKEAWAY",294.00,142,24252.36,0.00,0.00,24252.36,1212.71,1212.71,25465.07,-6.07,25459.00,0.00,
"-","-","South","MSFT Hyd",2025-10-13,"DINE IN",7.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-14,"TAKEAWAY",262.00,128,24398.85,0.00,0.00,24398.85,1220.06,1220.06,25618.91,-6.91,25612.00,0.00,
"-","-","South","MSFT Hyd",2025-10-14,"DINE IN",2.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-15,"TAKEAWAY",294.00,136,24470.67,0.00,0.00,24470.67,1223.60,1223.60,25694.27,-7.27,25687.00,0.00,
"-","-","South","MSFT Hyd",2025-10-16,"TAKEAWAY",280.00,130,22591.21,0.00,0.00,22591.21,1119.13,1119.13,23710.34,-6.34,23704.00,0.00,
"-","-","South","MSFT Hyd",2025-10-16,"DINE IN",7.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-17,"TAKEAWAY",233.00,115,21551.91,0.00,0.00,21551.91,1077.63,1077.63,22629.54,-7.54,22622.00,0.00,
"-","-","South","MSFT Hyd",2025-10-17,"DINE IN",5.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-21,"TAKEAWAY",147.00,70,12472.22,0.00,0.00,12472.22,623.58,623.58,13095.80,-4.80,13091.00,0.00,
"-","-","South","MSFT Hyd",2025-10-21,"DINE IN",7.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-22,"TAKEAWAY",220.00,105,17442.70,0.00,0.00,17442.70,872.22,872.22,18314.92,-4.92,18310.00,0.00,
"-","-","South","MSFT Hyd",2025-10-22,"DINE IN",5.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-23,"TAKEAWAY",214.00,104,17935.91,0.00,0.00,17935.91,896.82,896.82,18832.73,-4.73,18828.00,0.00,
"-","-","South","MSFT Hyd",2025-10-23,"DINE IN",2.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-24,"TAKEAWAY",228.00,106,19003.13,0.00,0.00,19003.13,950.14,950.14,19953.27,-8.27,19945.00,0.00,
"-","-","South","MSFT Hyd",2025-10-24,"DINE IN",8.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-27,"TAKEAWAY",239.00,104,18570.23,0.00,0.00,18570.23,928.58,928.58,19498.81,-6.81,19492.00,0.00,
"-","-","South","MSFT Hyd",2025-10-27,"DINE IN",10.00,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-28,"TAKEAWAY",239.00,110,18895.45,0.00,0.00,18895.45,934.40,934.40,19829.85,-3.85,19826.00,0.00,
"-","-","South","MSFT Hyd",2025-10-28,"DINE IN",4.00,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-29,"TAKEAWAY",258.00,111,19628.07,0.00,0.00,19628.07,981.49,981.49,20609.56,-3.56,20606.00,0.00,
"-","-","South","MSFT Hyd",2025-10-29,"DINE IN",5.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-30,"TAKEAWAY",334.00,139,25773.25,0.00,0.00,25773.25,1288.76,1288.76,27062.01,-8.01,27054.00,0.00,
"-","-","South","MSFT Hyd",2025-10-30,"DINE IN",7.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-31,"TAKEAWAY",359.00,170,31091.51,0.00,0.00,31091.51,1544.19,1544.19,32635.70,-12.70,32623.00,0.00,
"-","-","South","MSFT Hyd",2025-10-31,"ONLINE",0.00,1,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,
"-","-","South","MSFT Hyd",2025-10-31,"DINE IN",9.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

