  Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Packaging Charge [CART - SWIGGY],Restaurant Charge,Smile Amount Charge,Delivery Charge,Platform Fee Charge,Restaurant Packaging Charges,Total Charges,Net Sale,GST @5%,GST @18%,GST @12%,ECom_GST@5%,Total Tax,Total Amount,Round Off,Gross Amount,Covers,
"-","-","North","Coffee Island Beyond GK II",2025-07-25,"DINE IN",159.00,54,29989.76,881.00,0,0,0,0,0,0,0.00,29108.76,1320.78,468.46,10.87,0,1800.11,30908.87,14.13,30923.00,60.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-25,"TAKEAWAY",102.00,25,19304.68,2185.92,0,5.00,0,0,0,0,5.00,17118.76,564.02,879.49,116.41,0,1559.93,18683.69,5.31,18689.00,26.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-26,"DELIVERY",49.00,19,8210.00,2402.25,90.00,0,0,0,0,0,90.00,5807.75,0,0,0,294.89,294.90,6192.65,0.35,6193.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-26,"TAKEAWAY",87.00,26,12620.49,333.00,0,10.00,0,0,0,0,10.00,12287.49,602.64,20.59,18.75,0,641.99,12939.48,7.52,12947.00,29.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-26,"DINE IN",223.00,70,35249.53,829.00,0,0,0,0,0,0,0.00,34420.53,1704.55,20.59,25.85,0,1751.03,36171.56,19.44,36191.00,86.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-27,"DINE IN",279.00,75,42215.01,1763.00,0,0,0,0,0,0,0.00,40452.01,2016.88,20.59,0,0,2037.51,42489.52,21.48,42511.00,74.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-27,"DELIVERY",31.00,15,5565.56,1258.99,80.00,0,0,0,0,0,80.00,4306.57,0,18.15,13.39,208.71,240.25,4626.82,1.18,4628.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-27,"TAKEAWAY",113.00,36,17932.74,1059.00,0,30.00,0,0,0,0,30.00,16873.74,849.13,0,0,0,849.14,17752.88,7.12,17760.00,33.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-28,"TAKEAWAY",34.00,13,5863.77,342.00,0,15.00,0,0,0,0,15.00,5521.77,272.48,22.73,0,0,295.22,5831.99,1.01,5833.00,12.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-28,"DINE IN",142.00,54,21263.66,890.00,0,0,0,0,0,0,0.00,20373.66,967.41,111.47,48.75,0,1127.66,21501.32,13.68,21515.00,70.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-28,"DELIVERY",41.00,12,5004.70,1727.24,90.00,0,0,0,0,0,90.00,3277.46,0,0,0,168.39,168.39,3535.85,0.15,3536.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-29,"DELIVERY",37.00,15,6858.35,2562.98,90.00,0,0,0,0,0,90.00,4295.37,0,11.69,0,216.02,227.71,4613.08,-0.08,4613.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-29,"DINE IN",135.00,37,17483.53,19.00,0,0,0,0,0,0,0.00,17464.53,862.61,18.15,13.39,0,894.16,18358.69,7.31,18366.00,44.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-29,"TAKEAWAY",28.00,12,3965.00,23.00,0,0,0,0,0,0,0.00,3942.00,197.10,0,0,0,197.11,4139.11,3.89,4143.00,13.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-30,"DELIVERY",30.00,9,4756.25,2116.50,70.00,0,0,0,0,0,70.00,2639.75,0,0,0,135.50,135.50,2845.25,-1.25,2844.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-30,"TAKEAWAY",38.00,12,5923.40,146.00,0,5.00,0,0,0,0,5.00,5777.40,260.29,106.13,0,0,366.42,6148.82,1.18,6150.00,14.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-30,"DINE IN",130.00,47,20623.28,2040.00,0,0,0,0,0,0,0.00,18583.28,910.81,41.18,16.61,0,968.63,19551.91,9.09,19561.00,46.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-31,"DELIVERY",27.00,11,4657.95,1546.99,60.00,0,0,0,0,0,60.00,3110.96,0,69.48,0,139.25,208.74,3379.70,0.30,3380.00,0.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-31,"TAKEAWAY",44.00,11,6060.00,100.00,0,5.00,0,0,0,0,5.00,5960.00,298.90,0,0,0,298.91,6263.91,2.09,6266.00,15.00,
"-","-","North","Coffee Island Beyond GK II",2025-07-31,"DINE IN",171.00,53,25139.95,1117.57,0,0,0,0,0,0,0.00,24022.38,1163.71,94.50,26.78,0,1285.02,25307.40,11.60,25319.00,52.00,
"-","-","North","Coffee Island HQ-27",2025-07-01,"DELIVERY",49.00,13,7643.20,1632.72,0,0,0,0,0,160.00,160.00,6010.48,0,72.48,0,288.39,360.89,6531.37,-0.37,6531.00,0.00,
"-","-","North","Coffee Island HQ-27",2025-07-01,"DINE IN",77.00,24,9625.33,280.00,0,0,0,0,0,0,0.00,9345.33,459.45,0,18.75,0,478.20,9823.53,0.47,9824.00,27.00,
"-","-","North","Coffee Island HQ-27",2025-07-01,"TAKEAWAY",94.00,31,12572.26,565.67,0,20.00,0,0,0,0,20.00,12006.59,584.80,20.59,32.14,0,637.53,12664.12,0.88,12665.00,29.00,
"-","-","North","Coffee Island HQ-27",2025-07-02,"DELIVERY",34.00,11,5517.06,1499.63,0,0,0,0,0,160.00,160.00,4017.43,0,36.30,0,198.79,235.09,4412.52,0.48,4413.00,0.00,
"-","-","North","Coffee Island HQ-27",2025-07-02,"TAKEAWAY",139.00,50,20414.45,660.08,0,5.00,0,0,0,0,5.00,19754.37,958.10,81.60,18.75,0,1058.45,20817.82,0.18,20818.00,54.00,
"-","-","North","Coffee Island HQ-27",2025-07-02,"DINE IN",73.00,23,10197.35,724.29,0,0,0,0,0,0,0.00,9473.06,468.07,0,13.39,0,481.46,9954.52,0.48,9955.00,34.00,
"-","-","North","Coffee Island HQ-27",2025-07-03,"DINE IN",132.00,44,16787.81,385.92,0,0,0,0,0,0,0.00,16401.89,802.18,18.15,30.80,0,851.13,17253.02,1.98,17255.00,64.00,
"-","-","North","Coffee Island HQ-27",2025-07-03,"TAKEAWAY",78.00,32,11869.84,827.14,0,5.00,0,0,0,0,5.00,11042.70,512.86,124.47,13.39,0,650.72,11698.42,1.58,11700.00,35.00,
"-","-","North","Coffee Island HQ-27",2025-07-03,"DELIVERY",48.00,12,6055.00,2024.49,0,0,0,0,0,180.00,180.00,4030.51,0,0,0,210.54,210.54,4421.05,-0.05,4421.00,0.00,
"-","-","North","Coffee Island HQ-27",2025-07-03,"ONLINE",3.00,1,503.00,365.45,0,5.00,0,30.00,5.00,0,40.00,137.55,14.07,0,0,0,14.07,191.62,0.38,192.00,0.00,
"-","-","North","Coffee Island HQ-27",2025-07-04,"DELIVERY",26.00,9,3889.89,819.22,0,0,0,0,0,80.00,80.00,3070.67,0,15.71,0,153.17,168.88,3319.55,1.45,3321.00,0.00,
"-","-","North","Coffee Island HQ-27",2025-07-04,"TAKEAWAY",83.00,28,11712.58,824.95,0,10.00,0,0,0,0,10.00,10887.63,513.35,118.06,0,0,631.41,11529.04,-1.04,11528.00,29.00,
